10, 6, 6, 61, 1, 50, 0, 76, 23, 1, 76, 20, 2, 71, 15, 3, 93, 25, 4, 100, 22, 5, 96, 20, 
10, 6, 6, 20, 2, 38, 0, 52, 4, 1, 38, 3, 2, 53, 8, 3, 93, 29, 4, 61, 8, 5, 100, 21, 
10, 6, 6, 19, 2, 32, 0, 21, 10, 1, 59, 10, 2, 100, 15, 3, 89, 19, 4, 43, 16, 5, 96, 40, 
10, 6, 6, 19, 2, 46, 0, 30, 28, 1, 100, 8, 2, 50, 13, 3, 56, 6, 4, 38, 20, 5, 62, 15, 
10, 6, 6, 18, 0, 31, 0, 89, 36, 1, 59, 21, 2, 54, 21, 3, 42, 20, 4, 99, 29, 5, 100, 23, 
10, 6, 6, 16, 1, 36, 0, 53, 15, 1, 29, 5, 2, 45, 15, 3, 56, 20, 4, 100, 22, 5, 69, 0, 
10, 6, 6, 13, 1, 37, 0, 42, 9, 1, 78, 17, 2, 58, 11, 3, 59, 24, 4, 100, 11, 5, 42, 22, 
10, 6, 6, 14, 0, 22, 0, 80, 10, 1, 76, 23, 2, 46, 21, 3, 57, 11, 4, 100, 27, 5, 46, 4, 
10, 6, 6, 14, 1, 45, 0, 97, 25, 1, 83, 20, 2, 99, 17, 3, 100, 28, 4, 77, 0, 5, 87, 48, 
10, 6, 6, 13, 1, 31, 0, 100, 18, 1, 35, 19, 2, 44, 4, 3, 72, 7, 4, 82, 21, 5, 44, 10, 
10, 6, 6, 16, 0, 34, 0, 100, 27, 1, 71, 21, 2, 91, 22, 3, 98, 15, 4, 54, 10, 5, 91, 42, 
10, 6, 6, 16, 1, 23, 0, 62, 10, 1, 48, 4, 2, 68, 11, 3, 52, 10, 4, 100, 7, 5, 74, 12, 
10, 6, 6, 14, 1, 30, 0, 71, 21, 1, 100, 22, 2, 66, 23, 3, 58, 33, 4, 80, 14, 5, 45, 5, 
10, 6, 6, 15, 1, 37, 0, 100, 35, 1, 70, 23, 2, 63, 8, 3, 91, 6, 4, 79, 10, 5, 45, 5, 
10, 6, 6, 14, 1, 40, 0, 73, 45, 1, 99, 40, 2, 73, 33, 3, 100, 48, 4, 73, 18, 5, 86, 15, 
10, 6, 6, 14, 1, 42, 0, 90, 8, 1, 31, 6, 2, 84, 17, 3, 100, 67, 4, 98, 33, 5, 81, 10, 
10, 6, 6, 14, 1, 29, 0, 100, 19, 1, 97, 19, 2, 58, 24, 3, 79, 35, 4, 74, 16, 5, 19, 15, 
10, 6, 6, 14, 0, 33, 0, 98, 23, 1, 29, 9, 2, 61, 10, 3, 46, 22, 4, 100, 4, 5, 29, 9, 
10, 6, 6, 13, 0, 37, 0, 43, 0, 1, 41, 0, 2, 99, 10, 3, 99, 28, 4, 22, 6, 5, 100, 11, 
10, 6, 6, 13, 1, 27, 0, 73, 15, 1, 67, 5, 2, 100, 0, 3, 83, 22, 4, 73, 30, 5, 86, 25, 
10, 6, 6, 13, 1, 50, 0, 87, 22, 1, 100, 28, 2, 82, 24, 3, 79, 37, 4, 82, 49, 5, 95, 32, 
10, 6, 6, 12, 1, 29, 0, 38, 11, 1, 77, 15, 2, 86, 9, 3, 100, 25, 4, 68, 10, 5, 58, 6, 
10, 6, 6, 22, 1, 35, 0, 100, 21, 1, 80, 4, 2, 34, 6, 3, 39, 3, 4, 66, 7, 5, 99, 20, 
10, 6, 6, 12, 1, 32, 0, 84, 5, 1, 51, 15, 2, 70, 24, 3, 94, 10, 4, 100, 20, 5, 51, 10, 
10, 6, 6, 12, 0, 31, 0, 80, 2, 1, 99, 22, 2, 85, 18, 3, 87, 4, 4, 58, 18, 5, 100, 38, 
10, 6, 6, 61, 1, 29, 0, 50, 29, 1, 85, 6, 2, 98, 39, 3, 100, 31, 4, 61, 27, 5, 60, 31, 
10, 6, 6, 13, 0, 23, 0, 83, 12, 1, 44, 0, 2, 51, 5, 3, 100, 17, 4, 31, 9, 5, 29, 9, 
10, 6, 6, 12, 1, 30, 0, 100, 8, 1, 65, 16, 2, 82, 19, 3, 35, 16, 4, 55, 11, 5, 44, 13, 
10, 6, 6, 12, 0, 38, 0, 99, 4, 1, 97, 21, 2, 70, 28, 3, 80, 29, 4, 44, 5, 5, 100, 26, 
10, 6, 6, 13, 0, 25, 0, 87, 11, 1, 35, 3, 2, 50, 0, 3, 61, 3, 4, 100, 37, 5, 52, 24, 
10, 6, 6, 13, 0, 46, 0, 75, 20, 1, 94, 18, 2, 100, 28, 3, 76, 11, 4, 76, 8, 5, 82, 5, 
10, 6, 6, 13, 1, 38, 0, 98, 47, 1, 100, 7, 2, 69, 5, 3, 62, 24, 4, 79, 14, 5, 79, 31, 
10, 6, 6, 13, 0, 33, 0, 86, 24, 1, 50, 0, 2, 31, 5, 3, 98, 12, 4, 65, 40, 5, 100, 20, 
10, 6, 6, 12, 1, 29, 0, 100, 9, 1, 81, 22, 2, 34, 0, 3, 71, 10, 4, 72, 5, 5, 75, 28, 
10, 6, 6, 13, 0, 32, 0, 60, 29, 1, 65, 7, 2, 62, 27, 3, 69, 39, 4, 100, 18, 5, 87, 34, 
10, 6, 6, 12, 1, 31, 0, 100, 21, 1, 39, 10, 2, 47, 6, 3, 13, 0, 4, 39, 5, 5, 39, 6, 
10, 6, 6, 12, 1, 17, 0, 61, 5, 1, 21, 0, 2, 100, 16, 3, 71, 1, 4, 10, 0, 5, 31, 0, 
10, 6, 6, 13, 0, 40, 0, 100, 24, 1, 35, 11, 2, 92, 29, 3, 78, 19, 4, 35, 0, 5, 54, 22, 
10, 6, 6, 14, 0, 36, 0, 31, 10, 1, 75, 6, 2, 99, 13, 3, 37, 5, 4, 100, 29, 5, 21, 6, 
10, 6, 6, 11, 1, 32, 0, 84, 12, 1, 89, 13, 2, 100, 11, 3, 87, 5, 4, 67, 12, 5, 68, 10, 
10, 6, 6, 12, 1, 40, 0, 91, 5, 1, 78, 0, 2, 60, 3, 3, 47, 6, 4, 100, 7, 5, 99, 22, 
10, 6, 6, 13, 0, 51, 0, 65, 29, 1, 100, 41, 2, 99, 55, 3, 91, 18, 4, 74, 40, 5, 50, 35, 
10, 6, 6, 12, 1, 28, 0, 73, 15, 1, 73, 10, 2, 98, 16, 3, 84, 23, 4, 66, 21, 5, 100, 51, 
10, 6, 6, 13, 0, 48, 0, 74, 31, 1, 100, 25, 2, 98, 14, 3, 77, 10, 4, 62, 18, 5, 87, 26, 
10, 6, 6, 14, 0, 40, 0, 74, 18, 1, 14, 9, 2, 99, 20, 3, 61, 1, 4, 96, 11, 5, 100, 18, 
10, 6, 6, 13, 0, 35, 0, 97, 26, 1, 56, 19, 2, 42, 8, 3, 100, 37, 4, 42, 15, 5, 97, 36, 
10, 6, 6, 12, 0, 37, 0, 54, 5, 1, 84, 17, 2, 100, 27, 3, 68, 0, 4, 98, 21, 5, 96, 25, 
10, 6, 6, 20, 0, 36, 0, 76, 23, 1, 38, 14, 2, 100, 17, 3, 86, 29, 4, 68, 8, 5, 53, 12, 
10, 6, 6, 12, 0, 29, 0, 100, 26, 1, 84, 39, 2, 55, 23, 3, 58, 10, 4, 55, 15, 5, 49, 10, 
10, 6, 6, 12, 0, 26, 0, 83, 22, 1, 62, 5, 2, 73, 5, 3, 100, 10, 4, 82, 14, 5, 84, 25, 
10, 6, 6, 12, 0, 35, 0, 54, 14, 1, 83, 17, 2, 100, 25, 3, 99, 37, 4, 99, 25, 5, 84, 30, 
10, 6, 6, 12, 0, 42, 0, 100, 28, 1, 67, 14, 2, 80, 33, 3, 55, 7, 4, 21, 0, 5, 45, 0, 
10, 6, 6, 13, 0, 32, 0, 30, 6, 1, 60, 6, 2, 100, 18, 3, 90, 13, 4, 43, 9, 5, 58, 5, 
10, 6, 6, 12, 0, 37, 0, 86, 22, 1, 73, 25, 2, 100, 14, 3, 91, 12, 4, 90, 39, 5, 74, 6, 
10, 6, 6, 12, 1, 33, 0, 82, 28, 1, 69, 29, 2, 100, 49, 3, 84, 15, 4, 53, 14, 5, 84, 27, 
10, 6, 6, 12, 1, 36, 0, 70, 5, 1, 57, 10, 2, 82, 5, 3, 86, 5, 4, 100, 15, 5, 62, 30, 
10, 6, 6, 12, 0, 34, 0, 53, 7, 1, 38, 12, 2, 57, 4, 3, 73, 5, 4, 100, 24, 5, 38, 8, 
10, 6, 6, 12, 0, 24, 0, 31, 5, 1, 48, 9, 2, 2, 0, 3, 83, 30, 4, 50, 10, 5, 100, 13, 
10, 6, 6, 12, 0, 24, 0, 46, 7, 1, 64, 0, 2, 53, 4, 3, 75, 0, 4, 100, 13, 5, 70, 15, 
10, 6, 6, 12, 0, 31, 0, 100, 23, 1, 34, 8, 2, 71, 0, 3, 58, 15, 4, 88, 13, 5, 65, 0, 
10, 6, 6, 13, 0, 31, 0, 4, 5, 1, 100, 8, 2, 76, 12, 3, 55, 6, 4, 82, 10, 5, 73, 23, 
10, 6, 6, 13, 0, 37, 0, 88, 48, 1, 85, 29, 2, 98, 17, 3, 99, 35, 4, 42, 5, 5, 100, 10, 
10, 6, 6, 12, 0, 26, 0, 71, 15, 1, 80, 23, 2, 76, 9, 3, 56, 13, 4, 100, 23, 5, 80, 37, 
10, 6, 6, 12, 1, 31, 0, 18, 16, 1, 83, 26, 2, 18, 20, 3, 18, 5, 4, 100, 44, 5, 52, 0, 
10, 6, 6, 12, 0, 38, 0, 73, 25, 1, 54, 17, 2, 41, 10, 3, 100, 6, 4, 66, 5, 5, 66, 5, 
10, 6, 6, 12, 0, 26, 0, 64, 3, 1, 36, 2, 2, 100, 20, 3, 87, 10, 4, 52, 0, 5, 16, 0, 
10, 6, 6, 32, 0, 23, 0, 31, 5, 1, 73, 21, 2, 61, 8, 3, 40, 0, 4, 43, 22, 5, 100, 38, 
10, 6, 6, 12, 0, 23, 0, 85, 9, 1, 36, 20, 2, 4, 0, 3, 49, 10, 4, 100, 17, 5, 4, 0, 
10, 6, 6, 11, 0, 38, 0, 75, 12, 1, 8, 56, 2, 52, 20, 3, 55, 17, 4, 100, 34, 5, 45, 26, 
10, 6, 6, 11, 0, 39, 0, 100, 30, 1, 86, 31, 2, 88, 30, 3, 76, 21, 4, 76, 30, 5, 77, 10, 
10, 6, 6, 12, 0, 29, 0, 62, 5, 1, 62, 20, 2, 53, 11, 3, 100, 10, 4, 48, 16, 5, 87, 5, 
10, 6, 6, 12, 0, 32, 0, 97, 22, 1, 60, 5, 2, 100, 25, 3, 85, 16, 4, 67, 22, 5, 33, 10, 
10, 6, 6, 12, 0, 58, 0, 77, 44, 1, 75, 20, 2, 77, 13, 3, 78, 10, 4, 100, 28, 5, 81, 33, 
10, 6, 6, 12, 0, 31, 0, 58, 26, 1, 82, 24, 2, 100, 48, 3, 50, 17, 4, 58, 27, 5, 52, 24, 
10, 6, 6, 12, 0, 43, 0, 61, 12, 1, 61, 10, 2, 54, 17, 3, 61, 6, 4, 100, 20, 5, 39, 9, 
10, 6, 6, 12, 0, 30, 0, 42, 0, 1, 72, 20, 2, 68, 22, 3, 97, 19, 4, 48, 0, 5, 100, 26, 
10, 6, 6, 12, 0, 32, 0, 77, 18, 1, 96, 10, 2, 77, 17, 3, 80, 24, 4, 20, 11, 5, 100, 34, 
10, 6, 6, 12, 1, 43, 0, 72, 16, 1, 99, 37, 2, 98, 31, 3, 94, 34, 4, 99, 21, 5, 100, 23, 
10, 6, 6, 12, 0, 52, 0, 99, 13, 1, 100, 12, 2, 86, 15, 3, 77, 15, 4, 99, 18, 5, 83, 28, 
10, 6, 6, 13, 0, 24, 0, 100, 43, 1, 77, 8, 2, 32, 5, 3, 57, 11, 4, 85, 20, 5, 37, 10, 
10, 6, 6, 12, 0, 37, 0, 71, 25, 1, 92, 11, 2, 73, 19, 3, 69, 3, 4, 100, 34, 5, 98, 37, 
10, 6, 6, 11, 0, 46, 0, 99, 17, 1, 96, 21, 2, 55, 21, 3, 100, 17, 4, 68, 31, 5, 72, 8, 
