,,,,,Turns,,,,,,,,,,,,,,,,
10,5,10,9,0,32,0,32,0,1,69,16,2,100,25,3,34,0,4,96,23, 
10,5,10,8,0,22,0,100,13,1,58,18,2,99,5,3,98,37,4,59,39, 
10,5,10,8,0,11,0,35,5,1,100,0,2,31,4,3,55,5,4,43,10, 
10,5,10,8,0,14,0,100,17,1,62,5,2,91,5,3,32,8,4,54,17, 
10,5,10,8,1,17,0,49,9,1,21,5,2,19,10,3,100,24,4,19,9, 
10,5,10,8,0,12,0,67,26,1,72,23,2,29,22,3,36,10,4,100,9, 
10,5,10,10,0,16,0,100,23,1,43,33,2,45,23,3,46,22,4,52,24, 
10,5,10,10,0,53,0,96,33,1,76,18,2,100,70,3,73,7,4,28,0, 
10,5,10,8,0,23,0,45,20,1,67,22,2,100,15,3,59,7,4,45,7, 
10,5,10,9,0,25,0,100,34,1,35,5,2,75,23,3,54,10,4,92,12, 
10,5,10,11,0,14,0,36,12,1,100,9,2,62,15,3,49,17,4,54,0, 
10,5,10,9,0,19,0,87,19,1,88,13,2,76,51,3,42,12,4,100,45, 
10,5,10,8,0,28,0,19,0,1,41,3,2,2,0,3,100,29,4,19,0, 
10,5,10,7,0,18,0,2,0,1,24,16,2,46,10,3,100,25,4,98,27, 
10,5,10,7,0,24,0,100,17,1,44,10,2,48,16,3,53,6,4,68,11, 
10,5,10,7,0,26,0,100,39,1,43,15,2,98,15,3,43,5,4,99,40, 
10,5,10,7,0,39,0,93,16,1,99,52,2,29,0,3,100,14,4,91,0, 
10,5,10,7,0,20,0,2,0,1,100,10,2,99,0,3,98,48,4,73,24, 
10,5,10,21,0,23,0,98,12,1,9,0,2,93,23,3,100,17,4,28,0, 
10,5,10,8,0,25,0,100,24,1,53,15,2,10,0,3,54,14,4,99,9, 
10,5,10,9,0,22,0,83,20,1,80,23,2,99,34,3,100,25,4,59,15, 
10,5,10,24,0,31,0,43,15,1,73,18,2,88,5,3,100,21,4,97,20, 
10,5,10,7,0,29,0,69,16,1,100,45,2,69,21,3,93,31,4,69,10, 
10,5,10,17,0,32,0,78,10,1,88,11,2,76,21,3,100,27,4,33,9, 
10,5,10,9,0,48,0,48,10,1,71,5,2,100,38,3,73,5,4,73,23, 
10,5,10,7,0,35,0,100,32,1,86,8,2,19,5,3,87,20,4,87,28, 
10,5,10,8,0,20,0,19,0,1,78,0,2,52,10,3,52,19,4,100,26, 
10,5,10,11,1,44,0,95,5,1,68,10,2,87,31,3,66,18,4,100,44, 
10,5,10,8,0,18,0,59,10,1,98,42,2,43,10,3,100,17,4,63,16, 
10,5,10,9,0,40,0,100,17,1,43,0,2,75,19,3,76,28,4,95,12, 
10,5,10,8,0,14,0,100,7,1,25,0,2,25,5,3,11,0,4,14,5, 
10,5,10,7,0,23,0,20,10,1,100,34,2,32,13,3,50,6,4,65,1, 
10,5,10,8,0,19,0,100,15,1,64,21,2,23,0,3,9,0,4,22,5, 
10,5,10,8,0,20,0,100,7,1,69,5,2,35,0,3,99,20,4,81,20, 
10,5,10,8,0,32,0,98,10,1,87,21,2,100,42,3,54,2,4,62,0, 
10,5,10,7,0,18,0,100,6,1,30,19,2,73,20,3,16,0,4,5,0, 
10,5,10,8,0,25,0,39,13,1,99,30,2,20,0,3,100,9,4,63,27, 
10,5,10,8,0,30,0,22,5,1,100,27,2,98,1,3,76,11,4,98,16, 
10,5,10,8,0,26,0,100,6,1,56,10,2,7,0,3,49,14,4,49,12, 
10,5,10,9,0,40,0,81,12,1,99,74,2,71,20,3,71,0,4,100,39, 
10,5,10,9,0,11,0,69,19,1,24,7,2,4,0,3,20,5,4,100,0, 
10,5,10,8,0,16,0,89,28,1,12,0,2,12,5,3,100,23,4,87,20, 
10,5,10,7,0,17,0,55,8,1,28,24,2,100,5,3,97,10,4,92,31, 
10,5,10,22,0,33,0,58,0,1,55,5,2,53,21,3,100,42,4,53,10, 
10,5,10,8,0,25,0,11,0,1,11,0,2,31,0,3,100,43,4,67,10, 
10,5,10,8,0,20,0,84,23,1,9,0,2,100,17,3,48,12,4,9,6, 
10,5,10,7,0,25,0,80,0,1,95,28,2,100,20,3,24,7,4,99,18, 
10,5,10,8,0,20,0,38,5,1,40,12,2,95,30,3,100,33,4,91,33, 
10,5,10,8,0,24,0,100,20,1,14,15,2,92,32,3,78,26,4,89,23, 
10,5,10,8,0,23,0,70,37,1,67,21,2,81,26,3,19,5,4,100,30, 
10,5,10,8,0,19,0,35,10,1,100,15,2,60,10,3,40,0,4,33,5, 
10,5,10,9,0,31,0,59,0,1,58,0,2,57,10,3,100,27,4,75,1, 
10,5,10,8,0,19,0,29,13,1,44,5,2,92,5,3,100,10,4,36,18, 
10,5,10,8,0,25,0,100,15,1,92,61,2,7,0,3,74,0,4,21,0, 
10,5,10,9,0,23,0,100,35,1,96,16,2,73,20,3,95,13,4,69,9, 
10,5,10,9,0,24,0,38,10,1,79,27,2,61,5,3,100,21,4,99,14, 
10,5,10,8,0,15,0,73,23,1,62,17,2,100,24,3,36,15,4,79,22, 
10,5,10,9,0,31,0,100,37,1,71,32,2,49,18,3,34,5,4,69,39, 
10,5,10,9,0,25,0,79,10,1,100,15,2,99,65,3,14,0,4,29,0, 
10,5,10,8,0,41,0,99,25,1,98,1,2,100,85,3,87,8,4,89,0, 
10,5,10,9,0,9,0,51,6,1,100,8,2,10,0,3,35,11,4,35,0, 
10,5,10,9,0,44,0,37,10,1,77,7,2,37,10,3,100,21,4,86,20, 
10,5,10,9,0,20,0,34,4,1,100,10,2,70,14,3,24,0,4,77,8, 
10,5,10,9,0,30,0,55,20,1,53,23,2,35,25,3,99,16,4,100,6, 
10,5,10,8,0,36,0,100,31,1,27,0,2,99,69,3,39,1,4,27,13, 
10,5,10,9,0,29,0,98,5,1,67,12,2,26,5,3,2,0,4,100,26, 
10,5,10,8,0,22,0,100,18,1,46,0,2,11,0,3,46,5,4,78,15, 
10,5,10,9,0,13,0,83,15,1,56,35,2,66,5,3,70,28,4,100,23, 
10,5,10,9,0,37,0,98,0,1,50,9,2,66,8,3,66,2,4,100,19, 
10,5,10,8,0,35,0,30,20,1,21,5,2,100,14,3,83,1,4,30,0, 
10,5,10,11,0,30,0,100,22,1,77,15,2,39,15,3,39,12,4,75,25, 
10,5,10,9,0,35,0,64,4,1,84,16,2,84,19,3,100,17,4,98,22, 
10,5,10,8,0,35,0,52,13,1,100,30,2,7,0,3,83,20,4,92,12, 
10,5,10,9,0,28,0,100,14,1,28,13,2,98,6,3,76,19,4,84,11, 
10,5,10,9,0,28,0,42,8,1,83,30,2,96,19,3,38,20,4,100,23, 
10,5,10,7,0,26,0,26,14,1,40,5,2,69,24,3,79,25,4,100,59, 
10,5,10,9,0,23,0,53,6,1,44,9,2,46,11,3,100,2,4,99,15, 
10,5,10,8,0,19,0,5,0,1,57,7,2,100,7,3,65,5,4,26,0, 
10,5,10,8,0,14,0,7,0,1,100,5,2,67,5,3,54,5,4,73,6, 
10,5,10,9,0,30,0,71,16,1,100,17,2,31,0,3,35,11,4,54,11, 
10,5,10,9,0,25,0,92,6,1,79,7,2,79,0,3,100,18,4,42,9, 
10,5,10,9,0,17,0,97,15,1,55,21,2,100,24,3,29,13,4,4,0, 
10,5,10,8,0,24,0,97,63,1,34,12,2,21,17,3,100,20,4,71,10, 
10,5,10,8,0,36,0,72,2,1,100,53,2,99,8,3,91,18,4,31,27, 
10,5,10,8,0,12,0,60,6,1,68,11,2,15,0,3,100,5,4,2,0, 
10,5,10,8,0,36,0,98,11,1,98,5,2,99,34,3,100,26,4,99,52, 
10,5,10,8,0,17,0,78,16,1,100,30,2,6,0,3,6,0,4,59,25, 
10,5,10,9,0,18,0,54,18,1,93,19,2,100,19,3,38,4,4,54,0, 
10,5,10,9,0,30,0,23,5,1,98,24,2,26,4,3,71,16,4,100,13, 
10,5,10,8,0,21,0,40,17,1,30,10,2,39,8,3,53,22,4,100,17, 
10,5,10,9,0,24,0,16,10,1,99,24,2,100,17,3,56,15,4,99,40, 
10,5,10,9,0,15,0,100,16,1,33,4,2,62,15,3,33,9,4,62,5, 
10,5,10,8,1,39,0,66,15,1,40,5,2,38,7,3,61,5,4,100,5, 
10,5,10,9,0,28,0,21,3,1,13,0,2,97,9,3,38,0,4,100,22, 
10,5,10,9,0,49,0,80,7,1,80,19,2,100,10,3,80,0,4,80,38, 
10,5,10,9,0,24,0,12,7,1,41,0,2,100,12,3,63,15,4,9,5, 
10,5,10,9,0,22,0,9,0,1,2,0,2,100,48,3,9,0,4,45,5, 
10,5,10,8,1,32,0,68,15,1,100,10,2,68,5,3,91,15,4,99,38, 
10,5,10,9,0,39,0,100,7,1,99,35,2,6,0,3,28,0,4,39,5, 
10,5,10,9,0,18,0,59,15,1,64,8,2,46,5,3,92,5,4,100,13, 
10,5,10,9,0,35,0,100,5,1,94,0,2,85,5,3,33,0,4,99,10, 
10,5,10,8,0,19,0,98,5,1,77,20,2,67,14,3,77,6,4,100,34, 
10,5,10,9,0,41,0,46,12,1,99,63,2,28,0,3,98,25,4,100,11, 
10,5,10,9,0,37,0,98,43,1,64,8,2,100,60,3,76,0,4,87,22, 
10,5,10,9,0,28,0,100,14,1,40,6,2,40,0,3,96,12,4,82,5, 
10,5,10,9,0,17,0,100,27,1,79,5,2,20,5,3,57,0,4,40,7, 
10,5,10,8,0,18,0,88,22,1,100,33,2,83,5,3,15,9,4,98,9, 
10,5,10,8,0,21,0,60,5,1,100,2,2,50,0,3,50,16,4,50,5, 
10,5,10,9,0,28,0,100,10,1,40,0,2,29,5,3,29,13,4,84,13, 
10,5,10,9,0,38,0,100,23,1,57,10,2,99,7,3,99,17,4,17,0, 
10,5,10,8,0,20,0,44,0,1,43,17,2,100,0,3,6,0,4,78,15, 
10,5,10,9,0,22,0,100,5,1,71,13,2,47,5,3,61,27,4,61,6, 
10,5,10,9,0,32,0,41,0,1,79,15,2,58,7,3,100,40,4,70,5, 
10,5,10,8,0,32,0,95,22,1,73,5,2,50,0,3,100,12,4,99,16, 
10,5,10,9,0,21,0,62,6,1,100,54,2,74,23,3,52,0,4,48,1, 
10,5,10,9,0,23,0,100,13,1,96,0,2,30,9,3,94,9,4,18,0, 
10,5,10,8,0,31,0,81,19,1,100,68,2,66,5,3,81,5,4,66,6, 
10,5,10,8,0,25,0,86,16,1,100,36,2,67,13,3,70,3,4,53,5, 
10,5,10,8,0,34,0,39,0,1,61,0,2,99,0,3,100,88,4,88,8, 
10,5,10,9,0,30,0,95,0,1,74,40,2,36,0,3,100,31,4,93,15, 
10,5,10,9,0,23,0,70,22,1,83,21,2,10,0,3,17,12,4,100,14, 
10,5,10,9,0,27,0,26,5,1,84,7,2,100,10,3,76,7,4,57,5, 
10,5,10,8,0,18,0,97,25,1,99,0,2,76,25,3,51,24,4,100,15, 
10,5,10,9,0,22,0,5,0,1,17,9,2,100,27,3,54,10,4,47,16, 
10,5,10,9,0,24,0,85,35,1,14,5,2,91,18,3,45,0,4,100,15, 
10,5,10,8,1,32,0,100,12,1,77,18,2,79,23,3,36,7,4,85,33, 
10,5,10,9,0,21,0,100,41,1,12,0,2,12,0,3,84,11,4,95,63, 
10,5,10,8,0,23,0,55,20,1,100,45,2,51,6,3,46,16,4,51,15, 
10,5,10,9,0,32,0,31,12,1,31,6,2,77,16,3,100,19,4,56,14, 
10,5,10,9,0,28,0,49,0,1,100,36,2,99,38,3,91,5,4,83,27, 
10,5,10,9,0,28,0,99,19,1,46,7,2,23,3,3,100,12,4,43,11, 
10,5,10,8,0,21,0,100,32,1,77,31,2,64,16,3,64,9,4,14,0, 
10,5,10,8,0,20,0,70,7,1,73,0,2,100,35,3,65,0,4,54,5, 
10,5,10,8,0,42,0,98,27,1,30,5,2,14,5,3,30,0,4,100,20, 
10,5,10,9,0,21,0,100,14,1,76,15,2,55,24,3,94,28,4,70,34, 
10,5,10,9,0,19,0,100,28,1,47,7,2,66,5,3,62,3,4,29,2, 
10,5,10,9,0,17,0,100,10,1,35,18,2,7,0,3,80,10,4,86,23, 
10,5,10,9,0,29,0,100,26,1,37,4,2,99,61,3,66,18,4,99,46, 
10,5,10,8,0,21,0,22,0,1,51,7,2,100,30,3,99,8,4,18,0, 
10,5,10,9,0,27,0,68,39,1,99,38,2,98,34,3,100,16,4,54,18, 
10,5,10,9,0,26,0,57,5,1,38,0,2,26,3,3,100,5,4,28,0, 
10,5,10,8,0,34,0,71,9,1,73,25,2,50,0,3,100,26,4,99,22, 
10,5,10,10,0,17,0,36,8,1,19,13,2,61,13,3,100,18,4,19,0, 
10,5,10,8,0,25,0,68,16,1,30,0,2,100,23,3,93,25,4,87,34, 
10,5,10,9,0,32,0,100,15,1,98,10,2,86,19,3,41,14,4,41,1, 
10,5,10,9,0,17,0,66,5,1,44,7,2,46,13,3,66,5,4,100,11, 
10,5,10,9,0,32,0,16,0,1,33,5,2,100,14,3,87,26,4,54,21, 
10,5,10,9,0,28,0,42,3,1,74,7,2,99,1,3,74,10,4,100,3, 
10,5,10,8,0,22,0,55,21,1,66,6,2,26,18,3,100,33,4,26,5, 
10,5,10,8,0,37,0,98,27,1,62,5,2,98,10,3,66,4,4,100,17, 
10,5,10,9,0,25,0,62,15,1,62,27,2,39,18,3,100,7,4,97,14, 
10,5,10,9,0,24,0,75,16,1,100,17,2,60,20,3,20,6,4,60,5, 
10,5,10,9,0,32,0,98,24,1,65,11,2,98,23,3,88,41,4,100,32, 
10,5,10,9,0,52,0,49,5,1,49,22,2,100,12,3,62,12,4,49,8, 
10,5,10,8,0,25,0,100,12,1,89,72,2,60,16,3,61,10,4,77,9, 
10,5,10,9,0,30,0,100,50,1,94,33,2,98,33,3,99,12,4,69,18, 
10,5,10,9,0,30,0,21,0,1,3,0,2,48,18,3,3,0,4,100,60, 
10,5,10,9,0,14,0,100,30,1,2,0,2,76,22,3,2,0,4,13,0, 
10,5,10,9,0,24,0,81,5,1,99,15,2,86,21,3,100,6,4,50,17, 
10,5,10,9,0,20,0,29,5,1,100,10,2,50,30,3,40,10,4,40,22, 
10,5,10,9,0,18,0,48,2,1,81,28,2,8,0,3,33,0,4,100,13, 
10,5,10,9,0,24,0,12,19,1,33,5,2,21,0,3,88,10,4,100,15, 
10,5,10,9,0,37,0,84,30,1,85,38,2,100,24,3,90,38,4,63,20, 
10,5,10,9,0,42,0,56,14,1,67,24,2,57,23,3,48,19,4,100,59, 
10,5,10,8,0,17,0,20,0,1,34,0,2,100,29,3,70,16,4,36,0, 
10,5,10,9,0,10,0,53,8,1,70,7,2,10,0,3,22,0,4,100,20, 
10,5,10,8,0,22,0,14,0,1,100,32,2,62,4,3,49,9,4,5,0, 
10,5,10,7,0,19,0,100,20,1,29,0,2,37,0,3,65,23,4,59,0, 
10,5,10,8,0,37,0,100,10,1,80,14,2,65,14,3,58,18,4,89,1, 
10,5,10,8,0,26,0,100,8,1,87,17,2,97,30,3,50,14,4,50,11, 
10,5,10,8,0,30,0,100,23,1,98,17,2,95,29,3,97,30,4,56,10, 
10,5,10,8,0,46,0,98,17,1,98,13,2,86,15,3,100,30,4,92,21, 
10,5,10,8,0,37,0,66,16,1,61,43,2,31,13,3,100,24,4,97,52, 
10,5,10,8,0,34,0,92,11,1,100,32,2,99,36,3,93,66,4,41,6, 
10,5,10,7,0,26,0,100,10,1,33,5,2,61,14,3,68,8,4,41,10, 
10,5,10,9,0,19,0,100,61,1,99,30,2,74,5,3,97,28,4,49,20, 
10,5,10,8,0,27,0,39,5,1,28,0,2,100,0,3,55,4,4,83,5, 
10,5,10,9,0,23,0,85,15,1,51,10,2,15,0,3,100,45,4,98,49, 
10,5,10,9,0,25,0,100,19,1,15,0,2,69,7,3,82,16,4,56,15, 
10,5,10,9,0,25,0,98,5,1,100,10,2,86,36,3,92,5,4,55,21, 
10,5,10,9,0,35,0,95,11,1,99,7,2,99,16,3,100,34,4,92,35, 
10,5,10,9,0,28,0,62,20,1,100,19,2,18,2,3,62,18,4,99,10, 
10,5,10,8,0,24,0,19,5,1,100,13,2,48,11,3,37,5,4,85,10, 
10,5,10,8,0,22,0,53,0,1,31,1,2,100,7,3,70,8,4,85,5, 
10,5,10,8,0,13,0,18,5,1,18,4,2,100,0,3,14,0,4,55,1, 
10,5,10,8,0,25,0,61,13,1,66,8,2,54,18,3,100,36,4,67,5, 
10,5,10,7,0,19,0,43,12,1,57,24,2,64,15,3,100,16,4,64,0, 
10,5,10,9,0,17,0,71,12,1,59,0,2,32,7,3,21,5,4,100,50, 
10,5,10,8,0,27,0,100,19,1,47,13,2,30,9,3,30,5,4,82,7, 
10,5,10,9,0,31,0,71,0,1,99,52,2,100,30,3,81,32,4,99,6, 
10,5,10,9,0,33,0,100,21,1,30,10,2,33,8,3,97,20,4,74,22, 
10,5,10,9,0,46,0,97,23,1,100,7,2,94,22,3,99,24,4,75,0, 
10,5,10,9,0,18,0,6,0,1,14,2,2,92,15,3,14,8,4,100,5, 
10,5,10,8,0,30,0,67,20,1,23,5,2,88,8,3,97,54,4,100,20, 
10,5,10,9,0,28,0,48,0,1,64,5,2,81,6,3,100,65,4,84,30, 
10,5,10,9,0,20,0,65,19,1,63,20,2,36,0,3,100,20,4,33,3, 
10,5,10,9,0,40,0,99,30,1,42,4,2,67,10,3,42,24,4,100,17, 
10,5,10,9,0,34,0,35,0,1,99,9,2,100,27,3,27,5,4,62,15, 
10,5,10,9,0,18,0,9,0,1,52,5,2,59,5,3,85,19,4,100,14, 
10,5,10,9,0,23,0,99,38,1,76,16,2,51,8,3,100,28,4,97,28, 
10,5,10,9,0,21,0,74,21,1,93,29,2,100,18,3,16,0,4,97,39, 
10,5,10,9,0,22,0,71,11,1,48,10,2,36,23,3,100,22,4,63,9, 
10,5,10,8,0,18,0,41,0,1,46,0,2,47,0,3,100,14,4,56,10, 
10,5,10,9,0,33,0,100,24,1,99,60,2,89,18,3,66,0,4,70,7, 
10,5,10,9,0,36,0,72,4,1,100,30,2,70,10,3,24,3,4,86,40, 
10,5,10,8,0,29,0,73,10,1,35,9,2,59,5,3,100,10,4,82,19, 
10,5,10,9,0,27,0,47,14,1,58,8,2,100,36,3,98,16,4,44,10, 
10,5,10,9,0,21,0,18,8,1,22,22,2,39,10,3,100,24,4,18,4, 
10,5,10,9,0,26,0,98,55,1,46,14,2,100,17,3,93,15,4,55,10, 
10,5,10,9,0,24,0,20,0,1,66,24,2,63,22,3,100,13,4,42,17, 
10,5,10,9,0,15,0,100,40,1,31,1,2,93,21,3,68,16,4,90,13, 
10,5,10,9,0,30,0,60,5,1,98,48,2,70,8,3,89,24,4,100,5, 
10,5,10,9,0,57,0,79,10,1,69,30,2,46,0,3,98,5,4,100,31, 
10,5,10,8,0,21,0,81,52,1,100,31,2,28,5,3,28,7,4,65,13, 
10,5,10,8,0,15,0,100,13,1,25,0,2,75,5,3,42,8,4,24,0, 
10,5,10,8,0,26,0,57,2,1,63,5,2,100,22,3,96,20,4,57,0, 
10,5,10,8,0,33,0,28,0,1,100,28,2,88,29,3,99,46,4,75,5, 
10,5,10,8,0,37,0,25,5,1,95,27,2,96,25,3,100,6,4,47,0, 
10,5,10,8,0,20,0,66,10,1,100,13,2,93,22,3,87,2,4,59,9, 
10,5,10,8,0,30,0,96,12,1,100,12,2,91,22,3,36,5,4,64,0, 
10,5,10,9,0,30,0,100,11,1,21,0,2,57,6,3,46,5,4,99,79, 
10,5,10,9,0,30,0,70,4,1,100,13,2,81,20,3,88,18,4,83,17, 
10,5,10,8,0,27,0,100,27,1,3,5,2,35,13,3,57,12,4,2,0, 
10,5,10,9,0,15,0,68,18,1,88,18,2,44,5,3,100,5,4,36,23, 
10,5,10,8,0,49,0,99,158,1,100,19,2,99,61,3,86,22,4,67,0, 
10,5,10,9,0,42,0,100,5,1,24,5,2,93,6,3,80,10,4,98,31, 
10,5,10,9,0,32,0,100,27,1,95,10,2,32,14,3,9,0,4,7,0, 
10,5,10,8,0,18,0,59,5,1,72,5,2,100,15,3,44,17,4,99,24, 
10,5,10,9,0,33,0,36,9,1,63,13,2,100,15,3,98,19,4,60,5, 
10,5,10,8,0,43,0,81,12,1,64,48,2,100,3,3,97,9,4,81,24, 
10,5,10,9,0,27,0,90,19,1,100,22,2,57,5,3,93,15,4,46,5, 
10,5,10,8,0,40,0,78,16,1,99,31,2,37,5,3,100,14,4,42,5, 
10,5,10,8,0,24,0,94,36,1,100,18,2,58,0,3,34,0,4,41,0, 
10,5,10,8,0,29,0,53,10,1,87,23,2,100,10,3,76,9,4,73,16, 
10,5,10,7,0,31,0,99,20,1,100,15,2,62,3,3,99,18,4,23,11, 
10,5,10,8,0,19,0,41,5,1,100,20,2,97,60,3,81,25,4,93,42, 
10,5,10,8,0,17,0,25,10,1,51,5,2,100,4,3,25,0,4,25,10, 
10,5,10,8,0,25,0,66,0,1,100,25,2,79,11,3,89,9,4,65,15, 
10,5,10,8,0,18,0,100,24,1,55,2,2,85,8,3,11,0,4,11,0, 
10,5,10,8,0,30,0,71,17,1,22,3,2,71,23,3,100,10,4,99,21, 
10,5,10,7,0,38,0,71,12,1,70,15,2,25,0,3,100,24,4,37,0, 
10,5,10,10,0,18,0,72,1,1,33,6,2,88,7,3,45,11,4,100,11, 
10,5,10,8,0,17,0,100,18,1,99,17,2,92,19,3,40,4,4,79,25, 
10,5,10,8,0,22,0,86,28,1,51,18,2,100,37,3,36,0,4,99,27, 
10,5,10,9,0,32,0,51,15,1,100,20,2,94,38,3,51,9,4,49,17, 
10,5,10,9,0,21,0,27,7,1,69,10,2,27,0,3,74,0,4,100,25, 
10,5,10,9,0,22,0,100,14,1,15,0,2,56,15,3,61,5,4,67,15, 
10,5,10,9,0,23,0,100,15,1,77,5,2,99,17,3,74,5,4,48,12, 
10,5,10,9,0,17,0,76,16,1,93,28,2,77,22,3,100,39,4,64,23, 
10,5,10,9,0,15,0,21,3,1,13,0,2,54,0,3,100,27,4,87,24, 
10,5,10,9,0,26,0,42,0,1,100,36,2,74,30,3,48,8,4,72,18, 
10,5,10,9,0,29,0,83,10,1,98,17,2,21,0,3,94,22,4,100,0, 
10,5,10,9,0,20,0,62,25,1,76,10,2,100,31,3,95,22,4,93,0, 
10,5,10,9,0,34,0,99,32,1,54,23,2,100,20,3,74,16,4,93,15, 
10,5,10,7,0,27,0,55,5,1,28,0,2,63,0,3,100,17,4,53,0, 
10,5,10,8,0,28,0,65,10,1,100,35,2,19,19,3,94,30,4,41,15, 
10,5,10,8,0,33,0,85,17,1,83,57,2,100,32,3,63,15,4,61,16, 
10,5,10,8,0,17,0,81,5,1,100,32,2,16,2,3,38,5,4,73,0, 
10,5,10,8,0,30,0,98,66,1,54,8,2,54,15,3,93,35,4,100,25, 
10,5,10,8,0,20,0,94,12,1,85,21,2,100,10,3,28,14,4,28,5, 
10,5,10,8,0,23,0,62,0,1,100,15,2,30,0,3,72,2,4,44,10, 
10,5,10,8,0,20,0,40,7,1,100,17,2,9,5,3,59,2,4,14,0, 
10,5,10,9,0,16,0,29,0,1,27,9,2,26,5,3,100,16,4,54,8, 
10,5,10,9,0,21,0,56,0,1,10,0,2,100,5,3,12,0,4,10,0, 
10,5,10,9,0,31,0,100,27,1,72,11,2,92,33,3,99,20,4,87,15, 
10,5,10,8,0,26,0,58,22,1,100,27,2,99,20,3,24,0,4,75,14, 
10,5,10,9,0,34,0,58,5,1,100,33,2,37,0,3,71,24,4,29,0, 
10,5,10,8,0,27,0,79,18,1,95,20,2,35,0,3,100,19,4,72,35, 
10,5,10,9,0,23,0,20,0,1,100,32,2,99,18,3,78,10,4,99,27, 
10,5,10,9,0,26,0,18,4,1,74,10,2,80,16,3,100,46,4,97,63, 
10,5,10,9,0,19,0,77,23,1,100,22,2,35,10,3,89,20,4,46,15, 
10,5,10,8,0,33,0,87,20,1,20,6,2,100,14,3,99,24,4,8,8, 
10,5,10,8,0,35,0,63,6,1,54,0,2,42,0,3,100,0,4,30,4, 
10,5,10,8,0,17,0,71,19,1,65,5,2,100,10,3,98,9,4,73,24, 
10,5,10,8,0,37,0,98,36,1,100,12,2,62,10,3,33,8,4,97,0, 
10,5,10,8,0,24,0,100,25,1,30,7,2,30,8,3,74,7,4,71,12, 
10,5,10,8,0,40,0,79,0,1,48,5,2,100,52,3,26,7,4,66,2, 
10,5,10,8,0,31,0,100,29,1,98,42,2,52,32,3,88,10,4,99,39, 
10,5,10,9,0,18,0,54,11,1,77,0,2,100,19,3,57,10,4,75,35, 
10,5,10,9,0,24,0,100,10,1,54,0,2,44,1,3,77,36,4,25,4, 
10,5,10,8,0,29,0,78,35,1,100,25,2,56,15,3,78,5,4,98,10, 
10,5,10,8,0,46,0,73,15,1,97,14,2,98,15,3,30,5,4,100,65, 
10,5,10,8,0,21,0,100,0,1,46,0,2,44,1,3,46,0,4,90,6, 
10,5,10,7,1,23,0,64,24,1,65,15,2,100,9,3,32,20,4,8,0, 
10,5,10,9,0,17,0,90,9,1,100,20,2,54,5,3,19,0,4,26,5, 
10,5,10,10,0,29,0,98,34,1,35,2,2,91,20,3,100,55,4,87,10, 
10,5,10,9,0,22,0,46,13,1,83,16,2,31,0,3,73,16,4,100,17, 
10,5,10,9,0,37,0,96,53,1,100,20,2,25,0,3,25,0,4,25,0, 
10,5,10,9,0,17,0,36,15,1,99,16,2,100,10,3,36,5,4,80,12, 
10,5,10,9,0,23,0,9,0,1,100,40,2,9,0,3,94,14,4,97,5, 
10,5,10,9,0,16,0,46,29,1,63,9,2,51,16,3,74,10,4,100,20, 
10,5,10,9,0,31,0,17,5,1,91,26,2,100,10,3,99,18,4,99,54, 
10,5,10,8,1,31,0,76,13,1,100,27,2,71,9,3,84,10,4,95,14, 
10,5,10,8,0,44,0,95,10,1,77,6,2,98,34,3,99,17,4,100,99, 
10,5,10,8,0,29,0,99,35,1,67,23,2,100,43,3,98,13,4,37,24, 
10,5,10,8,0,31,0,96,28,1,100,14,2,72,13,3,19,18,4,17,0, 
10,5,10,8,0,54,0,99,39,1,100,26,2,99,24,3,99,30,4,99,29, 
10,5,10,8,0,25,0,60,21,1,60,19,2,81,22,3,100,85,4,97,40, 
10,5,10,8,0,16,0,62,19,1,100,18,2,29,10,3,60,14,4,99,28, 
10,5,10,8,0,35,0,61,10,1,100,13,2,99,29,3,12,1,4,12,9, 
10,5,10,8,0,13,0,3,0,1,63,5,2,16,1,3,27,15,4,100,15, 
10,5,10,8,0,34,0,81,10,1,100,25,2,99,25,3,67,17,4,67,28, 
10,5,10,8,0,19,0,100,25,1,51,4,2,15,0,3,69,13,4,51,11, 
10,5,10,8,0,26,0,74,0,1,81,0,2,92,7,3,46,0,4,100,26, 
10,5,10,8,0,29,0,100,10,1,99,35,2,96,13,3,26,1,4,86,31, 
10,5,10,8,0,20,0,54,16,1,77,17,2,100,31,3,12,0,4,54,5, 
10,5,10,7,0,34,0,87,5,1,89,13,2,36,0,3,90,19,4,100,35, 
10,5,10,7,0,20,0,87,35,1,51,10,2,100,26,3,85,14,4,74,5, 
10,5,10,8,0,38,0,40,0,1,100,23,2,54,5,3,61,10,4,61,9, 
10,5,10,9,0,48,0,91,24,1,100,18,2,32,0,3,98,21,4,32,0, 
10,5,10,9,0,17,0,91,18,1,33,6,2,78,0,3,78,5,4,100,41, 
10,5,10,9,0,29,0,41,0,1,99,15,2,97,40,3,100,22,4,84,5, 
10,5,10,9,0,21,0,29,0,1,41,0,2,69,32,3,88,6,4,100,26, 
10,5,10,9,0,26,0,100,18,1,98,39,2,18,5,3,53,5,4,18,10, 
10,5,10,9,0,19,0,53,5,1,6,0,2,68,5,3,68,0,4,100,5, 
10,5,10,8,0,48,0,100,141,1,47,23,2,99,94,3,99,48,4,34,11, 
10,5,10,9,1,28,0,19,5,1,49,12,2,100,12,3,99,16,4,98,7, 
