,,,,,Turns,,,,,,,,,,,,,,,,
10,5,10,9,0,12,0,12,0,1,66,0,2,100,0,3,10,0,4,16,0, 
10,5,10,9,0,23,0,69,0,1,98,13,2,39,0,3,100,17,4,31,0, 
10,5,10,8,0,21,0,48,3,1,100,5,2,51,28,3,96,17,4,96,13, 
10,5,10,8,0,34,0,92,21,1,95,37,2,100,21,3,54,11,4,98,51, 
10,5,10,7,0,13,0,18,5,1,100,0,2,22,0,3,56,5,4,16,0, 
10,5,10,8,0,27,0,97,28,1,100,43,2,4,0,3,99,53,4,48,14, 
10,5,10,8,0,19,0,16,0,1,90,11,2,84,5,3,100,11,4,16,0, 
10,5,10,7,0,24,0,59,5,1,78,1,2,77,10,3,10,0,4,100,20, 
10,5,10,7,0,15,0,28,20,1,66,20,2,53,4,3,67,9,4,100,10, 
10,5,10,8,0,32,0,87,5,1,51,10,2,100,35,3,77,13,4,77,15, 
10,5,10,10,0,38,0,99,19,1,100,15,2,92,25,3,99,36,4,11,0, 
10,5,10,8,0,19,0,100,11,1,53,10,2,56,4,3,15,0,4,71,5, 
10,5,10,8,0,28,0,44,12,1,100,9,2,71,5,3,38,10,4,93,38, 
10,5,10,8,0,27,0,84,11,1,70,20,2,100,22,3,91,20,4,64,5, 
10,5,10,9,0,27,0,100,5,1,92,21,2,97,38,3,55,18,4,70,9, 
10,5,10,8,0,57,0,45,23,1,100,5,2,99,27,3,45,14,4,59,10, 
10,5,10,8,0,18,0,23,0,1,100,6,2,90,16,3,60,11,4,60,3, 
10,5,10,9,0,33,0,72,7,1,9,0,2,74,28,3,100,41,4,98,52, 
10,5,10,8,0,35,0,67,2,1,64,42,2,83,20,3,100,47,4,74,14, 
10,5,10,9,0,31,0,10,4,1,61,15,2,99,65,3,100,43,4,10,0, 
10,5,10,8,0,27,0,17,1,1,32,0,2,34,11,3,100,27,4,7,0, 
10,5,10,8,0,38,0,100,18,1,65,13,2,29,7,3,98,15,4,99,15, 
10,5,10,8,0,31,0,79,20,1,27,16,2,100,29,3,51,12,4,76,13, 
10,5,10,8,0,31,0,100,21,1,37,0,2,94,24,3,87,29,4,97,30, 
10,5,10,8,0,26,0,41,0,1,77,10,2,98,25,3,66,15,4,100,9, 
10,5,10,8,0,19,0,87,10,1,100,17,2,93,5,3,72,9,4,93,17, 
10,5,10,9,0,17,0,100,22,1,61,24,2,43,22,3,58,0,4,87,20, 
10,5,10,8,0,35,0,100,38,1,99,68,2,50,9,3,99,32,4,33,7, 
10,5,10,8,0,21,0,100,29,1,68,18,2,52,15,3,68,17,4,60,25, 
10,5,10,8,0,21,0,100,11,1,68,9,2,97,31,3,80,5,4,72,11, 
10,5,10,8,0,11,0,19,0,1,100,10,2,19,0,3,25,0,4,27,7, 
10,5,10,8,0,37,0,38,10,1,100,34,2,83,5,3,31,6,4,58,21, 
10,5,10,8,0,24,0,49,5,1,54,10,2,64,5,3,100,74,4,13,5, 
10,5,10,8,0,15,0,28,0,1,26,5,2,26,0,3,26,12,4,100,10, 
10,5,10,8,0,16,0,64,0,1,16,8,2,16,5,3,100,0,4,16,5, 
10,5,10,8,0,31,0,78,10,1,46,17,2,25,0,3,73,10,4,100,26, 
10,5,10,9,0,27,0,100,12,1,26,5,2,73,1,3,98,35,4,86,7, 
10,5,10,8,0,40,0,78,35,1,100,28,2,99,20,3,99,27,4,77,31, 
10,5,10,8,0,30,0,100,22,1,89,15,2,9,0,3,99,23,4,9,5, 
10,5,10,8,0,29,0,61,0,1,100,34,2,99,33,3,49,15,4,61,33, 
10,5,10,8,0,31,0,100,92,1,31,5,2,71,10,3,72,16,4,26,0, 
10,5,10,8,0,27,0,98,35,1,14,5,2,99,5,3,58,25,4,100,11, 
10,5,10,8,0,29,0,55,7,1,57,9,2,15,0,3,55,13,4,100,35, 
10,5,10,8,0,21,0,58,24,1,44,0,2,100,15,3,28,10,4,55,0, 
10,5,10,9,0,21,0,100,5,1,5,0,2,99,15,3,76,1,4,39,15, 
10,5,10,9,0,21,0,95,22,1,99,0,2,100,6,3,61,6,4,76,6, 
10,5,10,7,1,20,0,100,5,1,57,3,2,17,0,3,45,27,4,25,17, 
10,5,10,7,0,16,0,63,0,1,51,0,2,100,12,3,11,5,4,16,1, 
10,5,10,8,0,33,0,98,40,1,99,5,2,30,5,3,52,0,4,100,10, 
10,5,10,8,0,40,0,99,13,1,17,5,2,97,8,3,100,13,4,99,23, 
10,5,10,8,0,21,0,69,10,1,100,16,2,33,1,3,46,13,4,46,0, 
10,5,10,8,0,21,0,63,13,1,38,10,2,97,21,3,39,13,4,100,18, 
10,5,10,9,0,26,0,31,15,1,98,39,2,28,5,3,100,78,4,99,29, 
10,5,10,8,0,23,0,52,18,1,52,10,2,100,36,3,96,43,4,7,0, 
10,5,10,8,1,28,0,100,41,1,93,5,2,69,23,3,58,5,4,72,5, 
10,5,10,8,0,24,0,67,10,1,100,4,2,91,24,3,94,15,4,63,15, 
10,5,10,9,0,31,0,100,11,1,89,21,2,28,0,3,57,5,4,59,8, 
10,5,10,12,0,39,0,70,20,1,100,15,2,99,35,3,76,15,4,97,22, 
10,5,10,9,0,14,0,100,12,1,40,0,2,9,0,3,15,7,4,61,0, 
10,5,10,8,0,21,0,69,5,1,44,5,2,78,10,3,69,25,4,100,20, 
10,5,10,8,0,38,0,62,9,1,40,14,2,96,20,3,48,3,4,100,5, 
10,5,10,8,0,18,0,27,10,1,100,18,2,72,18,3,65,18,4,49,6, 
10,5,10,8,0,38,0,99,10,1,98,18,2,74,10,3,74,5,4,100,5, 
10,5,10,8,0,33,0,78,4,1,87,15,2,15,0,3,100,7,4,99,45, 
10,5,10,8,0,20,0,46,8,1,50,5,2,83,35,3,45,1,4,100,15, 
10,5,10,8,0,32,0,72,7,1,71,34,2,77,21,3,53,7,4,100,24, 
10,5,10,8,0,22,0,75,33,1,91,16,2,56,5,3,100,5,4,47,14, 
10,5,10,8,0,53,0,60,17,1,98,16,2,100,34,3,98,24,4,98,10, 
10,5,10,8,0,29,0,5,0,1,32,5,2,100,27,3,32,8,4,26,8, 
10,5,10,8,0,33,0,88,15,1,100,10,2,32,5,3,39,5,4,67,12, 
10,5,10,8,0,15,0,46,5,1,77,10,2,67,5,3,46,17,4,100,0, 
10,5,10,8,0,24,0,96,38,1,55,9,2,19,0,3,100,32,4,96,58, 
10,5,10,8,0,24,0,11,5,1,47,19,2,98,56,3,100,37,4,11,0, 
10,5,10,8,0,35,0,83,7,1,41,6,2,78,3,3,100,29,4,78,29, 
10,5,10,8,0,35,0,42,6,1,98,32,2,99,37,3,100,9,4,67,21, 
10,5,10,8,0,25,0,94,9,1,80,10,2,48,0,3,48,10,4,100,25, 
10,5,10,7,0,22,0,93,15,1,100,24,2,56,22,3,70,25,4,36,20, 
10,5,10,9,0,16,0,95,47,1,29,0,2,29,0,3,100,17,4,77,38, 
10,5,10,8,0,20,0,100,8,1,28,1,2,64,5,3,24,0,4,98,5, 
10,5,10,8,0,46,0,70,6,1,100,4,2,48,9,3,70,25,4,98,23, 
10,5,10,9,0,29,0,42,12,1,52,0,2,28,8,3,40,5,4,100,31, 
10,5,10,9,0,8,0,86,8,1,100,5,2,64,10,3,46,0,4,5,5, 
10,5,10,10,0,36,0,37,13,1,97,5,2,99,47,3,97,5,4,100,4, 
10,5,10,9,0,17,0,27,19,1,100,9,2,24,5,3,17,0,4,7,0, 
10,5,10,9,0,21,0,41,0,1,86,11,2,95,32,3,97,34,4,100,29, 
10,5,10,9,0,40,0,9,0,1,100,18,2,69,33,3,73,14,4,34,2, 
10,5,10,9,0,17,0,64,5,1,40,5,2,69,0,3,44,0,4,100,5, 
10,5,10,9,0,19,0,100,6,1,84,11,2,62,4,3,56,0,4,79,5, 
10,5,10,9,0,28,0,82,0,1,100,9,2,68,5,3,99,55,4,95,15, 
10,5,10,8,0,22,0,70,15,1,83,21,2,14,0,3,100,51,4,84,11, 
10,5,10,9,0,25,0,36,0,1,100,38,2,33,12,3,39,10,4,22,6, 
10,5,10,8,0,34,0,100,17,1,98,9,2,99,10,3,75,5,4,42,10, 
10,5,10,9,0,29,0,28,5,1,100,24,2,28,5,3,64,14,4,56,12, 
10,5,10,9,0,26,0,100,17,1,99,18,2,33,5,3,31,0,4,99,12, 
10,5,10,9,0,17,0,15,0,1,27,9,2,100,29,3,52,14,4,36,15, 
10,5,10,8,0,21,0,60,5,1,13,0,2,100,23,3,21,11,4,68,17, 
10,5,10,9,0,33,0,25,15,1,100,109,2,99,83,3,86,13,4,65,5, 
10,5,10,9,0,24,0,75,20,1,77,17,2,100,23,3,24,10,4,99,44, 
10,5,10,9,0,31,0,62,6,1,40,0,2,100,56,3,98,1,4,48,0, 
10,5,10,9,0,26,0,97,51,1,100,55,2,48,0,3,99,6,4,57,5, 
10,5,10,8,0,20,0,100,26,1,21,9,2,99,31,3,3,0,4,66,17, 
10,5,10,9,0,38,0,99,11,1,100,13,2,34,0,3,90,22,4,96,29, 
10,5,10,8,0,23,0,88,6,1,44,5,2,88,34,3,56,5,4,100,21, 
10,5,10,9,0,51,0,100,30,1,78,9,2,25,0,3,64,0,4,98,16, 
10,5,10,9,0,21,0,56,10,1,99,51,2,93,26,3,68,30,4,100,25, 
10,5,10,9,0,20,0,57,5,1,50,9,2,69,5,3,100,39,4,29,5, 
10,5,10,9,0,29,0,90,8,1,98,0,2,100,11,3,82,10,4,99,53, 
10,5,10,9,0,14,0,50,8,1,69,20,2,100,17,3,66,6,4,61,1, 
10,5,10,9,0,24,0,100,2,1,52,0,2,87,10,3,70,0,4,73,40, 
10,5,10,9,0,26,0,100,5,1,57,0,2,46,0,3,33,13,4,14,5, 
10,5,10,9,0,41,0,91,14,1,87,16,2,78,14,3,98,6,4,100,5, 
10,5,10,9,0,12,0,35,10,1,88,21,2,8,0,3,100,5,4,36,0, 
10,5,10,9,0,26,0,82,33,1,55,5,2,55,12,3,100,10,4,71,10, 
10,5,10,8,0,20,0,100,6,1,55,16,2,74,22,3,26,15,4,22,0, 
10,5,10,8,0,34,0,37,0,1,98,17,2,100,3,3,37,0,4,37,0, 
10,5,10,9,0,23,0,88,34,1,71,9,2,31,0,3,11,0,4,100,5, 
10,5,10,9,0,28,0,77,8,1,100,45,2,98,88,3,94,4,4,66,19, 
10,5,10,8,0,38,0,99,18,1,70,20,2,63,3,3,100,25,4,70,15, 
10,5,10,8,0,25,0,58,15,1,55,14,2,100,10,3,28,5,4,64,9, 
10,5,10,8,0,34,0,100,26,1,73,0,2,78,9,3,78,1,4,31,1, 
10,5,10,8,0,16,0,17,0,1,61,22,2,33,15,3,52,13,4,100,20, 
10,5,10,8,0,39,0,99,63,1,74,14,2,35,5,3,100,17,4,57,2, 
10,5,10,8,0,22,0,100,6,1,58,8,2,91,13,3,83,22,4,51,0, 
10,5,10,8,0,45,0,93,5,1,99,39,2,98,23,3,67,8,4,100,16, 
10,5,10,8,0,29,0,87,33,1,99,24,2,49,20,3,87,13,4,100,10, 
10,5,10,8,0,40,0,55,10,1,88,5,2,83,8,3,100,8,4,26,5, 
10,5,10,8,0,48,0,97,19,1,29,0,2,57,4,3,85,13,4,100,0, 
10,5,10,8,0,25,0,100,38,1,96,5,2,27,8,3,55,12,4,76,0, 
10,5,10,8,0,30,0,74,23,1,33,5,2,100,24,3,70,2,4,72,24, 
10,5,10,9,0,17,0,100,0,1,8,0,2,96,14,3,8,0,4,8,0, 
10,5,10,9,0,38,0,11,5,1,100,67,2,25,5,3,36,7,4,33,12, 
10,5,10,8,0,36,0,86,12,1,25,0,2,86,9,3,100,5,4,99,20, 
10,5,10,8,0,18,0,76,17,1,75,10,2,100,18,3,95,0,4,69,2, 
10,5,10,9,0,20,0,76,2,1,39,5,2,100,0,3,12,0,4,96,20, 
10,5,10,9,0,34,0,33,8,1,97,37,2,75,3,3,100,26,4,60,2, 
10,5,10,9,0,30,0,100,47,1,80,8,2,64,18,3,50,29,4,77,30, 
10,5,10,9,0,39,0,73,8,1,79,8,2,99,4,3,21,4,4,100,4, 
10,5,10,9,0,25,0,97,31,1,96,18,2,79,15,3,69,13,4,100,5, 
10,5,10,9,0,16,0,68,10,1,28,0,2,100,14,3,3,0,4,3,0, 
10,5,10,8,0,37,0,79,6,1,100,20,2,57,9,3,47,5,4,94,5, 
10,5,10,8,0,43,0,100,10,1,76,30,2,99,26,3,81,8,4,98,11, 
10,5,10,8,0,17,0,100,26,1,52,10,2,63,15,3,50,8,4,91,0, 
10,5,10,8,0,18,0,95,44,1,34,6,2,100,16,3,72,0,4,97,15, 
10,5,10,8,0,23,0,99,17,1,100,49,2,96,32,3,71,33,4,22,5, 
10,5,10,9,0,37,0,34,5,1,59,1,2,84,45,3,100,18,4,65,10, 
10,5,10,9,0,30,0,83,6,1,56,8,2,100,44,3,54,0,4,98,0, 
10,5,10,9,0,40,0,99,19,1,27,0,2,69,5,3,100,10,4,77,5, 
10,5,10,9,0,26,0,100,14,1,70,12,2,99,0,3,37,5,4,51,9, 
10,5,10,9,0,31,0,99,20,1,100,0,2,92,24,3,25,10,4,71,40, 
10,5,10,9,0,28,0,8,0,1,19,0,2,99,23,3,100,24,4,33,10, 
10,5,10,9,0,20,0,100,16,1,13,0,2,31,13,3,39,0,4,59,38, 
10,5,10,9,0,25,0,41,22,1,100,29,2,59,5,3,43,18,4,66,34, 
10,5,10,10,0,16,0,58,0,1,100,8,2,15,0,3,23,5,4,59,0, 
10,5,10,9,0,33,0,7,0,1,7,0,2,96,22,3,100,0,4,98,23, 
10,5,10,8,0,22,0,38,5,1,100,5,2,33,0,3,12,0,4,40,6, 
10,5,10,8,0,39,0,41,0,1,42,5,2,100,10,3,68,16,4,98,14, 
10,5,10,8,0,36,0,100,23,1,80,8,2,90,14,3,77,20,4,75,20, 
10,5,10,8,0,19,0,34,0,1,84,34,2,100,10,3,68,19,4,99,5, 
10,5,10,8,0,34,0,85,0,1,99,5,2,84,2,3,100,19,4,91,25, 
10,5,10,8,0,18,0,100,36,1,53,11,2,25,0,3,53,5,4,34,5, 
10,5,10,8,0,34,0,68,7,1,100,4,2,68,5,3,98,54,4,68,0, 
10,5,10,8,0,27,0,100,30,1,59,0,2,8,0,3,96,10,4,36,5, 
10,5,10,8,0,31,0,99,75,1,66,57,2,84,20,3,100,20,4,99,45, 
10,5,10,13,0,31,0,83,12,1,76,15,2,100,19,3,90,21,4,43,15, 
10,5,10,8,0,29,0,98,15,1,51,0,2,29,9,3,48,0,4,100,15, 
10,5,10,8,0,34,0,99,21,1,100,19,2,11,0,3,94,0,4,71,5, 
10,5,10,7,0,28,0,99,68,1,100,29,2,97,8,3,54,10,4,51,5, 
10,5,10,8,1,17,0,87,4,1,86,0,2,40,5,3,100,5,4,30,0, 
10,5,10,8,0,27,0,100,33,1,99,30,2,67,9,3,12,0,4,52,2, 
10,5,10,8,0,23,0,4,0,1,100,18,2,47,25,3,84,5,4,65,24, 
10,5,10,8,0,51,0,99,12,1,55,14,2,99,14,3,100,15,4,98,24, 
10,5,10,8,0,28,0,76,11,1,99,70,2,10,0,3,100,35,4,97,32, 
10,5,10,8,0,20,0,72,18,1,100,21,2,20,0,3,35,5,4,20,0, 
10,5,10,8,0,22,0,74,0,1,58,0,2,84,4,3,100,53,4,39,5, 
10,5,10,8,0,25,0,17,18,1,50,2,2,100,19,3,99,35,4,98,18, 
10,5,10,8,0,50,0,100,10,1,58,5,2,93,25,3,74,0,4,33,0, 
10,5,10,8,0,43,0,98,7,1,98,13,2,99,30,3,83,23,4,100,29, 
10,5,10,8,0,22,0,87,13,1,71,2,2,90,12,3,100,10,4,69,19, 
10,5,10,8,0,39,0,100,31,1,99,25,2,58,9,3,49,0,4,82,10, 
10,5,10,9,0,25,0,85,37,1,31,2,2,100,28,3,76,29,4,31,0, 
10,5,10,8,0,24,0,99,45,1,64,17,2,95,14,3,16,13,4,100,38, 
10,5,10,8,0,38,0,50,16,1,80,5,2,82,18,3,59,10,4,100,5, 
10,5,10,8,1,23,0,100,37,1,34,15,2,34,6,3,89,22,4,92,36, 
10,5,10,8,0,26,0,93,29,1,66,15,2,100,1,3,96,5,4,99,76, 
10,5,10,8,0,19,0,21,0,1,74,31,2,60,25,3,100,5,4,96,34, 
10,5,10,8,0,24,0,98,54,1,66,19,2,100,43,3,42,12,4,11,0, 
10,5,10,8,0,16,0,100,15,1,59,5,2,54,16,3,39,21,4,52,19, 
10,5,10,9,0,21,0,99,15,1,89,21,2,99,10,3,100,23,4,8,0, 
10,5,10,8,0,23,0,44,5,1,47,1,2,43,1,3,100,20,4,65,0, 
10,5,10,8,0,30,0,100,40,1,89,23,2,72,19,3,59,10,4,99,10, 
10,5,10,8,0,22,0,95,12,1,100,18,2,26,0,3,13,5,4,99,5, 
10,5,10,8,0,19,0,100,55,1,76,16,2,23,10,3,58,7,4,86,12, 
10,5,10,9,0,34,0,81,20,1,100,38,2,99,5,3,76,10,4,79,7, 
10,5,10,8,0,28,0,52,29,1,96,13,2,100,24,3,98,29,4,62,5, 
10,5,10,9,1,23,0,60,6,1,19,12,2,36,5,3,21,5,4,100,30, 
10,5,10,9,0,26,0,88,54,1,99,47,2,93,28,3,41,24,4,100,30, 
10,5,10,8,0,16,0,100,5,1,40,5,2,54,19,3,19,2,4,48,5, 
10,5,10,9,0,23,0,78,9,1,100,49,2,15,0,3,41,0,4,99,12, 
10,5,10,8,0,21,0,100,14,1,97,10,2,92,7,3,87,17,4,76,5, 
10,5,10,8,1,20,0,66,24,1,12,0,2,100,27,3,12,8,4,99,9, 
10,5,10,8,0,25,0,46,5,1,83,23,2,100,13,3,51,5,4,75,10, 
10,5,10,8,0,18,0,37,0,1,100,35,2,10,0,3,46,12,4,90,23, 
10,5,10,8,1,26,0,99,3,1,100,0,2,46,5,3,22,5,4,87,24, 
10,5,10,8,0,37,0,44,17,1,100,19,2,9,0,3,44,16,4,23,0, 
10,5,10,8,0,36,0,99,96,1,100,19,2,29,6,3,98,11,4,82,1, 
10,5,10,9,0,23,0,71,5,1,31,10,2,100,12,3,41,9,4,13,0, 
10,5,10,8,0,22,0,99,10,1,100,6,2,9,0,3,96,12,4,99,40, 
10,5,10,9,0,29,0,18,0,1,100,71,2,52,21,3,54,5,4,89,5, 
10,5,10,7,0,25,0,64,7,1,99,63,2,89,30,3,19,5,4,100,21, 
10,5,10,8,0,22,0,99,59,1,77,17,2,89,9,3,100,20,4,98,29, 
10,5,10,8,0,31,0,75,5,1,100,15,2,99,19,3,75,14,4,37,0, 
10,5,10,9,0,17,0,67,15,1,96,0,2,67,19,3,46,17,4,100,25, 
10,5,10,9,0,14,0,79,9,1,40,5,2,35,16,3,100,17,4,26,18, 
10,5,10,8,0,12,0,44,10,1,100,5,2,68,10,3,67,12,4,42,5, 
10,5,10,8,0,21,0,67,5,1,66,0,2,100,25,3,88,8,4,31,15, 
10,5,10,8,0,28,0,50,0,1,100,6,2,95,15,3,75,20,4,99,17, 
10,5,10,9,0,21,0,52,9,1,58,9,2,100,29,3,17,8,4,42,0, 
10,5,10,8,0,18,0,78,0,1,100,52,2,87,11,3,81,12,4,42,0, 
10,5,10,8,0,22,0,100,11,1,64,30,2,54,10,3,85,15,4,15,0, 
10,5,10,7,0,24,0,98,35,1,72,15,2,100,40,3,25,0,4,83,0, 
10,5,10,8,0,23,0,23,0,1,100,5,2,23,1,3,55,7,4,99,9, 
10,5,10,7,0,37,0,99,2,1,69,11,2,86,25,3,96,47,4,100,41, 
10,5,10,8,0,21,0,40,0,1,55,9,2,96,31,3,84,25,4,100,5, 
10,5,10,8,0,37,0,20,0,1,17,0,2,48,5,3,100,18,4,6,0, 
10,5,10,8,0,40,0,91,36,1,100,27,2,94,34,3,30,2,4,70,25, 
10,5,10,9,0,22,0,96,33,1,100,26,2,42,4,3,59,0,4,99,16, 
10,5,10,8,0,17,0,29,9,1,100,32,2,67,7,3,33,0,4,13,0, 
10,5,10,9,0,34,0,77,10,1,80,18,2,62,10,3,100,43,4,95,26, 
10,5,10,8,0,21,0,64,14,1,100,10,2,95,15,3,51,10,4,14,0, 
10,5,10,8,1,24,0,22,4,1,52,1,2,52,0,3,75,7,4,100,9, 
10,5,10,9,0,28,0,75,17,1,99,19,2,63,22,3,75,21,4,100,10, 
10,5,10,8,0,21,0,99,12,1,100,44,2,75,7,3,34,19,4,8,0, 
10,5,10,8,0,22,0,30,13,1,66,0,2,28,0,3,100,29,4,50,9, 
10,5,10,7,0,37,0,90,14,1,55,5,2,100,14,3,55,26,4,7,0, 
10,5,10,8,0,20,0,96,11,1,72,16,2,53,16,3,95,1,4,100,5, 
10,5,10,8,0,32,0,70,14,1,70,14,2,100,32,3,89,12,4,51,0, 
10,5,10,8,0,15,0,62,10,1,62,8,2,68,3,3,100,6,4,17,0, 
10,5,10,8,0,32,0,79,10,1,100,5,2,97,27,3,44,9,4,60,13, 
10,5,10,8,0,19,0,100,21,1,58,0,2,70,13,3,66,19,4,98,1, 
10,5,10,9,0,28,0,100,43,1,95,5,2,12,7,3,44,3,4,30,0, 
10,5,10,7,0,52,0,70,9,1,46,7,2,34,6,3,34,5,4,100,24, 
10,5,10,8,0,40,0,100,25,1,65,3,2,83,23,3,88,39,4,85,28, 
10,5,10,13,0,24,0,78,15,1,74,5,2,87,24,3,55,10,4,100,15, 
10,5,10,8,0,38,0,100,20,1,67,23,2,54,5,3,71,11,4,54,23, 
10,5,10,8,0,30,0,94,10,1,80,10,2,99,36,3,58,27,4,100,38, 
10,5,10,8,0,23,0,57,17,1,92,15,2,100,14,3,76,27,4,68,12, 
10,5,10,8,0,19,0,43,10,1,45,6,2,69,26,3,99,25,4,100,25, 
10,5,10,8,0,36,0,100,0,1,42,5,2,88,5,3,44,0,4,44,0, 
10,5,10,9,0,34,0,95,25,1,100,20,2,33,10,3,68,0,4,99,8, 
10,5,10,9,0,21,0,70,4,1,100,36,2,30,13,3,24,12,4,30,0, 
10,5,10,9,0,27,0,100,13,1,73,16,2,31,8,3,73,10,4,45,1, 
10,5,10,8,1,39,0,78,5,1,78,19,2,97,23,3,100,27,4,78,10, 
10,5,10,9,0,17,0,96,29,1,60,6,2,100,25,3,41,5,4,41,0, 
10,5,10,9,0,29,0,55,5,1,76,5,2,10,0,3,10,5,4,100,77, 
10,5,10,8,0,25,0,100,5,1,99,19,2,79,33,3,37,16,4,65,22, 
10,5,10,9,0,24,0,25,1,1,100,25,2,81,5,3,16,0,4,96,0, 
10,5,10,7,0,28,0,63,20,1,40,0,2,97,29,3,35,19,4,100,28, 
10,5,10,8,0,31,0,52,0,1,99,16,2,100,23,3,37,11,4,71,13, 
10,5,10,8,0,28,0,63,0,1,44,0,2,100,7,3,6,0,4,71,0, 
10,5,10,8,0,13,0,32,0,1,100,19,2,3,0,3,5,0,4,3,0, 
10,5,10,8,0,31,0,80,20,1,41,5,2,99,5,3,100,10,4,62,3, 
10,5,10,8,0,22,0,47,0,1,47,10,2,30,5,3,98,38,4,100,15, 
10,5,10,9,0,22,0,19,8,1,100,15,2,27,5,3,48,10,4,30,0, 
10,5,10,8,0,30,0,60,0,1,99,88,2,60,9,3,100,39,4,60,0, 
10,5,10,8,0,20,0,14,0,1,8,0,2,19,0,3,23,0,4,100,5, 
10,5,10,8,0,35,0,47,11,1,100,64,2,47,16,3,94,31,4,47,13, 
10,5,10,8,0,17,0,100,39,1,15,5,2,17,0,3,12,5,4,61,20, 
10,5,10,8,0,31,0,37,3,1,73,10,2,99,21,3,100,43,4,83,0, 
10,5,10,8,0,28,0,100,16,1,88,13,2,16,0,3,84,22,4,97,20, 
10,5,10,8,0,21,0,62,6,1,100,9,2,92,41,3,8,0,4,55,15, 
10,5,10,8,0,32,0,100,12,1,96,26,2,62,0,3,69,7,4,62,15, 
10,5,10,8,0,27,0,100,11,1,99,5,2,74,5,3,52,6,4,97,22, 
10,5,10,8,0,24,0,30,7,1,99,82,2,100,35,3,45,0,4,14,3, 
10,5,10,6,1,27,0,84,6,1,49,0,2,69,10,3,91,25,4,100,32, 
10,5,10,9,0,12,0,49,8,1,75,5,2,100,5,3,52,5,4,42,8, 
10,5,10,8,0,22,0,35,0,1,95,8,2,45,0,3,100,11,4,99,24, 
10,5,10,9,0,34,0,54,5,1,100,0,2,67,0,3,61,26,4,93,10, 
10,5,10,7,0,34,0,93,28,1,100,7,2,51,22,3,99,27,4,82,28, 
10,5,10,8,0,35,0,100,66,1,70,0,2,60,15,3,64,20,4,14,0, 
10,5,10,7,0,14,0,100,10,1,16,0,2,99,5,3,4,0,4,13,0, 
10,5,10,8,0,20,0,96,26,1,100,20,2,18,5,3,18,0,4,60,18, 
10,5,10,9,0,21,0,26,0,1,61,0,2,100,9,3,19,0,4,51,5, 
10,5,10,8,0,22,0,40,13,1,100,45,2,30,13,3,99,18,4,98,58, 
10,5,10,8,0,27,0,100,36,1,89,12,2,74,0,3,74,0,4,74,20, 
10,5,10,22,0,12,0,20,4,1,75,13,2,100,10,3,20,5,4,9,5, 
10,5,10,8,0,10,0,27,9,1,41,28,2,51,4,3,100,12,4,60,29, 
10,5,10,8,0,24,0,65,16,1,50,18,2,65,11,3,81,16,4,100,38, 
10,5,10,9,0,29,0,70,0,1,63,0,2,50,18,3,41,10,4,100,10, 
10,5,10,8,0,48,0,86,9,1,46,10,2,100,19,3,29,15,4,99,25, 
10,5,10,8,0,26,0,99,26,1,91,21,2,24,15,3,100,23,4,99,12, 
10,5,10,9,0,30,0,87,30,1,30,12,2,85,31,3,78,13,4,100,37, 
10,5,10,8,0,23,0,28,0,1,20,5,2,98,7,3,100,10,4,69,5, 
10,5,10,8,0,28,0,100,30,1,98,28,2,76,21,3,10,0,4,81,25, 
10,5,10,8,0,19,0,43,10,1,99,10,2,100,27,3,10,0,4,88,10, 
10,5,10,8,0,31,0,24,5,1,78,8,2,88,14,3,78,17,4,100,5, 
10,5,10,9,0,29,0,100,20,1,17,0,2,78,15,3,65,7,4,49,12, 
10,5,10,9,0,31,0,65,15,1,22,0,2,100,10,3,65,18,4,9,5, 
10,5,10,9,0,40,0,75,8,1,82,11,2,99,39,3,100,12,4,91,15, 
10,5,10,8,0,40,0,51,1,1,100,36,2,90,10,3,38,0,4,10,2, 
10,5,10,8,0,12,0,100,20,1,7,0,2,20,0,3,65,0,4,84,27, 
10,5,10,8,0,19,0,100,19,1,2,0,2,25,6,3,12,5,4,67,0, 
10,5,10,8,0,21,0,17,7,1,4,1,2,35,5,3,100,24,4,33,0, 
10,5,10,9,0,37,0,77,2,1,77,10,2,77,19,3,100,35,4,86,5, 
10,5,10,9,0,24,0,65,18,1,54,11,2,100,14,3,25,7,4,9,0, 
10,5,10,8,0,25,0,2,0,1,94,26,2,100,52,3,99,18,4,99,58, 
10,5,10,9,0,25,0,50,27,1,99,28,2,97,0,3,100,42,4,27,20, 
10,5,10,9,0,34,0,56,16,1,100,15,2,56,5,3,11,0,4,80,5, 
10,5,10,8,0,31,0,99,48,1,100,41,2,7,0,3,45,0,4,96,36, 
10,5,10,8,0,16,0,24,0,1,14,4,2,14,0,3,88,0,4,100,0, 
10,5,10,8,0,25,0,19,0,1,76,0,2,99,16,3,100,5,4,56,12, 
10,5,10,8,0,40,0,99,10,1,100,44,2,99,27,3,8,0,4,73,17, 
10,5,10,8,0,15,0,100,25,1,54,0,2,54,1,3,34,0,4,54,0, 
10,5,10,8,0,25,0,100,34,1,52,45,2,78,24,3,80,22,4,78,37, 
10,5,10,8,0,27,0,64,5,1,96,37,2,25,9,3,100,0,4,25,8, 
10,5,10,9,0,19,0,76,12,1,51,3,2,92,40,3,37,9,4,100,16, 
10,5,10,9,0,37,0,85,12,1,98,19,2,100,23,3,99,73,4,72,23, 
10,5,10,9,0,23,0,44,3,1,100,12,2,75,17,3,4,0,4,8,0, 
