,,,,,Turns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,47,0,76,10,1,88,21,2,100,26,3,80,19,4,66,21, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,36,0,58,18,1,94,21,2,100,17,3,55,26,4,42,21, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,45,0,70,13,1,70,8,2,70,4,3,43,12,4,100,5, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,64,0,66,32,1,100,19,2,78,48,3,78,32,4,72,21, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,38,0,73,13,1,90,22,2,29,1,3,100,24,4,26,1, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,49,0,50,6,1,87,15,2,100,31,3,60,13,4,92,19, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,50,0,97,57,1,85,37,2,63,19,3,100,29,4,63,21, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,42,0,100,38,1,76,39,2,62,29,3,61,14,4,85,37, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,38,0,83,12,1,32,0,2,100,23,3,48,4,4,42,3, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,48,0,63,27,1,99,27,2,100,41,3,91,40,4,63,50, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,32,0,100,14,1,83,12,2,65,16,3,63,10,4,80,1, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,43,0,92,4,1,100,12,2,51,23,3,50,27,4,74,15, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,46,0,85,23,1,80,23,2,61,13,3,100,25,4,66,18, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,46,0,95,27,1,80,33,2,100,13,3,71,20,4,73,37, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,38,0,100,36,1,93,27,2,75,33,3,42,0,4,79,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,29,0,56,14,1,43,12,2,27,0,3,54,9,4,100,23, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,60,0,100,27,1,75,41,2,58,8,3,77,21,4,78,9, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,36,0,99,25,1,86,24,2,97,13,3,75,7,4,100,0, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,55,0,90,35,1,97,25,2,100,38,3,96,36,4,78,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,43,0,100,25,1,98,30,2,84,13,3,81,17,4,95,32, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,44,0,85,9,1,100,10,2,88,15,3,41,21,4,88,21, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,54,0,100,47,1,99,39,2,88,36,3,46,41,4,43,29, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,50,0,87,22,1,99,34,2,99,25,3,99,37,4,100,48, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,36,0,80,40,1,83,41,2,69,26,3,100,23,4,63,18, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,35,0,63,13,1,38,15,2,56,5,3,64,5,4,100,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,36,0,48,3,1,100,8,2,44,7,3,60,7,4,72,25, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,49,0,83,38,1,49,40,2,52,17,3,83,30,4,100,50, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,43,0,39,32,1,85,39,2,100,32,3,72,40,4,94,33, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,42,0,94,10,1,96,32,2,100,22,3,62,0,4,56,14, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,49,0,99,56,1,100,36,2,93,37,3,91,21,4,67,47, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,46,0,81,23,1,100,38,2,65,10,3,61,11,4,80,15, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,40,0,60,5,1,66,0,2,97,28,3,74,7,4,100,17, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,54,0,99,33,1,99,40,2,99,56,3,100,49,4,87,23, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,52,0,92,11,1,85,5,2,95,7,3,92,6,4,100,28, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,40,0,30,11,1,69,21,2,100,9,3,30,12,4,69,25, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,38,0,73,19,1,100,20,2,58,5,3,85,14,4,70,22, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,47,0,84,9,1,89,22,2,64,26,3,91,22,4,100,30, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,31,0,96,21,1,72,10,2,75,10,3,100,22,4,46,3, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,50,0,100,21,1,64,24,2,68,21,3,86,30,4,66,21, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,12,0,32,0,52,4,1,65,17,2,32,14,3,100,7,4,92,15, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,44,0,97,15,1,100,51,2,71,30,3,98,36,4,88,36, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,43,0,100,46,1,51,28,2,40,5,3,91,51,4,47,14, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,46,0,98,42,1,92,11,2,91,30,3,83,19,4,100,17, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,42,0,77,27,1,83,24,2,90,34,3,100,37,4,68,34, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,39,0,73,28,1,100,25,2,82,23,3,64,24,4,72,26, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,35,0,62,15,1,86,18,2,93,17,3,46,24,4,100,15, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,40,0,68,16,1,81,19,2,76,15,3,100,31,4,83,34, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,49,0,100,26,1,48,10,2,82,31,3,97,17,4,98,36, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,45,0,80,16,1,54,9,2,74,24,3,100,24,4,97,18, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,45,0,31,30,1,93,46,2,49,28,3,100,35,4,96,32, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,41,0,50,11,1,59,23,2,74,31,3,63,14,4,100,24, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,39,0,65,22,1,55,17,2,100,24,3,59,12,4,19,5, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,47,0,85,20,1,77,24,2,61,17,3,100,34,4,64,37, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,42,0,58,36,1,72,32,2,48,29,3,100,18,4,72,29, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,44,0,25,15,1,94,31,2,48,26,3,69,16,4,100,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,43,0,73,24,1,87,40,2,87,31,3,90,28,4,100,45, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,36,0,100,14,1,74,10,2,73,13,3,63,19,4,75,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,53,0,92,48,1,63,39,2,78,22,3,100,27,4,63,17, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,55,0,100,19,1,55,41,2,84,54,3,60,27,4,57,27, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,40,0,88,34,1,100,27,2,28,0,3,23,0,4,65,17, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,83,0,100,29,1,85,18,2,90,20,3,65,22,4,91,17, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,28,0,100,29,1,35,44,2,58,29,3,51,43,4,87,19, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,43,0,91,18,1,50,18,2,54,7,3,100,26,4,23,10, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,42,0,56,5,1,84,21,2,83,10,3,100,24,4,72,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,39,0,76,8,1,73,21,2,100,20,3,49,9,4,30,2, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,37,0,79,24,1,100,45,2,98,32,3,49,23,4,62,5, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,49,0,80,12,1,78,29,2,100,32,3,75,12,4,74,17, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,35,0,57,8,1,42,5,2,42,11,3,54,8,4,100,45, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,47,0,64,17,1,75,33,2,81,17,3,94,23,4,100,25, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,47,0,67,18,1,94,21,2,100,22,3,91,27,4,95,21, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,48,0,100,18,1,87,48,2,91,10,3,76,20,4,68,19, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,46,0,60,27,1,75,22,2,100,14,3,87,32,4,99,21, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,40,0,59,27,1,69,22,2,57,20,3,100,33,4,45,10, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,41,0,71,22,1,56,45,2,72,29,3,42,15,4,100,32, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,37,0,84,22,1,31,5,2,100,41,3,42,9,4,88,33, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,47,0,93,21,1,100,11,2,99,26,3,87,2,4,68,5, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,40,0,99,13,1,74,14,2,57,32,3,100,30,4,64,21, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,38,0,100,9,1,76,29,2,63,37,3,68,11,4,55,25, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,41,0,53,9,1,100,41,2,62,15,3,94,15,4,90,28, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,34,0,30,9,1,70,8,2,71,10,3,99,69,4,100,15, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,36,0,59,28,1,59,26,2,100,23,3,93,24,4,72,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,49,0,100,20,1,70,12,2,54,9,3,59,8,4,52,12, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,50,0,67,30,1,73,15,2,50,52,3,100,46,4,78,30, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,39,0,78,27,1,78,9,2,100,48,3,77,30,4,58,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,55,0,88,24,1,100,39,2,78,16,3,63,13,4,61,15, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,44,0,70,17,1,96,26,2,70,10,3,100,28,4,43,16, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,45,0,100,19,1,54,12,2,99,17,3,51,14,4,95,17, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,43,0,82,13,1,57,14,2,79,18,3,77,17,4,100,26, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,43,0,55,11,1,32,11,2,64,10,3,100,24,4,55,8, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,1,57,0,77,31,1,100,29,2,95,31,3,73,34,4,89,14, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,37,0,22,33,1,99,21,2,100,36,3,74,13,4,79,23, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,39,0,83,8,1,100,26,2,81,20,3,74,28,4,37,7, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,44,0,84,19,1,69,8,2,47,5,3,84,28,4,100,39, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,32,0,86,19,1,49,5,2,100,17,3,75,5,4,60,8, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,37,0,53,12,1,53,8,2,53,13,3,100,14,4,95,29, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,45,0,55,18,1,39,20,2,100,30,3,42,11,4,73,28, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,36,0,49,11,1,82,19,2,95,18,3,55,16,4,100,8, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,64,0,97,46,1,100,42,2,72,36,3,87,27,4,99,32, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,46,0,100,33,1,57,25,2,77,34,3,90,37,4,68,26, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,42,0,58,16,1,48,23,2,100,39,3,74,31,4,86,41, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,44,0,82,16,1,89,29,2,99,29,3,90,16,4,100,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,44,0,100,42,1,95,12,2,87,27,3,85,27,4,78,30, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,1,39,0,100,12,1,92,9,2,80,0,3,45,3,4,92,16, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,50,0,85,14,1,98,30,2,54,19,3,59,2,4,100,32, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,53,0,64,12,1,99,5,2,88,27,3,78,10,4,100,17, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,49,0,81,51,1,78,50,2,100,33,3,89,38,4,86,53, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,23,0,74,20,1,12,0,2,41,11,3,100,3,4,72,6, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,42,0,73,35,1,100,66,2,32,0,3,80,36,4,77,57, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,46,0,100,32,1,73,13,2,69,25,3,68,10,4,83,22, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,43,0,90,6,1,100,21,2,63,13,3,72,18,4,63,15, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,50,0,100,11,1,90,13,2,75,11,3,97,17,4,72,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,34,0,98,29,1,51,21,2,100,21,3,66,7,4,88,26, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,43,0,34,0,1,92,37,2,100,29,3,69,14,4,98,38, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,43,0,76,51,1,82,32,2,62,36,3,75,19,4,100,16, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,41,0,100,31,1,76,31,2,95,14,3,47,9,4,74,15, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,52,0,97,14,1,100,19,2,85,11,3,89,17,4,77,9, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,57,0,100,29,1,89,16,2,98,44,3,81,11,4,72,9, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,33,0,100,19,1,49,16,2,89,12,3,45,27,4,59,15, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,57,0,95,26,1,68,24,2,88,31,3,81,27,4,100,32, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,41,0,77,29,1,81,28,2,100,23,3,92,12,4,99,17, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,42,0,98,19,1,47,10,2,100,10,3,53,15,4,99,5, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,36,0,54,10,1,100,14,2,58,32,3,81,18,4,89,49, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,30,0,70,21,1,70,27,2,64,31,3,65,18,4,100,30, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,37,0,65,15,1,61,11,2,80,13,3,100,27,4,65,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,43,0,88,8,1,64,11,2,78,6,3,100,17,4,74,28, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,44,0,79,32,1,73,19,2,100,27,3,97,32,4,90,28, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,36,0,93,22,1,99,19,2,100,9,3,78,21,4,54,5, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,51,0,84,29,1,98,26,2,88,24,3,94,27,4,100,38, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,41,0,84,36,1,98,19,2,83,5,3,100,24,4,95,14, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,56,0,99,30,1,77,25,2,99,39,3,100,29,4,83,31, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,37,0,55,21,1,100,25,2,90,26,3,69,12,4,39,12, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,54,0,93,33,1,85,26,2,100,21,3,70,19,4,59,10, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,49,0,65,20,1,98,37,2,100,16,3,84,30,4,99,38, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,39,0,39,14,1,92,29,2,100,12,3,84,27,4,81,25, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,43,0,76,31,1,100,20,2,84,19,3,92,21,4,74,25, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,30,0,64,12,1,100,28,2,51,8,3,59,7,4,83,17, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,53,0,74,47,1,49,9,2,100,40,3,50,27,4,92,43, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,49,0,67,40,1,46,10,2,50,44,3,100,30,4,79,9, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,58,0,78,46,1,78,32,2,34,48,3,84,25,4,100,4, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,39,0,49,19,1,81,22,2,68,41,3,100,31,4,81,33, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,40,0,100,23,1,90,20,2,83,24,3,99,23,4,75,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,60,0,74,36,1,74,57,2,100,28,3,96,38,4,93,66, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,49,0,100,40,1,87,30,2,61,12,3,79,14,4,79,16, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,48,0,83,12,1,76,20,2,57,15,3,100,21,4,88,27, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,50,0,100,45,1,85,46,2,85,38,3,91,33,4,85,28, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,52,0,100,18,1,84,15,2,84,7,3,84,6,4,89,8, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,53,0,83,20,1,99,38,2,100,70,3,77,15,4,90,5, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,61,0,91,10,1,66,9,2,90,38,3,100,11,4,96,10, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,42,0,100,50,1,90,15,2,76,23,3,59,6,4,47,21, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,34,0,100,22,1,76,4,2,24,10,3,85,18,4,51,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,38,0,61,25,1,67,20,2,70,9,3,31,19,4,100,15, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,36,0,80,8,1,72,22,2,37,13,3,100,41,4,52,11, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,53,0,97,33,1,96,18,2,100,58,3,61,19,4,59,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,35,0,72,8,1,62,28,2,16,2,3,19,15,4,100,5, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,51,0,100,24,1,64,17,2,73,24,3,87,20,4,41,5, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,35,0,100,35,1,64,18,2,90,12,3,73,43,4,67,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,42,0,10,26,1,23,14,2,34,25,3,53,18,4,100,26, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,36,0,53,6,1,100,26,2,85,23,3,38,5,4,72,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,40,0,61,3,1,99,32,2,96,30,3,100,15,4,58,23, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,49,0,100,13,1,74,0,2,57,8,3,38,9,4,98,47, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,37,0,100,37,1,11,0,2,81,12,3,85,16,4,33,1, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,35,0,55,14,1,86,10,2,100,16,3,89,16,4,85,7, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,36,0,74,19,1,100,39,2,43,17,3,57,24,4,35,2, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,35,0,100,24,1,66,6,2,83,19,3,89,10,4,17,6, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,41,0,80,12,1,64,26,2,100,22,3,64,42,4,57,29, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,40,0,73,17,1,68,22,2,100,23,3,74,20,4,12,4, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,45,0,85,35,1,98,37,2,88,30,3,100,15,4,83,27, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,37,0,99,44,1,100,38,2,86,4,3,70,21,4,88,35, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,45,0,55,15,1,87,35,2,73,10,3,100,16,4,90,29, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,42,0,100,25,1,87,3,2,83,20,3,62,18,4,81,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,44,0,84,23,1,69,16,2,87,21,3,100,13,4,39,11, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,38,0,100,22,1,74,14,2,64,10,3,71,24,4,81,18, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,35,0,74,11,1,100,13,2,71,34,3,80,13,4,77,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,39,0,86,38,1,100,30,2,50,21,3,62,32,4,37,16, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,50,0,78,12,1,51,19,2,63,15,3,86,16,4,100,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,53,0,82,17,1,44,17,2,100,34,3,95,34,4,47,29, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,40,0,57,12,1,91,25,2,79,11,3,100,49,4,97,19, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,36,0,100,7,1,60,18,2,40,8,3,48,6,4,67,24, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,51,0,88,33,1,55,8,2,88,39,3,55,16,4,100,15, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,43,0,73,35,1,77,15,2,91,43,3,100,31,4,98,14, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,44,0,64,8,1,94,18,2,100,18,3,89,14,4,83,30, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,31,0,90,20,1,50,33,2,51,24,3,100,24,4,48,19, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,36,0,54,1,1,100,32,2,58,20,3,91,10,4,56,19, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,37,0,63,10,1,61,34,2,100,35,3,91,13,4,99,25, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,38,0,73,30,1,61,20,2,100,36,3,86,20,4,79,24, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,44,0,98,28,1,100,29,2,51,3,3,80,16,4,71,19, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,52,0,99,16,1,68,33,2,60,18,3,100,34,4,93,24, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,30,0,70,15,1,24,5,2,35,10,3,100,18,4,22,5, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,37,0,71,14,1,62,26,2,100,38,3,72,19,4,46,10, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,46,0,91,20,1,85,32,2,99,27,3,70,19,4,100,35, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,51,0,93,36,1,93,22,2,96,24,3,93,18,4,100,5, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,34,0,45,19,1,67,23,2,86,29,3,85,8,4,100,23, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,64,0,100,18,1,85,28,2,64,5,3,99,19,4,85,50, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,47,0,100,17,1,90,21,2,58,13,3,82,23,4,79,34, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,49,0,51,15,1,73,15,2,51,15,3,73,5,4,100,10, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,44,0,54,38,1,50,38,2,100,26,3,56,13,4,59,25, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,48,0,67,18,1,56,15,2,77,11,3,96,18,4,100,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,52,0,86,36,1,98,31,2,87,31,3,89,19,4,100,40, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,49,0,72,25,1,95,39,2,77,25,3,79,41,4,100,41, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,37,0,100,21,1,96,34,2,76,13,3,61,17,4,72,0, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,53,0,57,41,1,96,69,2,68,59,3,100,39,4,91,37, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,51,0,83,54,1,80,42,2,94,60,3,74,17,4,100,29, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,38,0,100,33,1,94,50,2,42,25,3,71,58,4,65,39, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,35,0,59,7,1,46,8,2,58,22,3,38,6,4,100,32, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,41,0,67,13,1,46,4,2,51,18,3,100,23,4,77,14, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,31,0,56,10,1,85,26,2,100,15,3,78,17,4,99,28, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,47,0,81,8,1,71,15,2,86,12,3,92,12,4,100,22, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,52,0,74,37,1,54,37,2,21,34,3,36,27,4,100,29, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,41,0,100,53,1,69,22,2,76,40,3,99,35,4,93,33, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,46,0,99,24,1,78,10,2,68,18,3,100,21,4,84,10, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,38,0,68,18,1,91,45,2,81,26,3,100,22,4,82,16, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,40,0,66,33,1,40,24,2,74,10,3,100,27,4,90,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,65,0,100,39,1,90,9,2,86,22,3,88,7,4,86,24, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,47,0,42,18,1,90,29,2,74,22,3,100,11,4,74,32, ,,,,,,,,,,,,,,,,,,,,,
