,,,,,Turns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,36,0,58,35,1,91,7,2,96,6,3,64,25,4,100,9, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,39,0,75,14,1,80,14,2,100,14,3,89,7,4,49,16, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,1,65,0,99,40,1,100,15,2,94,25,3,85,8,4,98,25, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,46,0,100,57,1,87,21,2,99,40,3,93,54,4,61,27, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,35,0,56,22,1,87,12,2,89,23,3,63,27,4,100,9, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,40,0,84,43,1,73,24,2,100,22,3,52,0,4,99,38, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,45,0,46,12,1,100,28,2,80,17,3,69,30,4,61,27, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,35,0,66,16,1,46,5,2,53,10,3,100,36,4,53,9, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,39,0,91,29,1,100,16,2,63,22,3,50,14,4,70,15, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,40,0,64,26,1,71,23,2,100,23,3,11,10,4,78,41, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,30,0,86,19,1,79,18,2,70,27,3,100,15,4,63,24, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,39,0,56,26,1,62,7,2,100,2,3,85,11,4,74,11, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,55,0,83,0,1,100,21,2,67,10,3,90,31,4,93,36, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,53,0,97,25,1,98,41,2,100,36,3,99,34,4,78,31, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,36,0,62,9,1,100,5,2,99,2,3,61,12,4,70,0, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,41,0,98,34,1,64,15,2,100,20,3,70,10,4,61,15, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,49,0,60,28,1,88,25,2,100,28,3,61,77,4,77,31, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,31,0,99,52,1,68,17,2,86,27,3,100,30,4,28,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,44,0,79,18,1,100,14,2,68,13,3,79,17,4,37,3, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,27,0,75,22,1,49,0,2,100,27,3,19,0,4,42,0, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,61,0,100,17,1,66,9,2,99,13,3,70,18,4,71,14, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,45,0,100,8,1,54,26,2,76,17,3,81,28,4,89,31, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,46,0,84,32,1,100,21,2,86,12,3,65,12,4,79,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,38,0,97,1,1,68,7,2,18,10,3,100,6,4,71,6, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,42,0,81,15,1,100,17,2,74,11,3,74,18,4,74,9, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,54,0,93,22,1,100,28,2,98,28,3,99,29,4,86,19, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,39,0,82,27,1,100,30,2,46,14,3,96,21,4,81,30, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,33,0,98,12,1,74,12,2,62,19,3,57,8,4,100,15, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,32,0,93,33,1,78,19,2,30,5,3,85,15,4,100,26, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,65,0,100,15,1,99,13,2,31,9,3,67,10,4,32,2, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,29,0,82,17,1,100,19,2,44,20,3,33,6,4,64,18, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,51,0,100,44,1,78,23,2,60,11,3,84,39,4,90,41, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,36,0,73,11,1,64,18,2,100,34,3,83,29,4,68,17, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,48,0,40,11,1,57,19,2,82,29,3,100,13,4,84,24, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,43,0,67,20,1,91,15,2,100,23,3,91,24,4,61,9, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,65,0,95,25,1,67,14,2,55,48,3,85,14,4,100,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,48,0,89,1,1,47,9,2,60,8,3,100,12,4,86,23, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,58,0,98,34,1,100,46,2,97,17,3,81,49,4,99,31, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,60,0,53,22,1,47,11,2,99,24,3,100,36,4,87,30, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,41,0,100,23,1,70,23,2,78,25,3,86,29,4,69,25, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,61,0,91,28,1,87,35,2,78,19,3,100,32,4,90,52, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,34,0,100,13,1,82,10,2,65,25,3,50,22,4,69,15, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,35,0,90,11,1,48,10,2,67,16,3,100,32,4,54,9, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,10,0,36,0,100,28,1,85,31,2,73,22,3,67,33,4,57,27, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,41,0,95,9,1,100,10,2,70,12,3,84,10,4,94,15, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,64,0,61,23,1,99,36,2,78,39,3,94,23,4,100,41, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,11,0,54,0,88,35,1,92,46,2,71,35,3,100,36,4,91,34, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,52,0,77,10,1,100,25,2,75,15,3,98,5,4,69,0, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,41,0,83,4,1,67,16,2,100,25,3,52,2,4,20,8, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,45,0,100,11,1,99,13,2,99,16,3,53,12,4,96,28, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,39,0,80,22,1,73,11,2,100,41,3,69,30,4,82,50, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,49,0,72,21,1,71,39,2,92,30,3,83,18,4,100,32, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,29,0,58,11,1,44,5,2,34,9,3,100,7,4,34,6, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,37,0,71,13,1,92,18,2,100,12,3,88,10,4,71,1, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,35,0,40,29,1,100,24,2,24,10,3,79,14,4,24,27, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,46,0,97,37,1,100,17,2,68,19,3,93,22,4,88,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,39,0,71,18,1,98,38,2,71,6,3,100,18,4,83,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,39,0,99,21,1,45,19,2,93,27,3,74,19,4,100,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,45,0,100,15,1,67,10,2,94,21,3,66,23,4,84,14, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,39,0,58,13,1,91,4,2,100,17,3,47,0,4,83,12, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,37,0,73,20,1,53,29,2,53,21,3,49,12,4,100,30, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,37,0,61,8,1,100,27,2,67,11,3,73,22,4,92,25, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,41,0,69,20,1,74,29,2,100,12,3,49,30,4,38,27, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,39,0,87,24,1,61,10,2,100,13,3,79,14,4,57,8, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,35,0,79,9,1,81,14,2,79,23,3,100,13,4,49,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,46,0,69,20,1,45,9,2,82,19,3,100,40,4,82,29, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,44,0,66,3,1,66,14,2,99,47,3,98,13,4,100,14, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,33,0,91,12,1,93,4,2,65,10,3,100,12,4,70,9, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,44,0,82,25,1,74,22,2,71,17,3,99,21,4,100,10, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,55,0,100,20,1,98,17,2,85,21,3,53,4,4,88,21, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,40,0,100,17,1,66,10,2,89,20,3,79,6,4,57,11, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,52,0,93,31,1,100,39,2,76,45,3,98,28,4,99,41, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,39,0,85,16,1,76,26,2,100,21,3,67,14,4,72,18, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,46,0,100,33,1,96,28,2,99,19,3,90,32,4,97,32, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,57,0,98,43,1,98,22,2,100,21,3,78,20,4,85,24, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,63,0,100,23,1,84,25,2,99,28,3,85,32,4,95,11, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,39,0,100,23,1,70,41,2,64,19,3,64,5,4,82,22, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,6,0,48,0,68,11,1,75,35,2,73,10,3,61,15,4,100,25, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,36,0,40,17,1,73,10,2,93,26,3,100,21,4,71,19, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,42,0,96,24,1,82,19,2,92,42,3,98,18,4,100,29, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,50,0,97,79,1,84,34,2,74,26,3,98,13,4,100,29, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,27,0,100,30,1,56,22,2,57,42,3,74,32,4,44,24, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,53,0,99,30,1,71,28,2,96,12,3,100,45,4,55,29, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,48,0,100,45,1,81,29,2,81,43,3,79,31,4,59,43, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,42,0,74,17,1,96,17,2,62,23,3,100,27,4,62,11, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,38,0,91,29,1,82,26,2,100,41,3,85,28,4,54,25, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,48,0,93,28,1,55,12,2,100,9,3,99,17,4,61,10, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,50,0,67,10,1,86,15,2,100,12,3,95,24,4,96,18, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,52,0,99,27,1,99,5,2,100,31,3,56,19,4,80,16, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,34,0,36,10,1,70,32,2,100,21,3,56,0,4,58,7, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,44,0,100,49,1,99,54,2,59,16,3,89,31,4,93,19, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,38,0,60,24,1,39,3,2,96,19,3,98,12,4,100,34, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,34,0,49,34,1,65,17,2,46,12,3,100,18,4,53,14, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,53,0,99,38,1,93,40,2,98,59,3,94,46,4,100,47, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,52,0,84,37,1,76,22,2,98,28,3,83,41,4,100,12, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,47,0,60,24,1,100,18,2,78,14,3,59,21,4,52,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,49,0,98,12,1,100,13,2,73,26,3,29,0,4,52,10, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,43,0,82,23,1,60,5,2,48,15,3,74,16,4,100,14, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,39,0,43,4,1,23,3,2,98,23,3,84,14,4,100,24, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,53,0,100,23,1,56,16,2,69,29,3,77,5,4,95,24, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,46,0,100,26,1,66,14,2,76,25,3,73,23,4,85,28, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,40,0,74,44,1,65,41,2,100,27,3,87,39,4,84,45, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,45,0,73,34,1,100,39,2,86,48,3,96,23,4,97,39, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,54,0,81,24,1,100,22,2,69,19,3,93,19,4,77,36, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,36,0,82,30,1,100,16,2,82,31,3,60,19,4,82,9, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,38,0,22,27,1,51,14,2,100,46,3,96,30,4,48,26, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,54,0,100,40,1,94,35,2,55,23,3,70,33,4,75,44, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,42,0,54,24,1,91,28,2,100,41,3,71,43,4,38,17, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,43,0,87,40,1,76,10,2,71,30,3,100,46,4,61,45, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,70,0,93,20,1,95,41,2,100,26,3,91,48,4,91,15, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,50,0,98,20,1,100,27,2,72,23,3,85,19,4,76,34, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,38,0,100,36,1,55,31,2,79,14,3,51,11,4,95,18, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,32,0,76,25,1,42,18,2,100,25,3,42,10,4,86,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,39,0,77,39,1,100,17,2,77,35,3,67,13,4,88,36, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,33,0,100,19,1,57,28,2,46,25,3,42,8,4,51,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,41,0,99,26,1,78,14,2,100,17,3,63,18,4,69,14, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,50,0,91,31,1,78,27,2,58,15,3,100,58,4,66,18, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,48,0,99,14,1,100,38,2,83,25,3,79,25,4,80,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,39,0,91,56,1,78,19,2,66,39,3,95,28,4,100,31, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,50,0,100,22,1,77,36,2,89,17,3,77,23,4,92,28, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,42,0,94,15,1,27,0,2,79,30,3,61,15,4,100,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,52,0,57,16,1,75,24,2,94,42,3,34,22,4,100,42, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,60,0,81,25,1,100,18,2,93,30,3,96,6,4,94,18, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,46,0,89,39,1,76,16,2,76,27,3,93,39,4,100,23, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,44,0,88,32,1,86,26,2,100,28,3,65,21,4,82,25, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,40,0,92,14,1,98,12,2,100,12,3,85,28,4,89,6, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,53,0,99,28,1,98,50,2,100,25,3,92,45,4,52,22, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,27,0,59,2,1,100,6,2,70,10,3,40,18,4,63,32, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,40,0,67,15,1,99,19,2,100,29,3,69,19,4,80,28, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,39,0,99,16,1,83,23,2,98,30,3,100,20,4,76,21, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,29,0,100,12,1,84,23,2,75,2,3,77,3,4,48,5, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,31,0,66,5,1,100,10,2,71,10,3,58,10,4,65,11, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,40,0,84,16,1,100,44,2,68,8,3,96,16,4,74,19, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,37,0,91,32,1,81,3,2,100,8,3,50,28,4,67,11, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,53,0,100,30,1,22,30,2,20,24,3,66,9,4,75,16, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,44,0,54,29,1,63,23,2,100,20,3,81,13,4,93,30, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,48,0,98,21,1,100,29,2,84,33,3,96,30,4,79,29, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,46,0,51,4,1,78,19,2,100,8,3,95,10,4,47,7, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,33,0,100,20,1,83,23,2,89,20,3,73,10,4,44,11, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,44,0,75,5,1,100,21,2,41,4,3,41,5,4,51,11, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,44,0,33,36,1,99,27,2,47,31,3,77,21,4,100,22, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,48,0,76,22,1,58,25,2,100,40,3,89,25,4,95,12, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,38,0,85,12,1,55,13,2,83,15,3,100,41,4,75,23, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,33,0,52,17,1,74,23,2,100,19,3,69,26,4,66,19, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,36,0,71,22,1,39,6,2,51,6,3,90,11,4,100,4, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,30,0,23,5,1,23,2,2,100,16,3,44,8,4,23,6, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,28,0,29,20,1,100,22,2,79,14,3,61,24,4,63,18, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,1,38,0,66,10,1,85,13,2,72,29,3,64,13,4,100,9, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,53,0,96,27,1,100,36,2,64,18,3,82,41,4,69,33, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,44,0,67,15,1,87,15,2,100,27,3,17,62,4,73,18, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,48,0,100,29,1,75,17,2,72,23,3,77,15,4,80,17, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,47,0,60,13,1,88,7,2,98,11,3,98,10,4,100,16, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,43,0,59,35,1,90,20,2,70,38,3,84,20,4,100,38, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,38,0,47,12,1,67,8,2,15,0,3,100,31,4,26,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,52,0,65,41,1,99,25,2,99,49,3,96,17,4,100,48, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,52,0,99,17,1,88,31,2,100,33,3,83,32,4,99,23, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,53,0,100,47,1,99,61,2,83,13,3,83,31,4,83,26, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,34,0,92,19,1,68,10,2,10,4,3,100,24,4,70,9, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,40,0,100,12,1,79,19,2,66,6,3,76,12,4,90,7, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,49,0,100,1,1,97,20,2,89,22,3,99,47,4,99,32, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,37,0,48,5,1,64,10,2,91,50,3,77,20,4,100,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,45,0,97,25,1,100,11,2,93,31,3,70,13,4,78,10, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,36,0,72,22,1,58,22,2,47,6,3,63,12,4,100,10, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,43,0,67,17,1,73,21,2,81,28,3,100,23,4,92,27, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,50,0,100,30,1,87,32,2,57,11,3,57,16,4,69,12, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,38,0,24,11,1,61,15,2,61,13,3,100,21,4,24,12, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,43,0,100,18,1,86,23,2,69,27,3,86,37,4,55,19, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,40,0,78,24,1,98,47,2,69,22,3,80,16,4,100,52, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,46,0,92,6,1,45,5,2,83,9,3,92,1,4,100,33, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,49,0,100,34,1,93,25,2,61,10,3,84,31,4,84,35, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,52,0,89,19,1,91,9,2,99,35,3,100,34,4,92,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,51,0,97,20,1,100,43,2,82,45,3,97,24,4,78,25, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,38,0,100,39,1,73,33,2,90,42,3,71,23,4,93,33, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,65,0,68,10,1,100,25,2,98,17,3,89,36,4,97,21, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,37,0,56,13,1,70,14,2,70,17,3,100,27,4,56,5, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,54,0,59,39,1,63,15,2,99,24,3,97,17,4,100,16, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,42,0,85,32,1,66,42,2,100,16,3,69,30,4,43,35, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,41,0,52,26,1,52,16,2,71,39,3,100,26,4,75,15, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,42,0,100,25,1,78,31,2,83,13,3,55,40,4,35,35, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,43,0,99,25,1,70,22,2,100,25,3,55,28,4,97,38, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,43,0,99,53,1,63,22,2,100,28,3,28,30,4,84,18, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,58,0,54,28,1,100,26,2,83,26,3,95,34,4,82,28, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,36,0,100,16,1,40,3,2,31,5,3,57,10,4,74,9, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,54,0,100,21,1,73,29,2,96,37,3,70,9,4,83,28, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,43,0,56,6,1,99,9,2,100,17,3,93,10,4,86,14, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,46,0,77,60,1,91,37,2,77,40,3,100,23,4,91,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,50,0,41,3,1,85,33,2,100,10,3,50,10,4,99,19, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,42,0,100,16,1,94,22,2,81,18,3,56,10,4,97,12, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,10,0,44,0,65,9,1,56,7,2,100,34,3,95,15,4,55,12, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,41,0,63,27,1,88,16,2,100,10,3,49,4,4,78,25, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,38,0,96,13,1,73,20,2,100,57,3,65,21,4,86,2, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,54,0,92,23,1,100,35,2,77,15,3,99,31,4,79,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,40,0,44,11,1,100,15,2,64,29,3,68,41,4,71,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,44,0,99,12,1,81,14,2,77,24,3,100,22,4,72,10, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,32,0,68,9,1,99,5,2,53,10,3,100,24,4,70,15, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,53,0,100,62,1,72,15,2,68,24,3,38,21,4,72,18, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,47,0,63,10,1,89,12,2,100,13,3,73,10,4,96,10, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,43,0,97,30,1,100,42,2,83,33,3,54,33,4,69,30, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,46,0,100,62,1,93,45,2,66,29,3,92,22,4,79,35, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,49,0,99,36,1,73,42,2,100,28,3,55,31,4,96,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,49,0,69,12,1,69,25,2,78,13,3,86,19,4,100,4, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,43,0,90,30,1,33,23,2,97,9,3,94,31,4,100,16, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,45,0,98,33,1,92,15,2,61,7,3,97,28,4,100,26, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,44,0,76,24,1,100,30,2,45,10,3,43,12,4,78,7, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,43,0,99,25,1,99,8,2,48,20,3,100,20,4,54,51, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,1,36,0,64,14,1,46,10,2,100,16,3,55,5,4,75,6, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,39,0,96,34,1,100,30,2,89,23,3,82,32,4,78,29, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,41,0,68,27,1,90,47,2,72,24,3,100,35,4,73,43, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,37,0,36,8,1,52,11,2,100,22,3,80,13,4,88,5, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,48,0,79,32,1,86,31,2,100,45,3,72,34,4,75,32, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,42,0,99,2,1,100,29,2,51,2,3,65,6,4,30,9, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,30,0,74,1,1,92,12,2,96,7,3,100,11,4,60,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,45,0,99,15,1,100,21,2,84,8,3,88,15,4,99,16, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,27,0,43,25,1,46,5,2,66,10,3,100,15,4,85,30, ,,,,,,,,,,,,,,,,,,,,,
