mapLength,numberOfPlayers,diceMax,timeToBuildGame,timeToFinishGame,numberOfTurnsByPlayer,numberOfTurns,player1id,player1Pos,player1Coins,,,,,,,,,,,,,
10,5,6,8,0,37,182,0,64,22,1,100,20,2,77,19,3,74,17,4,71,30, 
10,5,6,8,0,32,156,0,100,30,1,98,15,2,41,36,3,56,22,4,67,29, 
10,5,6,8,0,42,206,0,100,27,1,88,34,2,69,25,3,89,61,4,88,7, 
10,5,6,9,0,31,152,0,41,14,1,100,9,2,7,0,3,7,0,4,68,7, 
10,5,6,9,0,40,200,0,48,23,1,82,21,2,29,6,3,63,27,4,100,17, 
10,5,6,8,0,29,145,0,17,0,1,62,13,2,36,6,3,69,8,4,100,27, 
10,5,6,9,0,39,191,0,100,8,1,72,26,2,42,2,3,82,23,4,52,5, 
10,5,6,9,0,51,252,0,78,18,1,100,14,2,98,23,3,97,24,4,88,15, 
10,5,6,9,0,35,174,0,78,5,1,61,10,2,35,10,3,100,42,4,28,14, 
10,5,6,9,0,34,167,0,45,13,1,100,19,2,69,39,3,56,19,4,86,16, 
10,5,6,9,0,31,155,0,99,20,1,26,10,2,67,30,3,40,15,4,100,26, 
10,5,6,9,0,36,180,0,80,7,1,55,22,2,39,23,3,61,15,4,100,31, 
10,5,6,8,1,30,146,0,100,24,1,99,7,2,10,0,3,74,8,4,90,16, 
10,5,6,9,0,35,171,0,100,6,1,41,1,2,50,1,3,22,0,4,73,10, 
10,5,6,8,0,53,264,0,57,8,1,90,6,2,85,18,3,100,53,4,73,22, 
10,5,6,9,0,31,151,0,100,30,1,51,0,2,85,10,3,87,17,4,68,0, 
10,5,6,8,0,43,215,0,66,16,1,97,15,2,99,6,3,72,16,4,100,36, 
10,5,6,9,0,64,319,0,70,15,1,53,22,2,64,11,3,100,30,4,99,10, 
10,5,6,9,0,37,182,0,95,15,1,100,32,2,52,5,3,95,21,4,24,2, 
10,5,6,8,0,43,214,0,27,39,1,33,15,2,43,26,3,100,17,4,33,9, 
10,5,6,8,0,34,170,0,98,23,1,83,21,2,76,14,3,76,22,4,100,46, 
10,5,6,8,0,42,208,0,81,22,1,98,21,2,100,21,3,74,12,4,41,19, 
10,5,6,8,0,38,189,0,48,8,1,89,24,2,38,13,3,100,22,4,96,17, 
10,5,6,9,0,38,186,0,100,15,1,99,5,2,52,11,3,81,5,4,99,20, 
10,5,6,9,0,37,181,0,100,31,1,58,7,2,64,23,3,58,6,4,50,0, 
10,5,6,8,0,34,170,0,64,16,1,82,15,2,16,6,3,98,23,4,100,27, 
10,5,6,9,0,76,378,0,85,6,1,85,19,2,100,24,3,85,0,4,85,19, 
10,5,6,9,0,38,189,0,74,15,1,59,43,2,36,11,3,100,38,4,97,39, 
10,5,6,9,0,41,201,0,100,10,1,73,5,2,88,5,3,99,25,4,33,5, 
10,5,6,8,0,36,176,0,100,39,1,74,38,2,48,23,3,91,36,4,96,29, 
10,5,6,8,0,51,255,0,79,5,1,41,43,2,55,72,3,29,5,4,100,26, 
10,5,6,9,0,42,207,0,76,31,1,100,41,2,48,5,3,48,5,4,94,33, 
10,5,6,9,0,40,197,0,81,47,1,100,31,2,25,5,3,22,10,4,46,15, 
10,5,6,8,0,36,178,0,63,11,1,66,34,2,100,21,3,51,15,4,98,29, 
10,5,6,9,0,29,142,0,82,9,1,100,15,2,57,15,3,78,0,4,25,7, 
10,5,6,10,0,29,145,0,56,10,1,63,8,2,99,12,3,56,1,4,100,7, 
10,5,6,8,0,47,232,0,96,34,1,100,14,2,99,34,3,99,20,4,99,42, 
10,5,6,9,0,29,143,0,57,15,1,66,8,2,100,18,3,37,0,4,70,13, 
10,5,6,8,0,44,219,0,84,13,1,77,6,2,53,0,3,100,16,4,95,11, 
10,5,6,8,0,48,240,0,12,0,1,84,18,2,86,23,3,67,16,4,100,16, 
10,5,6,8,0,48,237,0,52,19,1,100,35,2,97,26,3,94,15,4,72,24, 
10,5,6,8,0,41,205,0,69,14,1,62,5,2,69,15,3,99,78,4,100,6, 
10,5,6,8,0,45,222,0,79,0,1,100,5,2,94,11,3,66,0,4,99,7, 
10,5,6,8,0,42,210,0,96,22,1,92,15,2,78,38,3,98,30,4,100,36, 
10,5,6,8,0,32,157,0,50,33,1,100,51,2,73,24,3,83,57,4,43,13, 
10,5,6,8,0,29,145,0,98,15,1,91,24,2,61,20,3,91,5,4,100,43, 
10,5,6,9,0,23,114,0,15,8,1,35,5,2,53,25,3,100,20,4,15,5, 
10,5,6,9,0,32,160,0,59,30,1,69,37,2,37,13,3,97,60,4,100,31, 
10,5,6,8,0,53,262,0,81,20,1,100,16,2,79,9,3,96,12,4,96,36, 
10,5,6,9,0,45,225,0,76,30,1,84,10,2,67,21,3,73,9,4,100,36, 
10,5,6,9,0,33,162,0,71,11,1,100,27,2,53,11,3,68,0,4,80,10, 
10,5,6,8,0,31,152,0,66,20,1,100,32,2,52,23,3,75,37,4,81,23, 
10,5,6,9,0,37,182,0,98,28,1,100,31,2,72,21,3,72,9,4,74,20, 
10,5,6,9,0,51,254,0,57,4,1,64,11,2,89,18,3,100,15,4,63,0, 
10,5,6,8,0,47,233,0,99,37,1,75,29,2,100,20,3,44,17,4,56,14, 
10,5,6,8,1,31,151,0,100,17,1,63,16,2,98,25,3,16,0,4,19,6, 
10,5,6,8,0,30,148,0,80,11,1,38,6,2,100,20,3,76,20,4,62,17, 
10,5,6,8,1,30,146,0,100,28,1,96,34,2,74,17,3,37,10,4,12,9, 
10,5,6,8,0,28,136,0,100,35,1,75,16,2,72,19,3,41,10,4,7,5, 
10,5,6,9,0,21,102,0,61,13,1,100,10,2,40,9,3,56,7,4,46,10, 
10,5,6,9,0,29,144,0,16,2,1,97,15,2,16,3,3,100,24,4,40,9, 
10,5,6,9,0,35,175,0,54,9,1,61,10,2,82,17,3,56,39,4,100,26, 
10,5,6,9,0,31,155,0,60,13,1,72,34,2,57,11,3,75,17,4,100,25, 
10,5,6,9,0,33,162,0,26,0,1,100,8,2,19,0,3,26,5,4,43,10, 
10,5,6,8,1,43,212,0,84,18,1,100,30,2,61,22,3,99,14,4,97,26, 
10,5,6,9,0,34,169,0,88,5,1,63,10,2,78,10,3,100,8,4,61,23, 
10,5,6,8,0,28,140,0,60,3,1,27,4,2,92,15,3,84,4,4,100,14, 
10,5,6,9,0,61,305,0,78,35,1,78,45,2,54,20,3,87,53,4,100,21, 
10,5,6,9,0,33,162,0,75,36,1,100,45,2,92,37,3,97,45,4,40,27, 
10,5,6,8,0,30,147,0,75,14,1,100,18,2,21,0,3,78,11,4,62,25, 
10,5,6,9,0,31,152,0,99,25,1,100,22,2,46,15,3,66,15,4,50,16, 
10,5,6,8,0,51,255,0,92,64,1,70,11,2,70,5,3,93,32,4,100,22, 
10,5,6,9,0,46,229,0,58,19,1,65,13,2,55,16,3,100,11,4,97,24, 
10,5,6,9,0,36,178,0,93,15,1,90,15,2,100,45,3,82,11,4,53,16, 
10,5,6,9,0,41,202,0,91,0,1,100,48,2,66,17,3,33,5,4,87,12, 
10,5,6,9,0,44,217,0,94,11,1,100,22,2,96,23,3,97,16,4,76,17, 
10,5,6,9,0,28,137,0,56,12,1,100,39,2,68,5,3,36,15,4,24,11, 
10,5,6,10,1,41,204,0,37,30,1,65,23,2,78,28,3,100,8,4,23,14, 
10,5,6,8,0,38,190,0,51,33,1,73,24,2,65,30,3,62,12,4,100,45, 
10,5,6,9,0,20,100,0,22,5,1,10,15,2,71,17,3,41,7,4,100,24, 
10,5,6,8,0,35,174,0,89,19,1,91,17,2,73,35,3,100,11,4,24,15, 
10,5,6,8,0,31,154,0,83,24,1,49,0,2,96,16,3,100,27,4,48,22, 
10,5,6,8,0,21,104,0,23,7,1,43,12,2,35,40,3,100,11,4,58,11, 
10,5,6,8,0,34,166,0,100,12,1,48,5,2,87,27,3,57,10,4,94,23, 
10,5,6,7,0,35,171,0,100,17,1,99,13,2,66,0,3,88,19,4,80,10, 
10,5,6,9,0,42,208,0,67,14,1,38,4,2,100,21,3,88,21,4,99,19, 
10,5,6,8,0,29,142,0,39,5,1,100,12,2,33,5,3,33,0,4,33,0, 
10,5,6,8,0,43,212,0,23,5,1,100,4,2,57,0,3,77,0,4,77,11, 
10,5,6,8,0,57,283,0,70,13,1,68,9,2,100,38,3,93,22,4,86,8, 
10,5,6,8,0,44,216,0,100,18,1,64,10,2,95,30,3,40,19,4,79,5, 
10,5,6,9,0,34,166,0,100,26,1,81,12,2,76,46,3,56,15,4,70,27, 
10,5,6,9,0,44,218,0,90,24,1,98,40,2,100,20,3,98,35,4,98,40, 
10,5,6,9,0,36,178,0,73,22,1,58,10,2,100,28,3,69,34,4,71,20, 
10,5,6,8,0,28,139,0,82,11,1,98,22,2,23,17,3,100,40,4,57,22, 
10,5,6,8,0,32,159,0,82,14,1,38,0,2,62,6,3,100,19,4,62,15, 
10,5,6,8,0,48,236,0,100,15,1,99,36,2,81,32,3,62,13,4,66,14, 
10,5,6,9,0,32,160,0,65,5,1,91,12,2,66,14,3,95,23,4,100,21, 
10,5,6,9,0,38,187,0,83,27,1,100,49,2,98,36,3,64,19,4,74,30, 
10,5,6,9,0,21,101,0,100,0,1,38,3,2,88,0,3,41,5,4,39,8, 
10,5,6,8,0,38,190,0,68,4,1,99,40,2,96,23,3,39,29,4,100,36, 
10,5,6,8,0,28,139,0,54,7,1,47,21,2,47,0,3,100,29,4,34,0, 
10,5,6,8,0,34,166,0,100,30,1,78,32,2,51,25,3,81,14,4,79,15, 
10,5,6,8,0,33,161,0,100,20,1,71,12,2,99,53,3,46,10,4,94,15, 
10,5,6,8,0,29,144,0,23,6,1,77,15,2,91,16,3,100,28,4,54,13, 
10,5,6,9,0,32,156,0,100,14,1,88,17,2,57,27,3,92,34,4,29,7, 
10,5,6,9,0,43,215,0,82,43,1,85,38,2,40,0,3,68,32,4,100,61, 
10,5,6,8,0,30,147,0,54,12,1,100,20,2,49,12,3,71,17,4,79,24, 
10,5,6,8,0,24,116,0,100,10,1,87,33,2,46,6,3,41,5,4,35,5, 
10,5,6,8,0,41,203,0,50,20,1,51,2,2,100,9,3,51,15,4,40,10, 
10,5,6,8,0,30,148,0,72,8,1,91,10,2,100,8,3,25,35,4,57,5, 
10,5,6,9,0,27,132,0,68,11,1,100,32,2,40,0,3,16,6,4,45,7, 
10,5,6,9,0,44,219,0,98,18,1,96,27,2,90,13,3,100,24,4,56,7, 
10,5,6,8,0,44,220,0,49,11,1,75,23,2,75,26,3,75,20,4,100,15, 
10,5,6,9,0,41,203,0,78,17,1,34,10,2,100,14,3,38,5,4,77,11, 
10,5,6,8,0,42,209,0,99,58,1,70,16,2,16,7,3,100,46,4,50,8, 
10,5,6,8,0,36,178,0,99,64,1,34,0,2,100,36,3,61,5,4,61,3, 
10,5,6,8,0,55,275,0,99,45,1,86,40,2,86,16,3,86,33,4,100,18, 
10,5,6,9,0,45,225,0,72,36,1,86,20,2,71,14,3,49,14,4,100,27, 
10,5,6,8,0,26,130,0,42,15,1,66,19,2,77,16,3,46,8,4,100,15, 
10,5,6,9,0,42,209,0,94,38,1,77,32,2,96,28,3,100,50,4,93,5, 
10,5,6,9,0,46,230,0,54,11,1,99,27,2,41,31,3,79,13,4,100,15, 
10,5,6,9,0,33,164,0,93,23,1,86,27,2,79,6,3,100,22,4,81,30, 
10,5,6,8,0,24,117,0,88,0,1,100,11,2,36,0,3,73,18,4,86,0, 
10,5,6,8,0,29,142,0,92,22,1,100,15,2,28,8,3,46,0,4,43,0, 
10,5,6,9,0,41,201,0,100,20,1,74,15,2,74,20,3,67,26,4,87,25, 
10,5,6,9,0,40,197,0,85,20,1,100,9,2,25,5,3,85,15,4,35,13, 
10,5,6,9,0,27,134,0,76,25,1,89,5,2,86,32,3,100,16,4,68,11, 
10,5,6,9,0,39,193,0,50,0,1,59,5,2,100,0,3,87,10,4,52,0, 
10,5,6,8,0,48,239,0,86,25,1,83,0,2,77,12,3,100,30,4,63,20, 
10,5,6,8,0,32,158,0,61,9,1,81,20,2,100,19,3,84,30,4,98,44, 
10,5,6,8,0,38,189,0,48,9,1,96,32,2,43,21,3,100,43,4,70,18, 
10,5,6,8,0,28,139,0,43,13,1,70,20,2,66,24,3,100,39,4,8,3, 
10,5,6,8,0,38,187,0,46,5,1,100,26,2,63,21,3,65,6,4,83,13, 
10,5,6,8,0,19,95,0,48,1,1,47,14,2,3,0,3,79,18,4,100,9, 
10,5,6,9,0,23,114,0,54,6,1,79,10,2,60,28,3,100,6,4,23,15, 
10,5,6,7,0,29,144,0,95,25,1,12,0,2,64,5,3,100,5,4,12,5, 
10,5,6,8,0,31,154,0,48,13,1,51,8,2,74,10,3,100,22,4,82,9, 
10,5,6,8,0,21,105,0,59,15,1,26,6,2,36,37,3,55,21,4,100,29, 
10,5,6,8,0,38,188,0,51,22,1,92,25,2,100,41,3,56,28,4,91,27, 
10,5,6,8,0,38,189,0,52,5,1,66,5,2,97,26,3,100,8,4,64,15, 
10,5,6,8,0,41,204,0,57,8,1,82,20,2,98,36,3,100,12,4,44,0, 
10,5,6,8,0,34,168,0,95,35,1,88,17,2,100,40,3,96,20,4,44,7, 
10,5,6,8,0,40,200,0,71,11,1,77,11,2,99,21,3,77,10,4,100,56, 
10,5,6,8,0,27,134,0,98,23,1,64,27,2,70,17,3,100,16,4,43,16, 
10,5,6,9,0,37,182,0,88,15,1,100,6,2,84,30,3,75,8,4,38,5, 
10,5,6,9,0,41,205,0,48,18,1,42,5,2,63,9,3,69,51,4,100,16, 
10,5,6,9,0,29,141,0,100,28,1,19,7,2,68,5,3,8,0,4,47,9, 
10,5,6,8,0,35,173,0,68,20,1,62,9,2,100,14,3,60,11,4,46,11, 
10,5,6,8,0,48,236,0,100,38,1,98,23,2,99,5,3,51,15,4,86,13, 
10,5,6,8,0,34,169,0,49,11,1,15,1,2,85,16,3,100,15,4,85,1, 
10,5,6,9,0,25,121,0,100,37,1,49,23,2,17,10,3,68,32,4,90,28, 
10,5,6,9,0,50,250,0,69,38,1,69,53,2,69,35,3,98,22,4,100,32, 
10,5,6,8,0,24,119,0,34,5,1,80,11,2,47,5,3,100,15,4,69,18, 
10,5,6,9,0,47,234,0,33,8,1,66,12,2,46,13,3,100,35,4,77,22, 
10,5,6,9,0,44,218,0,99,31,1,76,7,2,100,26,3,19,0,4,29,8, 
10,5,6,10,0,43,214,0,99,30,1,70,2,2,83,10,3,100,5,4,98,26, 
10,5,6,8,0,34,170,0,77,25,1,93,19,2,63,21,3,61,19,4,100,34, 
10,5,6,9,0,39,191,0,100,56,1,70,6,2,99,58,3,89,18,4,85,7, 
10,5,6,8,0,31,151,0,100,31,1,19,10,2,91,21,3,51,7,4,28,6, 
10,5,6,9,0,47,233,0,99,48,1,58,31,2,100,43,3,96,62,4,67,20, 
10,5,6,8,0,45,221,0,100,9,1,6,0,2,81,23,3,6,0,4,55,10, 
10,5,6,9,0,41,204,0,97,27,1,84,18,2,91,29,3,100,33,4,99,7, 
10,5,6,9,0,41,204,0,70,53,1,87,24,2,79,35,3,100,21,4,78,41, 
10,5,6,8,0,22,109,0,35,5,1,57,11,2,34,15,3,100,14,4,37,5, 
10,5,6,9,0,34,168,0,62,16,1,73,26,2,100,21,3,51,2,4,60,11, 
10,5,6,8,0,40,196,0,100,30,1,84,34,2,97,7,3,61,10,4,68,6, 
10,5,6,8,0,21,104,0,36,15,1,22,5,2,89,16,3,100,8,4,51,8, 
10,5,6,8,1,37,185,0,80,15,1,62,23,2,59,19,3,75,19,4,100,17, 
10,5,6,8,0,35,174,0,54,8,1,96,26,2,97,43,3,100,29,4,96,37, 
10,5,6,8,0,32,159,0,53,10,1,69,25,2,75,40,3,100,41,4,60,18, 
10,5,6,8,0,25,121,0,100,16,1,27,8,2,38,3,3,29,6,4,71,1, 
10,5,6,8,0,41,203,0,53,21,1,71,16,2,100,45,3,60,18,4,53,17, 
10,5,6,8,0,32,157,0,56,24,1,100,23,2,88,19,3,77,44,4,93,32, 
10,5,6,8,0,36,177,0,62,12,1,100,36,2,58,30,3,45,15,4,99,23, 
10,5,6,8,1,32,160,0,74,0,1,96,15,2,48,0,3,48,10,4,100,27, 
10,5,6,8,0,31,151,0,100,26,1,49,0,2,25,8,3,62,14,4,88,9, 
10,5,6,8,0,24,119,0,79,5,1,43,0,2,57,1,3,100,24,4,56,15, 
10,5,6,8,1,58,286,0,100,27,1,74,16,2,74,16,3,72,6,4,93,12, 
10,5,6,8,0,37,183,0,87,29,1,62,10,2,100,20,3,64,31,4,34,0, 
10,5,6,9,0,30,149,0,98,33,1,41,9,2,99,10,3,100,15,4,59,29, 
10,5,6,8,0,41,204,0,69,55,1,47,5,2,99,11,3,100,19,4,65,5, 
10,5,6,8,0,33,161,0,100,25,1,70,17,2,71,15,3,77,3,4,96,22, 
10,5,6,8,0,40,196,0,100,29,1,71,17,2,96,26,3,65,6,4,46,5, 
10,5,6,9,0,43,211,0,100,33,1,59,9,2,98,10,3,52,0,4,98,16, 
10,5,6,8,0,32,159,0,98,24,1,63,21,2,99,27,3,100,15,4,51,10, 
10,5,6,8,0,36,177,0,77,28,1,100,27,2,76,15,3,41,3,4,97,10, 
10,5,6,8,0,39,194,0,66,4,1,97,28,2,98,39,3,100,7,4,51,16, 
10,5,6,8,0,36,179,0,49,20,1,99,24,2,95,42,3,100,15,4,46,7, 
10,5,6,8,0,32,159,0,99,34,1,49,15,2,73,11,3,100,6,4,99,33, 
10,5,6,8,0,33,163,0,23,14,1,88,15,2,100,33,3,19,23,4,34,5, 
10,5,6,8,0,23,114,0,40,10,1,52,0,2,36,10,3,100,15,4,41,0, 
10,5,6,7,0,35,173,0,44,22,1,77,34,2,100,45,3,98,31,4,90,25, 
10,5,6,7,0,24,118,0,55,6,1,21,11,2,100,15,3,71,11,4,38,8, 
10,5,6,8,0,40,196,0,100,27,1,86,7,2,83,23,3,70,27,4,83,14, 
10,5,6,8,0,28,139,0,83,31,1,61,23,2,67,18,3,100,28,4,60,13, 
10,5,6,8,0,44,219,0,99,16,1,32,21,2,98,22,3,100,9,4,67,28, 
10,5,6,7,0,27,131,0,100,25,1,77,17,2,40,5,3,54,5,4,54,16, 
10,5,6,8,0,27,134,0,80,16,1,78,5,2,71,17,3,100,15,4,91,0, 
10,5,6,9,0,29,145,0,55,24,1,37,6,2,37,11,3,20,10,4,100,17, 
10,5,6,8,0,27,133,0,45,5,1,23,5,2,100,36,3,75,21,4,45,15, 
10,5,6,8,0,39,191,0,100,26,1,78,20,2,48,14,3,48,20,4,65,10, 
10,5,6,9,0,34,167,0,32,7,1,100,53,2,77,26,3,24,4,4,98,20, 
10,5,6,9,0,24,118,0,73,13,1,64,5,2,100,16,3,60,15,4,9,5, 
10,5,6,9,0,45,224,0,92,52,1,86,32,2,40,41,3,100,41,4,51,39, 
10,5,6,9,0,35,173,0,45,3,1,56,0,2,100,7,3,98,11,4,56,2, 
10,5,6,9,0,24,120,0,81,13,1,41,6,2,69,6,3,52,16,4,100,17, 
10,5,6,9,0,65,325,0,54,22,1,54,10,2,81,1,3,88,4,4,100,15, 
10,5,6,8,0,29,142,0,35,18,1,100,15,2,93,29,3,70,32,4,35,28, 
10,5,6,9,0,42,207,0,99,15,1,100,31,2,99,14,3,84,26,4,99,16, 
10,5,6,9,0,56,280,0,76,15,1,69,51,2,26,14,3,50,33,4,100,32, 
10,5,6,7,0,37,185,0,47,15,1,54,12,2,85,20,3,65,16,4,100,10, 
10,5,6,8,0,36,179,0,78,13,1,44,5,2,56,8,3,100,70,4,75,5, 
10,5,6,8,0,29,144,0,73,15,1,75,10,2,51,26,3,100,37,4,75,50, 
10,5,6,8,0,46,228,0,76,10,1,77,20,2,100,21,3,62,13,4,47,20, 
10,5,6,9,0,43,215,0,14,0,1,36,23,2,46,17,3,52,20,4,100,35, 
10,5,6,10,0,38,188,0,76,12,1,21,32,2,100,52,3,92,25,4,98,31, 
10,5,6,9,0,38,186,0,100,21,1,78,15,2,78,28,3,99,40,4,72,16, 
10,5,6,9,0,36,180,0,22,0,1,36,0,2,24,11,3,70,10,4,100,28, 
10,5,6,8,0,34,167,0,64,28,1,100,56,2,76,14,3,34,22,4,72,7, 
10,5,6,8,1,32,157,0,99,12,1,100,24,2,64,22,3,99,20,4,24,2, 
10,5,6,10,0,31,154,0,75,62,1,60,25,2,71,20,3,100,41,4,64,17, 
10,5,6,8,0,24,116,0,100,25,1,80,16,2,36,16,3,56,0,4,55,16, 
10,5,6,8,0,39,191,0,100,21,1,55,14,2,94,22,3,72,23,4,60,21, 
10,5,6,8,0,33,164,0,51,17,1,66,7,2,42,12,3,100,20,4,42,0, 
10,5,6,9,0,35,174,0,50,17,1,90,0,2,38,2,3,100,14,4,97,27, 
10,5,6,9,0,46,227,0,5,0,1,100,34,2,28,10,3,13,5,4,60,16, 
10,5,6,9,0,27,132,0,46,3,1,100,30,2,40,10,3,52,7,4,41,7, 
10,5,6,9,0,42,207,0,97,52,1,100,17,2,75,29,3,73,24,4,71,7, 
10,5,6,9,0,46,228,0,64,14,1,64,20,2,100,26,3,76,10,4,78,56, 
10,5,6,9,0,28,136,0,100,17,1,89,2,2,81,1,3,36,9,4,47,23, 
10,5,6,8,0,56,276,0,100,48,1,69,13,2,97,14,3,83,10,4,56,17, 
10,5,6,8,0,50,247,0,96,5,1,100,6,2,87,8,3,72,0,4,60,5, 
10,5,6,8,0,22,107,0,98,19,1,100,21,2,86,15,3,67,23,4,80,22, 
10,5,6,8,0,51,253,0,78,24,1,99,32,2,100,51,3,78,32,4,81,30, 
10,5,6,9,0,28,140,0,44,25,1,59,29,2,87,11,3,70,20,4,100,46, 
10,5,6,8,1,45,221,0,100,36,1,96,33,2,98,88,3,98,22,4,93,39, 
10,5,6,8,0,35,175,0,33,10,1,98,25,2,38,0,3,67,10,4,100,27, 
10,5,6,8,0,33,163,0,85,20,1,70,8,2,100,45,3,88,21,4,48,5, 
10,5,6,8,0,43,214,0,98,56,1,69,21,2,79,0,3,100,51,4,69,38, 
10,5,6,9,0,37,181,0,100,39,1,57,16,2,42,20,3,60,20,4,93,46, 
10,5,6,9,0,31,152,0,80,5,1,100,15,2,78,8,3,36,0,4,99,65, 
10,5,6,8,0,34,167,0,95,3,1,100,0,2,34,9,3,71,10,4,71,0, 
10,5,6,8,0,56,276,0,100,16,1,93,19,2,86,34,3,88,19,4,99,13, 
10,5,6,8,0,28,137,0,62,14,1,100,6,2,60,5,3,61,13,4,65,11, 
10,5,6,8,1,51,253,0,60,21,1,89,19,2,100,10,3,77,10,4,97,15, 
10,5,6,8,0,52,258,0,72,22,1,97,30,2,100,31,3,93,32,4,72,23, 
10,5,6,8,0,26,127,0,60,9,1,100,21,2,66,5,3,76,11,4,6,0, 
10,5,6,8,0,51,251,0,100,15,1,77,26,2,74,30,3,97,37,4,35,20, 
10,5,6,9,0,36,180,0,79,26,1,29,13,2,74,34,3,46,20,4,100,26, 
10,5,6,8,0,28,138,0,50,3,1,84,17,2,100,58,3,90,18,4,30,15, 
10,5,6,9,0,23,111,0,100,11,1,50,15,2,79,9,3,36,2,4,48,5, 
10,5,6,9,0,29,142,0,34,11,1,100,36,2,88,13,3,59,12,4,37,11, 
10,5,6,8,0,40,196,0,100,30,1,87,34,2,67,27,3,16,0,4,24,2, 
10,5,6,9,0,43,211,0,100,15,1,92,11,2,94,13,3,74,14,4,84,25, 
10,5,6,8,0,36,179,0,81,26,1,7,23,2,12,14,3,100,27,4,99,13, 
10,5,6,9,0,42,210,0,81,13,1,94,47,2,99,15,3,37,3,4,100,13, 
10,5,6,8,0,31,155,0,95,18,1,59,11,2,61,5,3,76,24,4,100,10, 
10,5,6,9,0,22,109,0,45,5,1,35,14,2,55,11,3,100,31,4,61,17, 
10,5,6,9,0,28,136,0,100,28,1,60,8,2,43,33,3,58,9,4,87,6, 
10,5,6,9,0,25,125,0,54,17,1,39,7,2,89,28,3,94,14,4,100,21, 
10,5,6,9,0,33,164,0,91,15,1,89,23,2,61,25,3,100,15,4,47,25, 
10,5,6,8,1,35,174,0,86,15,1,53,10,2,85,16,3,100,17,4,95,20, 
10,5,6,9,0,29,141,0,100,36,1,83,20,2,66,5,3,41,21,4,71,27, 
10,5,6,8,1,33,161,0,100,17,1,79,11,2,82,44,3,40,7,4,99,38, 
10,5,6,9,0,31,152,0,69,27,1,100,18,2,75,13,3,89,24,4,53,5, 
10,5,6,8,0,42,208,0,96,15,1,61,2,2,100,36,3,87,35,4,37,13, 
10,5,6,9,0,34,170,0,65,24,1,57,15,2,80,35,3,30,0,4,100,38, 
10,5,6,9,0,38,186,0,100,19,1,29,17,2,65,34,3,59,5,4,77,7, 
10,5,6,9,0,26,130,0,31,15,1,52,10,2,43,5,3,3,0,4,100,6, 
10,5,6,9,0,24,119,0,51,8,1,94,21,2,39,3,3,100,9,4,33,0, 
10,5,6,9,0,26,129,0,56,10,1,10,0,2,29,6,3,100,10,4,44,3, 
10,5,6,9,0,25,125,0,48,12,1,25,12,2,64,13,3,58,5,4,100,22, 
10,5,6,8,0,41,202,0,33,1,1,100,20,2,33,5,3,15,1,4,33,10, 
10,5,6,9,0,42,208,0,59,7,1,27,1,2,100,31,3,37,10,4,65,0, 
10,5,6,8,0,24,117,0,44,4,1,100,16,2,44,15,3,50,15,4,21,10, 
10,5,6,8,0,40,198,0,82,21,1,86,42,2,100,62,3,23,1,4,82,21, 
10,5,6,8,0,36,180,0,83,27,1,80,11,2,14,0,3,84,7,4,100,22, 
10,5,6,8,0,25,123,0,65,17,1,43,10,2,100,22,3,98,23,4,20,0, 
10,5,6,9,0,39,195,0,60,21,1,58,19,2,58,28,3,98,37,4,100,22, 
10,5,6,9,0,25,125,0,79,30,1,52,11,2,67,13,3,26,0,4,100,37, 
10,5,6,9,0,40,198,0,99,34,1,90,5,2,100,13,3,30,15,4,88,19, 
10,5,6,8,0,31,153,0,49,15,1,74,25,2,100,29,3,89,30,4,59,15, 
10,5,6,8,0,46,230,0,85,37,1,85,38,2,78,24,3,99,44,4,100,45, 
10,5,6,8,1,40,199,0,60,12,1,65,5,2,75,11,3,100,37,4,27,5, 
10,5,6,9,0,40,198,0,83,32,1,81,20,2,100,39,3,63,24,4,30,9, 
10,5,6,8,0,57,281,0,100,39,1,97,30,2,97,45,3,82,16,4,97,34, 
10,5,6,8,0,40,199,0,43,10,1,54,21,2,81,20,3,100,36,4,99,50, 
10,5,6,9,0,11,51,0,100,0,1,41,10,2,14,5,3,18,5,4,32,0, 
10,5,6,8,0,36,179,0,91,31,1,98,42,2,95,3,3,100,23,4,99,39, 
10,5,6,9,0,32,160,0,78,15,1,63,12,2,81,27,3,63,13,4,100,5, 
10,5,6,9,0,44,219,0,69,17,1,61,30,2,91,30,3,100,31,4,47,31, 
10,5,6,10,0,41,204,0,58,37,1,70,9,2,58,9,3,100,29,4,99,26, 
10,5,6,8,0,27,132,0,65,21,1,100,19,2,32,0,3,65,27,4,32,8, 
10,5,6,8,0,31,151,0,100,21,1,51,0,2,68,31,3,67,12,4,38,4, 
10,5,6,9,0,29,144,0,16,0,1,96,5,2,71,24,3,100,1,4,71,1, 
10,5,6,9,0,27,134,0,58,17,1,73,17,2,75,18,3,100,13,4,67,13, 
10,5,6,8,0,39,193,0,39,9,1,78,22,2,100,19,3,52,25,4,52,16, 
10,5,6,8,0,36,177,0,68,19,1,100,20,2,96,16,3,82,26,4,92,17, 
10,5,6,8,0,33,161,0,100,17,1,98,12,2,59,28,3,82,24,4,59,7, 
10,5,6,9,0,23,114,0,58,1,1,80,16,2,58,12,3,100,28,4,40,14, 
10,5,6,8,0,28,138,0,81,20,1,43,3,2,100,33,3,52,6,4,62,3, 
10,5,6,8,0,41,202,0,93,30,1,100,35,2,97,42,3,96,19,4,99,42, 
