mapLength,numberOfPlayers,diceMax,timeToBuildGame,timeToFinishGame,numberOfTurnsByPlayer,numberOfTurns,player1id,player1Pos,player1Coins,,,,,,,,,,,,,
10,5,6,7,1,41,202,0,86,15,1,100,15,2,54,0,3,72,33,4,70,17, 
10,5,6,8,0,30,147,0,69,17,1,100,23,2,89,11,3,79,5,4,79,14, 
10,5,6,9,0,24,117,0,50,0,1,100,5,2,67,22,3,90,11,4,50,0, 
10,5,6,8,0,38,186,0,100,23,1,54,0,2,99,23,3,79,5,4,13,3, 
10,5,6,8,1,34,168,0,71,11,1,79,26,2,100,5,3,96,17,4,69,13, 
10,5,6,8,0,31,152,0,80,5,1,100,16,2,20,5,3,61,19,4,34,1, 
10,5,6,8,0,30,146,0,100,28,1,63,2,2,60,20,3,26,7,4,60,11, 
10,5,6,8,0,35,175,0,54,8,1,78,20,2,41,0,3,51,9,4,100,19, 
10,5,6,8,0,44,218,0,64,5,1,55,10,2,100,14,3,93,13,4,48,11, 
10,5,6,8,0,40,198,0,47,24,1,23,12,2,100,52,3,85,22,4,79,32, 
10,5,6,8,0,36,177,0,97,62,1,100,29,2,66,25,3,44,15,4,53,22, 
10,5,6,8,0,22,108,0,43,13,1,42,17,2,100,0,3,57,14,4,57,6, 
10,5,6,8,0,43,215,0,98,6,1,99,37,2,77,31,3,93,13,4,100,57, 
10,5,6,8,0,35,171,0,100,57,1,79,32,2,80,19,3,79,28,4,71,32, 
10,5,6,8,0,35,171,0,100,21,1,41,6,2,87,29,3,70,6,4,68,24, 
10,5,6,8,0,24,120,0,48,8,1,39,14,2,25,6,3,65,15,4,100,17, 
10,5,6,7,0,33,163,0,29,5,1,29,1,2,100,13,3,90,29,4,29,9, 
10,5,6,12,0,39,191,0,100,18,1,83,17,2,91,6,3,72,18,4,85,12, 
10,5,6,8,0,30,150,0,73,35,1,87,27,2,41,17,3,69,39,4,100,39, 
10,5,6,8,0,47,233,0,92,21,1,92,12,2,100,19,3,87,11,4,86,20, 
10,5,6,9,0,30,148,0,84,3,1,53,5,2,100,13,3,78,9,4,64,0, 
10,5,6,8,0,37,185,0,97,30,1,45,12,2,81,15,3,53,5,4,100,17, 
10,5,6,8,0,38,187,0,88,27,1,100,48,2,77,18,3,34,23,4,77,11, 
10,5,6,9,0,44,220,0,72,6,1,18,7,2,72,6,3,30,1,4,100,32, 
10,5,6,8,0,35,173,0,76,20,1,62,11,2,100,0,3,88,45,4,69,9, 
10,5,6,8,0,27,135,0,83,17,1,51,18,2,76,26,3,25,6,4,100,10, 
10,5,6,8,0,41,202,0,67,22,1,100,32,2,55,31,3,98,27,4,61,42, 
10,5,6,8,0,31,155,0,95,16,1,81,15,2,77,40,3,91,17,4,100,15, 
10,5,6,9,0,35,175,0,99,46,1,50,16,2,71,15,3,61,10,4,100,32, 
10,5,6,10,0,25,124,0,36,10,1,71,10,2,22,5,3,100,15,4,9,3, 
10,5,6,8,0,39,191,0,100,22,1,50,5,2,74,16,3,27,21,4,50,10, 
10,5,6,8,0,32,156,0,100,13,1,86,9,2,88,7,3,43,8,4,63,16, 
10,5,6,11,0,34,170,0,97,13,1,43,5,2,73,8,3,93,4,4,100,15, 
10,5,6,8,0,24,120,0,63,12,1,75,38,2,54,20,3,80,45,4,100,32, 
10,5,6,8,0,53,261,0,100,30,1,99,25,2,84,28,3,90,33,4,87,18, 
10,5,6,8,0,30,147,0,86,15,1,100,34,2,67,22,3,39,17,4,99,9, 
10,5,6,8,0,24,117,0,26,5,1,100,20,2,60,18,3,13,10,4,44,17, 
10,5,6,8,0,38,186,0,100,8,1,86,0,2,99,20,3,65,5,4,99,36, 
10,5,6,9,0,29,141,0,100,18,1,63,5,2,40,0,3,32,10,4,46,5, 
10,5,6,8,0,21,101,0,100,10,1,47,13,2,62,28,3,29,15,4,81,28, 
10,5,6,8,0,30,146,0,100,2,1,63,10,2,36,8,3,31,11,4,63,15, 
10,5,6,8,0,27,135,0,55,25,1,54,5,2,91,24,3,56,0,4,100,29, 
10,5,6,8,0,42,210,0,84,18,1,84,21,2,59,8,3,65,5,4,100,33, 
10,5,6,8,0,39,191,0,100,15,1,71,5,2,62,7,3,86,7,4,14,0, 
10,5,6,8,0,41,204,0,84,14,1,84,10,2,84,6,3,100,6,4,51,5, 
10,5,6,9,0,51,251,0,100,30,1,99,24,2,99,38,3,70,15,4,96,21, 
10,5,6,8,0,28,137,0,47,12,1,100,3,2,86,10,3,52,6,4,52,11, 
10,5,6,8,0,30,150,0,35,25,1,93,34,2,81,10,3,84,27,4,100,40, 
10,5,6,8,0,48,238,0,66,34,1,92,39,2,100,21,3,97,36,4,67,5, 
10,5,6,8,0,43,213,0,99,9,1,75,17,2,100,40,3,91,15,4,72,20, 
10,5,6,9,0,39,193,0,86,26,1,60,0,2,100,24,3,69,13,4,85,30, 
10,5,6,8,0,31,151,0,100,13,1,45,11,2,29,11,3,22,5,4,78,14, 
10,5,6,8,0,51,251,0,100,15,1,90,45,2,47,9,3,51,20,4,49,25, 
10,5,6,9,0,40,197,0,60,24,1,100,19,2,69,19,3,96,45,4,69,9, 
10,5,6,8,0,28,138,0,67,23,1,30,12,2,100,5,3,38,0,4,78,0, 
10,5,6,8,0,36,180,0,68,14,1,79,4,2,47,10,3,99,50,4,100,61, 
10,5,6,8,0,36,176,0,100,12,1,98,21,2,63,18,3,75,21,4,63,7, 
10,5,6,8,0,31,151,0,100,15,1,54,8,2,52,0,3,30,5,4,59,15, 
10,5,6,8,0,40,200,0,97,5,1,76,13,2,85,13,3,99,21,4,100,0, 
10,5,6,8,0,26,129,0,80,9,1,85,32,2,45,21,3,100,28,4,65,8, 
10,5,6,8,0,21,105,0,72,19,1,77,25,2,25,6,3,57,22,4,100,15, 
10,5,6,8,0,34,167,0,83,37,1,100,7,2,90,19,3,84,10,4,94,12, 
10,5,6,8,0,37,184,0,96,32,1,92,49,2,98,30,3,100,35,4,51,10, 
10,5,6,8,0,39,192,0,69,34,1,100,26,2,52,13,3,53,16,4,58,26, 
10,5,6,8,0,38,189,0,65,30,1,59,10,2,70,11,3,100,25,4,95,41, 
10,5,6,8,0,33,164,0,95,31,1,81,44,2,89,16,3,100,42,4,99,35, 
10,5,6,8,0,41,202,0,80,16,1,100,13,2,62,5,3,96,18,4,62,0, 
10,5,6,8,0,43,212,0,82,1,1,100,24,2,38,10,3,42,0,4,38,2, 
10,5,6,9,0,37,182,0,31,15,1,100,15,2,24,10,3,58,10,4,68,5, 
10,5,6,9,0,20,100,0,45,5,1,35,5,2,49,12,3,72,13,4,100,0, 
10,5,6,8,0,51,253,0,87,27,1,75,23,2,100,19,3,87,46,4,87,24, 
10,5,6,9,0,38,186,0,100,24,1,85,33,2,78,16,3,61,11,4,96,36, 
10,5,6,8,0,41,205,0,99,26,1,93,22,2,66,21,3,71,36,4,100,33, 
10,5,6,7,0,34,167,0,75,30,1,100,15,2,88,22,3,77,22,4,79,5, 
10,5,6,8,0,60,296,0,100,20,1,97,17,2,39,20,3,59,14,4,94,19, 
10,5,6,9,0,23,113,0,4,0,1,84,7,2,100,23,3,4,0,4,56,21, 
10,5,6,10,0,27,135,0,42,6,1,65,34,2,23,3,3,90,9,4,100,21, 
10,5,6,8,0,56,276,0,100,30,1,75,3,2,87,18,3,52,7,4,72,8, 
10,5,6,10,0,35,175,0,76,14,1,39,6,2,43,6,3,68,13,4,100,22, 
10,5,6,10,0,48,236,0,100,15,1,71,12,2,76,31,3,75,5,4,99,10, 
10,5,6,9,0,46,229,0,97,14,1,55,21,2,98,30,3,100,20,4,71,19, 
10,5,6,15,0,36,180,0,80,12,1,97,19,2,99,14,3,54,21,4,100,16, 
10,5,6,20,0,29,142,0,99,12,1,100,9,2,68,24,3,80,2,4,57,21, 
10,5,6,8,0,38,190,0,91,15,1,50,5,2,55,26,3,78,26,4,100,21, 
10,5,6,8,0,39,191,0,100,59,1,86,10,2,53,12,3,67,20,4,49,16, 
10,5,6,8,0,32,157,0,84,8,1,100,22,2,57,5,3,76,19,4,86,14, 
10,5,6,8,0,33,164,0,64,15,1,56,4,2,61,0,3,100,10,4,39,26, 
10,5,6,8,0,21,104,0,38,2,1,49,5,2,49,17,3,100,10,4,54,1, 
10,5,6,9,0,35,171,0,100,66,1,77,12,2,32,14,3,80,13,4,84,5, 
10,5,6,8,0,34,166,0,100,22,1,93,16,2,70,23,3,90,15,4,70,22, 
10,5,6,8,0,25,125,0,17,0,1,43,6,2,86,15,3,55,15,4,100,15, 
10,5,6,8,0,33,162,0,99,61,1,100,53,2,28,0,3,6,0,4,85,35, 
10,5,6,8,0,44,220,0,64,20,1,96,11,2,99,54,3,95,11,4,100,24, 
10,5,6,7,0,45,221,0,100,119,1,96,13,2,82,2,3,97,27,4,99,57, 
10,5,6,7,0,26,126,0,100,19,1,56,38,2,91,19,3,17,6,4,58,23, 
10,5,6,8,0,28,137,0,45,21,1,100,32,2,58,23,3,67,9,4,83,34, 
10,5,6,8,0,36,178,0,72,25,1,97,18,2,100,24,3,76,7,4,75,11, 
10,5,6,9,0,42,206,0,100,24,1,95,45,2,89,22,3,98,24,4,36,14, 
10,5,6,8,0,28,140,0,54,0,1,91,15,2,68,10,3,40,19,4,100,16, 
10,5,6,8,0,41,203,0,69,18,1,85,49,2,100,19,3,80,17,4,80,4, 
10,5,6,8,0,35,171,0,100,32,1,88,15,2,97,22,3,56,20,4,83,35, 
10,5,6,9,0,52,257,0,83,16,1,100,27,2,86,11,3,50,10,4,87,25, 
10,5,6,9,0,35,172,0,31,5,1,100,30,2,90,13,3,42,14,4,64,18, 
10,5,6,8,0,35,173,0,70,31,1,45,20,2,100,19,3,84,24,4,77,40, 
10,5,6,8,0,30,146,0,100,9,1,63,11,2,75,5,3,66,0,4,73,5, 
10,5,6,8,0,58,286,0,100,24,1,87,5,2,93,15,3,87,28,4,64,6, 
10,5,6,8,0,46,228,0,69,25,1,97,15,2,100,30,3,95,26,4,54,19, 
10,5,6,8,0,59,291,0,100,13,1,86,45,2,68,26,3,46,32,4,90,34, 
10,5,6,7,0,46,230,0,73,13,1,99,42,2,50,12,3,96,18,4,100,13, 
10,5,6,8,0,44,217,0,99,7,1,100,11,2,87,29,3,99,13,4,98,14, 
10,5,6,8,0,37,183,0,50,17,1,16,14,2,100,5,3,20,4,4,35,0, 
10,5,6,8,0,26,128,0,49,20,1,66,33,2,100,21,3,64,30,4,27,10, 
10,5,6,8,0,22,110,0,73,14,1,67,37,2,59,15,3,17,2,4,100,9, 
10,5,6,8,0,39,193,0,53,8,1,97,4,2,100,21,3,44,17,4,93,14, 
10,5,6,9,0,40,197,0,85,38,1,100,29,2,97,54,3,75,24,4,37,11, 
10,5,6,8,0,47,235,0,58,15,1,72,4,2,86,24,3,76,11,4,100,21, 
10,5,6,8,0,28,136,0,100,34,1,39,4,2,44,5,3,79,20,4,65,15, 
10,5,6,8,0,37,185,0,96,42,1,43,0,2,37,8,3,91,27,4,100,18, 
10,5,6,8,0,20,96,0,100,5,1,50,6,2,51,10,3,50,5,4,92,11, 
10,5,6,9,0,28,136,0,100,10,1,96,20,2,62,7,3,22,8,4,79,7, 
10,5,6,8,0,34,167,0,74,5,1,100,28,2,31,2,3,31,5,4,31,6, 
10,5,6,9,0,36,176,0,100,9,1,99,7,2,91,9,3,98,15,4,88,22, 
10,5,6,8,0,20,98,0,37,15,1,30,10,2,100,28,3,64,6,4,37,1, 
10,5,6,12,0,31,152,0,58,15,1,100,26,2,35,12,3,27,6,4,23,13, 
10,5,6,8,0,36,180,0,97,2,1,20,2,2,88,19,3,95,16,4,100,16, 
10,5,6,8,0,21,101,0,100,19,1,17,0,2,40,11,3,44,20,4,17,0, 
10,5,6,8,0,34,169,0,85,11,1,72,2,2,80,7,3,100,16,4,88,12, 
10,5,6,8,0,28,138,0,88,11,1,31,5,2,100,15,3,31,0,4,59,5, 
10,5,6,8,0,27,133,0,71,16,1,67,1,2,100,25,3,51,10,4,51,10, 
10,5,6,9,0,47,233,0,74,12,1,70,27,2,100,14,3,98,31,4,46,6, 
10,5,6,9,0,46,229,0,38,5,1,99,26,2,38,0,3,100,26,4,41,2, 
10,5,6,8,0,26,130,0,55,11,1,49,14,2,49,16,3,55,28,4,100,25, 
10,5,6,8,0,38,187,0,35,29,1,100,28,2,57,6,3,68,35,4,35,15, 
10,5,6,8,0,47,232,0,46,21,1,100,30,2,64,17,3,95,30,4,99,23, 
10,5,6,9,0,48,240,0,51,22,1,98,28,2,84,21,3,83,28,4,100,23, 
10,5,6,8,0,33,163,0,59,25,1,75,23,2,100,21,3,79,25,4,96,12, 
10,5,6,8,1,41,202,0,97,21,1,100,16,2,73,10,3,79,23,4,59,18, 
10,5,6,8,0,37,183,0,72,15,1,61,8,2,100,10,3,84,10,4,70,16, 
10,5,6,8,0,24,119,0,46,10,1,43,2,2,37,8,3,100,25,4,50,16, 
10,5,6,8,0,29,144,0,36,2,1,98,5,2,69,13,3,100,16,4,37,5, 
10,5,6,8,0,30,146,0,100,16,1,43,15,2,66,16,3,75,14,4,50,25, 
10,5,6,8,1,49,243,0,60,14,1,49,16,2,100,19,3,72,11,4,99,38, 
10,5,6,8,0,33,164,0,55,28,1,61,15,2,81,19,3,100,16,4,62,6, 
10,5,6,8,0,48,237,0,69,21,1,100,8,2,67,37,3,69,10,4,98,17, 
10,5,6,7,0,31,152,0,77,14,1,100,10,2,58,14,3,48,3,4,59,5, 
10,5,6,8,0,40,199,0,59,10,1,54,12,2,71,26,3,100,15,4,81,35, 
10,5,6,9,0,28,138,0,78,16,1,58,10,2,100,46,3,72,6,4,18,5, 
10,5,6,8,0,41,203,0,96,28,1,97,33,2,100,37,3,63,33,4,99,12, 
10,5,6,8,0,34,170,0,94,17,1,46,7,2,97,29,3,69,25,4,100,33, 
10,5,6,8,0,71,352,0,82,28,1,100,10,2,99,12,3,82,37,4,97,14, 
10,5,6,8,0,37,181,0,100,14,1,34,5,2,45,17,3,71,19,4,71,26, 
10,5,6,8,0,24,117,0,52,7,1,100,36,2,59,28,3,78,8,4,27,2, 
10,5,6,8,0,24,117,0,20,8,1,100,22,2,34,17,3,47,24,4,29,3, 
10,5,6,10,0,43,214,0,82,18,1,84,22,2,82,24,3,100,15,4,82,12, 
10,5,6,8,0,25,124,0,56,16,1,59,9,2,81,8,3,100,16,4,55,4, 
10,5,6,8,0,32,158,0,67,11,1,95,4,2,100,41,3,57,22,4,67,13, 
10,5,6,8,0,38,186,0,100,11,1,70,5,2,84,10,3,96,27,4,84,23, 
10,5,6,9,0,22,106,0,100,28,1,11,5,2,46,8,3,32,10,4,32,5, 
10,5,6,8,0,41,201,0,100,27,1,86,28,2,94,21,3,99,29,4,93,21, 
10,5,6,8,0,35,171,0,100,35,1,82,46,2,73,17,3,90,10,4,71,26, 
10,5,6,8,0,47,235,0,99,25,1,90,32,2,69,16,3,41,11,4,100,41, 
10,5,6,8,0,30,147,0,35,35,1,100,41,2,86,10,3,26,3,4,92,23, 
10,5,6,8,0,35,171,0,100,28,1,95,32,2,33,10,3,65,9,4,91,17, 
10,5,6,8,0,27,131,0,100,8,1,51,15,2,69,48,3,29,18,4,73,12, 
10,5,6,8,0,43,212,0,82,29,1,100,19,2,59,22,3,98,66,4,38,25, 
10,5,6,8,0,44,219,0,46,22,1,23,16,2,23,5,3,100,74,4,80,11, 
10,5,6,10,0,32,157,0,97,23,1,100,6,2,51,9,3,99,18,4,90,16, 
10,5,6,8,0,31,153,0,38,8,1,95,18,2,100,21,3,74,35,4,71,15, 
10,5,6,9,0,28,136,0,100,0,1,82,5,2,49,9,3,20,5,4,71,11, 
10,5,6,8,0,35,175,0,80,7,1,63,26,2,97,0,3,84,16,4,100,0, 
10,5,6,8,0,37,184,0,59,5,1,98,0,2,59,5,3,100,1,4,71,9, 
10,5,6,8,0,30,148,0,62,15,1,51,6,2,100,19,3,38,0,4,98,50, 
10,5,6,8,0,30,150,0,73,8,1,82,1,2,99,22,3,30,6,4,100,5, 
10,5,6,8,0,40,199,0,66,35,1,78,33,2,97,22,3,100,6,4,72,26, 
10,5,6,8,0,36,177,0,64,36,1,100,26,2,64,18,3,97,41,4,65,42, 
10,5,6,9,0,40,200,0,64,4,1,39,8,2,64,5,3,88,20,4,100,25, 
10,5,6,8,0,36,180,0,87,33,1,85,21,2,99,40,3,98,22,4,100,40, 
10,5,6,8,0,45,221,0,100,24,1,98,18,2,67,5,3,47,6,4,26,0, 
10,5,6,7,0,30,146,0,100,28,1,20,2,2,86,36,3,96,31,4,54,6, 
10,5,6,7,0,34,167,0,41,23,1,100,26,2,16,0,3,67,19,4,70,10, 
10,5,6,9,1,43,214,0,49,11,1,47,5,2,39,26,3,100,7,4,64,14, 
10,5,6,9,0,51,253,0,83,20,1,96,33,2,100,52,3,75,36,4,82,36, 
10,5,6,8,0,19,94,0,59,20,1,7,0,2,31,0,3,100,18,4,7,0, 
10,5,6,9,0,37,181,0,100,15,1,51,11,2,48,9,3,7,0,4,67,6, 
10,5,6,8,0,34,167,0,62,16,1,100,41,2,82,20,3,23,0,4,62,0, 
10,5,6,9,0,34,168,0,99,12,1,99,38,2,100,12,3,52,15,4,98,41, 
10,5,6,19,0,39,194,0,69,21,1,67,20,2,87,29,3,100,22,4,83,24, 
10,5,6,8,1,29,144,0,56,14,1,64,6,2,70,9,3,100,18,4,49,0, 
10,5,6,8,0,30,146,0,100,42,1,90,21,2,97,25,3,68,18,4,32,5, 
10,5,6,8,0,44,218,0,94,22,1,70,14,2,100,34,3,70,18,4,70,20, 
10,5,6,8,0,42,208,0,33,14,1,99,16,2,100,28,3,82,26,4,70,18, 
10,5,6,8,0,52,256,0,100,72,1,65,20,2,57,25,3,63,44,4,60,43, 
10,5,6,8,0,26,128,0,52,10,1,75,16,2,100,13,3,43,6,4,81,0, 
10,5,6,8,0,31,153,0,99,23,1,46,0,2,100,8,3,46,16,4,98,13, 
10,5,6,9,0,41,203,0,86,13,1,35,12,2,100,16,3,69,18,4,74,12, 
10,5,6,12,0,34,166,0,100,28,1,71,26,2,72,24,3,69,18,4,71,13, 
10,5,6,11,0,48,240,0,60,15,1,89,42,2,70,1,3,66,6,4,100,11, 
10,5,6,8,1,46,227,0,61,20,1,100,39,2,61,11,3,99,8,4,93,24, 
10,5,6,8,0,30,147,0,50,3,1,100,27,2,87,9,3,48,20,4,96,25, 
10,5,6,8,0,28,139,0,57,13,1,76,19,2,86,20,3,100,19,4,49,7, 
10,5,6,7,0,33,162,0,64,15,1,100,16,2,94,15,3,68,11,4,52,4, 
10,5,6,8,0,44,216,0,100,12,1,88,22,2,76,21,3,94,16,4,98,19, 
10,5,6,8,0,31,152,0,58,21,1,100,30,2,94,22,3,11,2,4,24,7, 
10,5,6,8,0,29,142,0,86,20,1,100,4,2,88,8,3,90,21,4,25,5, 
10,5,6,10,0,36,176,0,100,33,1,89,30,2,84,23,3,96,30,4,61,10, 
10,5,6,15,0,35,173,0,47,15,1,76,24,2,100,16,3,73,6,4,46,11, 
10,5,6,8,0,40,197,0,68,15,1,100,33,2,95,38,3,43,9,4,61,24, 
10,5,6,8,0,36,177,0,73,24,1,100,33,2,82,12,3,77,23,4,99,27, 
10,5,6,7,0,31,153,0,97,37,1,51,18,2,100,16,3,86,23,4,46,20, 
10,5,6,8,0,53,265,0,99,16,1,38,1,2,33,0,3,98,24,4,100,17, 
10,5,6,8,0,33,161,0,100,15,1,95,14,2,96,21,3,74,2,4,70,9, 
10,5,6,8,0,24,117,0,86,10,1,100,10,2,39,10,3,77,20,4,39,5, 
10,5,6,8,0,34,166,0,100,10,1,35,15,2,16,0,3,41,0,4,40,3, 
10,5,6,8,0,35,174,0,90,30,1,81,31,2,38,4,3,100,5,4,81,26, 
10,5,6,8,0,57,281,0,100,24,1,81,46,2,90,36,3,57,11,4,67,17, 
10,5,6,8,0,53,264,0,97,8,1,85,10,2,85,20,3,100,58,4,82,15, 
10,5,6,7,0,32,156,0,100,43,1,63,6,2,89,20,3,68,17,4,93,37, 
10,5,6,7,0,44,219,0,64,17,1,99,22,2,79,12,3,100,42,4,45,5, 
10,5,6,8,0,73,362,0,76,41,1,100,29,2,76,36,3,95,48,4,76,28, 
10,5,6,8,0,39,193,0,87,21,1,81,19,2,100,25,3,57,15,4,98,29, 
10,5,6,8,0,26,129,0,76,28,1,39,12,2,5,0,3,100,17,4,20,15, 
10,5,6,8,0,38,187,0,44,0,1,100,65,2,94,47,3,72,20,4,94,20, 
10,5,6,8,0,35,173,0,45,8,1,97,30,2,100,29,3,42,4,4,85,27, 
10,5,6,8,0,29,141,0,100,28,1,55,22,2,47,13,3,80,21,4,44,13, 
10,5,6,7,0,41,205,0,51,15,1,85,15,2,51,2,3,84,26,4,100,12, 
10,5,6,8,0,38,186,0,100,25,1,86,25,2,34,12,3,86,14,4,86,20, 
10,5,6,8,0,38,189,0,84,25,1,64,15,2,73,17,3,100,20,4,94,36, 
10,5,6,8,0,36,178,0,81,22,1,47,12,2,100,20,3,40,1,4,97,5, 
10,5,6,8,0,27,132,0,47,17,1,100,20,2,23,7,3,74,17,4,95,51, 
10,5,6,9,0,34,166,0,100,12,1,83,3,2,91,28,3,90,10,4,67,16, 
10,5,6,9,0,29,145,0,26,0,1,69,5,2,19,4,3,69,15,4,100,29, 
10,5,6,8,0,70,347,0,73,25,1,100,29,2,99,25,3,88,6,4,48,20, 
10,5,6,8,0,30,146,0,100,16,1,57,11,2,81,14,3,99,25,4,50,18, 
10,5,6,7,1,42,208,0,85,20,1,77,15,2,100,65,3,57,17,4,66,20, 
10,5,6,8,0,36,179,0,80,14,1,50,5,2,75,15,3,100,9,4,38,5, 
10,5,6,8,0,32,158,0,34,14,1,99,8,2,100,39,3,55,13,4,99,16, 
10,5,6,8,0,24,119,0,40,20,1,14,10,2,32,10,3,100,35,4,70,8, 
10,5,6,8,0,42,209,0,36,10,1,89,20,2,93,52,3,100,26,4,84,30, 
10,5,6,8,0,38,189,0,72,8,1,52,6,2,52,11,3,100,16,4,80,32, 
10,5,6,9,0,47,233,0,39,31,1,99,53,2,100,58,3,79,33,4,85,59, 
10,5,6,9,0,28,137,0,44,16,1,100,3,2,73,6,3,55,0,4,55,10, 
10,5,6,9,0,33,162,0,92,14,1,100,37,2,91,18,3,84,22,4,54,29, 
10,5,6,9,0,39,191,0,100,35,1,78,9,2,72,19,3,89,7,4,68,20, 
10,5,6,9,0,31,155,0,98,10,1,91,20,2,78,11,3,37,16,4,100,19, 
10,5,6,8,0,40,197,0,91,11,1,100,21,2,50,0,3,91,27,4,37,5, 
10,5,6,8,0,30,147,0,96,62,1,100,37,2,77,18,3,43,25,4,98,34, 
10,5,6,8,0,43,214,0,90,31,1,75,17,2,82,40,3,100,25,4,40,25, 
10,5,6,8,0,29,141,0,100,10,1,75,5,2,85,5,3,82,17,4,64,27, 
10,5,6,7,0,35,171,0,100,26,1,77,6,2,89,29,3,75,25,4,48,19, 
10,5,6,9,0,57,284,0,99,35,1,91,15,2,98,26,3,100,9,4,93,23, 
10,5,6,9,0,35,171,0,100,22,1,75,21,2,97,17,3,99,29,4,78,22, 
10,5,6,9,0,56,278,0,90,6,1,64,0,2,100,8,3,92,8,4,62,10, 
10,5,6,9,0,38,190,0,77,22,1,58,8,2,79,13,3,58,7,4,100,6, 
10,5,6,9,0,34,170,0,47,18,1,95,13,2,52,5,3,50,5,4,100,10, 
10,5,6,9,0,32,160,0,51,7,1,84,5,2,69,20,3,49,18,4,100,32, 
10,5,6,9,0,32,157,0,57,6,1,100,33,2,54,13,3,75,18,4,91,11, 
10,5,6,9,0,34,169,0,99,33,1,99,33,2,94,20,3,100,22,4,15,0, 
10,5,6,9,0,41,205,0,99,17,1,66,13,2,89,14,3,41,19,4,100,27, 
10,5,6,9,0,24,117,0,49,0,1,100,11,2,89,21,3,98,6,4,72,11, 
10,5,6,10,0,25,124,0,25,21,1,40,18,2,38,5,3,100,16,4,38,5, 
10,5,6,9,0,40,200,0,86,18,1,61,5,2,93,5,3,63,3,4,100,27, 
10,5,6,8,0,50,247,0,47,30,1,100,41,2,80,23,3,98,19,4,69,20, 
10,5,6,8,0,36,179,0,86,40,1,88,24,2,92,29,3,100,25,4,91,44, 
10,5,6,8,0,39,195,0,59,10,1,79,4,2,97,12,3,65,21,4,100,34, 
10,5,6,8,0,25,121,0,100,39,1,64,5,2,97,41,3,56,5,4,40,22, 
10,5,6,8,0,39,193,0,26,5,1,74,21,2,100,22,3,32,10,4,56,9, 
10,5,6,8,0,35,173,0,51,5,1,21,2,2,100,9,3,77,5,4,99,29, 
10,5,6,8,0,41,203,0,95,11,1,99,59,2,100,14,3,63,22,4,99,89, 
10,5,6,9,0,41,202,0,22,13,1,100,33,2,22,5,3,70,9,4,22,4, 
10,5,6,9,0,28,139,0,55,8,1,93,26,2,37,5,3,100,20,4,45,7, 
10,5,6,8,0,33,162,0,72,59,1,100,36,2,77,16,3,82,37,4,84,32, 
10,5,6,8,0,25,122,0,32,10,1,100,13,2,68,14,3,51,10,4,69,0, 
10,5,6,8,0,31,151,0,100,27,1,52,29,2,96,34,3,75,10,4,40,21, 
10,5,6,8,0,34,167,0,77,30,1,100,42,2,41,3,3,19,0,4,19,0, 
10,5,6,8,0,64,317,0,98,9,1,100,22,2,47,10,3,47,15,4,63,21, 
10,5,6,8,0,29,145,0,73,7,1,61,6,2,97,39,3,33,16,4,100,22, 
10,5,6,9,0,49,243,0,86,10,1,84,39,2,100,25,3,94,25,4,86,19, 
10,5,6,9,0,47,235,0,98,7,1,98,5,2,46,18,3,54,44,4,100,39, 
10,5,6,9,0,33,161,0,100,26,1,85,26,2,19,8,3,97,21,4,69,1, 
10,5,6,9,0,36,176,0,100,32,1,92,10,2,27,5,3,58,15,4,21,10, 
10,5,6,9,0,37,183,0,85,16,1,80,29,2,100,57,3,71,27,4,68,10, 
10,5,6,8,0,31,153,0,11,5,1,85,24,2,100,20,3,97,19,4,57,15, 
10,5,6,8,0,31,151,0,100,24,1,74,4,2,65,7,3,44,3,4,36,3, 
10,5,6,8,0,44,218,0,95,25,1,96,28,2,100,52,3,94,31,4,95,42, 
10,5,6,8,0,33,162,0,83,6,1,100,25,2,93,23,3,45,13,4,82,19, 
10,5,6,8,0,38,186,0,100,34,1,46,18,2,74,36,3,46,2,4,79,17, 
10,5,6,9,0,32,157,0,54,17,1,100,9,2,87,5,3,90,15,4,11,0, 
10,5,6,9,0,47,232,0,94,10,1,100,25,2,82,20,3,97,45,4,97,16, 
10,5,6,9,0,51,254,0,65,8,1,65,11,2,70,15,3,100,22,4,97,32, 
10,5,6,9,0,40,196,0,100,18,1,41,40,2,85,23,3,69,23,4,50,25, 
10,5,6,9,0,46,228,0,89,31,1,58,9,2,100,32,3,90,60,4,52,27, 
10,5,6,9,0,32,160,0,57,22,1,72,11,2,75,14,3,79,14,4,100,5, 
10,5,6,9,0,29,141,0,100,17,1,59,0,2,77,15,3,29,5,4,51,25, 
10,5,6,8,1,35,173,0,64,5,1,62,26,2,100,15,3,66,20,4,96,16, 
10,5,6,9,0,58,287,0,90,34,1,100,19,2,56,8,3,94,35,4,53,0, 
10,5,6,8,0,31,151,0,100,30,1,82,15,2,60,10,3,53,13,4,61,39, 
10,5,6,8,0,36,180,0,52,29,1,23,34,2,57,27,3,96,45,4,100,23, 
10,5,6,9,0,34,168,0,57,10,1,68,26,2,100,18,3,76,7,4,83,48, 
10,5,6,8,0,31,155,0,86,20,1,86,40,2,56,22,3,86,25,4,100,30, 
10,5,6,8,0,34,167,0,97,16,1,100,30,2,50,0,3,99,15,4,51,0, 
10,5,6,8,0,33,162,0,74,5,1,100,28,2,90,16,3,17,1,4,28,0, 
10,5,6,8,0,31,155,0,99,14,1,71,26,2,74,5,3,57,20,4,100,28, 
