,,,,,Turn,,,,,,,,,,,,,,,,
10,5,20,8,1,6,0,19,0,1,100,19,2,20,35,3,31,0,4,79,27, 
10,5,20,8,0,21,0,100,11,1,42,0,2,99,72,3,95,10,4,74,5, 
10,5,20,7,1,26,0,33,0,1,100,10,2,99,46,3,97,24,4,54,0, 
10,5,20,8,0,35,0,99,60,1,68,27,2,99,24,3,100,19,4,65,13, 
10,5,20,8,0,10,0,94,10,1,100,17,2,16,0,3,18,0,4,3,0, 
10,5,20,8,0,9,0,75,6,1,70,4,2,100,13,3,90,28,4,80,9, 
10,5,20,8,0,20,0,97,62,1,100,17,2,47,5,3,96,27,4,14,0, 
10,5,20,8,0,39,0,95,25,1,97,24,2,99,26,3,23,0,4,100,68, 
10,5,20,8,0,31,0,95,45,1,100,27,2,35,5,3,53,5,4,35,21, 
10,5,20,9,0,34,0,58,21,1,99,65,2,64,11,3,100,2,4,33,18, 
10,5,20,8,0,11,0,35,0,1,98,0,2,98,5,3,100,11,4,97,13, 
10,5,20,8,0,13,0,38,5,1,100,29,2,58,0,3,58,18,4,48,10, 
10,5,20,7,0,15,0,100,16,1,85,32,2,98,10,3,59,5,4,98,37, 
10,5,20,8,0,36,0,76,0,1,96,31,2,50,0,3,41,0,4,100,16, 
10,5,20,8,0,12,0,93,0,1,28,5,2,87,8,3,98,24,4,100,16, 
10,5,20,8,0,16,0,96,7,1,46,0,2,82,0,3,35,5,4,100,28, 
10,5,20,8,0,14,0,35,12,1,80,5,2,18,5,3,100,42,4,86,1, 
10,5,20,8,0,24,0,75,5,1,40,0,2,100,25,3,98,91,4,14,0, 
10,5,20,8,0,34,0,99,15,1,98,10,2,20,0,3,100,0,4,80,23, 
10,5,20,7,0,22,0,100,19,1,14,0,2,91,51,3,50,10,4,26,5, 
10,5,20,8,0,28,0,76,0,1,97,45,2,100,64,3,30,10,4,96,52, 
10,5,20,8,0,15,0,98,20,1,86,37,2,100,0,3,32,0,4,98,53, 
10,5,20,7,0,18,0,100,21,1,79,5,2,26,0,3,99,28,4,37,20, 
10,5,20,8,0,19,0,95,0,1,40,5,2,100,28,3,97,22,4,55,0, 
10,5,20,8,0,21,0,99,19,1,100,11,2,99,11,3,99,28,4,99,17, 
10,5,20,8,1,40,0,16,0,1,100,16,2,80,5,3,37,0,4,37,0, 
10,5,20,8,0,47,0,98,61,1,100,81,2,38,13,3,38,0,4,42,15, 
10,5,20,8,0,23,0,99,5,1,100,17,2,90,0,3,99,14,4,52,0, 
10,5,20,9,0,15,0,100,10,1,46,0,2,45,28,3,4,0,4,30,0, 
10,5,20,7,0,13,0,93,42,1,90,3,2,97,0,3,100,14,4,2,0, 
10,5,20,7,0,10,0,52,12,1,100,41,2,97,26,3,18,0,4,97,11, 
10,5,20,7,0,24,0,55,0,1,100,8,2,99,0,3,23,5,4,55,5, 
10,5,20,9,0,11,0,55,5,1,19,0,2,98,19,3,16,0,4,100,14, 
10,5,20,8,0,13,0,92,0,1,100,25,2,45,5,3,63,48,4,90,10, 
10,5,20,8,0,10,0,100,36,1,5,0,2,8,0,3,59,40,4,98,28, 
10,5,20,8,0,48,0,100,18,1,67,10,2,99,21,3,99,55,4,67,5, 
10,5,20,8,0,20,0,63,39,1,56,0,2,78,25,3,100,10,4,98,10, 
10,5,20,9,0,40,0,25,11,1,4,0,2,57,6,3,40,22,4,100,40, 
10,5,20,7,0,11,0,37,10,1,87,0,2,35,0,3,92,14,4,100,13, 
10,5,20,8,0,11,0,100,0,1,78,29,2,78,32,3,89,5,4,33,15, 
10,5,20,8,0,33,0,93,33,1,100,27,2,60,5,3,97,0,4,99,25, 
10,5,20,9,0,36,0,60,10,1,99,36,2,98,0,3,57,5,4,100,83, 
10,5,20,8,0,8,0,100,22,1,41,5,2,80,34,3,20,0,4,97,57, 
10,5,20,8,0,8,0,56,0,1,98,14,2,30,0,3,100,17,4,2,0, 
10,5,20,8,1,26,0,43,11,1,60,0,2,98,111,3,100,25,4,56,46, 
10,5,20,8,0,25,0,54,15,1,54,34,2,58,5,3,46,52,4,100,41, 
10,5,20,8,0,18,0,14,0,1,21,0,2,65,2,3,97,11,4,100,59, 
10,5,20,8,0,22,0,100,8,1,30,0,2,43,0,3,24,0,4,40,0, 
10,5,20,9,0,20,0,24,0,1,90,74,2,24,0,3,100,18,4,18,0, 
10,5,20,8,0,12,0,69,5,1,98,38,2,92,15,3,98,20,4,100,15, 
10,5,20,7,0,23,0,100,13,1,99,13,2,68,25,3,99,20,4,47,35, 
10,5,20,8,0,10,0,100,17,1,79,24,2,21,0,3,41,23,4,87,29, 
10,5,20,8,0,10,0,8,0,1,15,0,2,100,11,3,8,0,4,92,13, 
10,5,20,8,0,16,0,59,6,1,100,15,2,88,51,3,59,20,4,95,14, 
10,5,20,9,0,21,0,100,45,1,6,1,2,46,5,3,92,8,4,55,0, 
10,5,20,8,0,34,0,53,0,1,100,60,2,99,15,3,80,19,4,36,4, 
10,5,20,7,0,38,0,7,0,1,99,30,2,69,19,3,100,5,4,9,5, 
10,5,20,6,0,23,0,37,0,1,68,12,2,30,0,3,5,0,4,100,13, 
10,5,20,7,0,13,0,10,0,1,100,0,2,99,10,3,72,18,4,94,20, 
10,5,20,9,0,21,0,97,25,1,100,35,2,88,7,3,99,56,4,26,0, 
10,5,20,8,0,14,0,16,1,1,100,16,2,99,10,3,83,17,4,6,0, 
10,5,20,8,0,10,0,14,0,1,67,10,2,71,7,3,100,16,4,22,0, 
10,5,20,8,0,27,0,81,53,1,100,34,2,80,18,3,21,0,4,17,0, 
10,5,20,8,0,21,0,100,27,1,22,14,2,54,0,3,19,0,4,22,20, 
10,5,20,9,0,15,0,9,0,1,52,5,2,34,11,3,68,0,4,100,43, 
10,5,20,8,0,15,0,98,36,1,37,0,2,98,5,3,100,20,4,30,5, 
10,5,20,9,0,22,0,99,16,1,43,0,2,97,0,3,69,33,4,100,15, 
10,5,20,7,0,13,0,99,36,1,24,0,2,74,6,3,96,0,4,100,2, 
10,5,20,8,0,10,0,77,7,1,59,15,2,49,4,3,80,8,4,100,65, 
10,5,20,9,0,15,0,93,10,1,99,15,2,68,5,3,100,10,4,4,0, 
10,5,20,9,0,25,0,95,24,1,99,28,2,61,23,3,100,40,4,98,82, 
10,5,20,8,0,19,0,100,61,1,59,0,2,20,11,3,99,30,4,99,11, 
10,5,20,9,0,12,0,29,5,1,100,34,2,95,16,3,13,0,4,43,16, 
10,5,20,8,0,15,0,97,16,1,100,31,2,14,0,3,97,5,4,87,15, 
10,5,20,11,0,8,0,100,0,1,11,0,2,46,0,3,11,0,4,2,0, 
10,5,20,20,0,32,0,89,14,1,87,97,2,100,5,3,97,61,4,98,20, 
10,5,20,8,0,27,0,24,0,1,99,15,2,24,6,3,100,8,4,99,16, 
10,5,20,8,0,12,0,97,6,1,100,5,2,97,11,3,50,0,4,93,10, 
10,5,20,8,0,62,0,100,20,1,99,33,2,99,28,3,99,5,4,99,64, 
10,5,20,8,0,18,0,14,0,1,98,60,2,100,67,3,35,20,4,82,5, 
10,5,20,8,0,12,0,100,26,1,65,0,2,97,47,3,98,5,4,90,14, 
10,5,20,8,0,37,0,64,5,1,100,13,2,88,14,3,58,5,4,54,0, 
10,5,20,9,0,53,0,99,33,1,100,16,2,99,75,3,62,5,4,66,50, 
10,5,20,8,0,25,0,100,90,1,96,72,2,36,0,3,97,17,4,94,70, 
10,5,20,8,0,79,0,100,13,1,98,97,2,83,11,3,51,18,4,71,27, 
10,5,20,8,0,23,0,89,8,1,11,0,2,33,16,3,100,5,4,42,0, 
10,5,20,8,0,20,0,99,5,1,97,5,2,21,0,3,100,21,4,98,20, 
10,5,20,8,0,11,0,91,18,1,79,20,2,95,25,3,21,5,4,100,5, 
10,5,20,8,0,33,0,99,36,1,29,5,2,29,5,3,92,25,4,100,5, 
10,5,20,9,0,31,0,29,0,1,60,0,2,99,1,3,80,5,4,100,97, 
10,5,20,8,0,13,0,35,0,1,100,47,2,2,0,3,37,0,4,87,35, 
10,5,20,7,0,39,0,99,6,1,99,40,2,6,0,3,100,0,4,99,15, 
10,5,20,7,0,14,0,100,10,1,66,0,2,10,0,3,53,0,4,10,0, 
10,5,20,10,0,15,0,8,0,1,100,3,2,8,0,3,91,0,4,24,0, 
10,5,20,8,0,19,0,98,12,1,75,22,2,26,0,3,65,0,4,100,0, 
10,5,20,8,0,14,0,100,15,1,91,0,2,42,6,3,98,40,4,92,10, 
10,5,20,8,0,10,0,12,0,1,23,31,2,100,9,3,82,5,4,12,0, 
10,5,20,8,0,38,0,83,96,1,92,49,2,100,102,3,40,0,4,35,0, 
10,5,20,8,0,17,0,67,5,1,92,0,2,28,0,3,58,0,4,100,17, 
10,5,20,8,0,16,0,70,15,1,100,17,2,31,5,3,28,0,4,65,0, 
10,5,20,8,0,16,0,88,5,1,26,0,2,68,7,3,99,1,4,100,0, 
10,5,20,8,0,10,0,76,0,1,79,19,2,93,16,3,52,0,4,100,0, 
10,5,20,9,0,30,0,100,19,1,38,0,2,9,0,3,94,20,4,99,9, 
10,5,20,8,0,14,0,96,25,1,74,22,2,100,20,3,27,14,4,36,14, 
10,5,20,8,0,22,0,67,41,1,49,14,2,100,3,3,98,16,4,49,0, 
10,5,20,8,0,13,0,21,0,1,58,13,2,54,12,3,97,0,4,100,2, 
10,5,20,8,0,12,0,16,0,1,93,15,2,100,38,3,84,34,4,59,10, 
10,5,20,8,0,64,0,98,5,1,14,0,2,98,38,3,98,40,4,100,37, 
10,5,20,8,0,11,0,11,0,1,11,0,2,100,5,3,37,12,4,5,0, 
10,5,20,10,0,14,0,36,2,1,15,0,2,100,21,3,15,0,4,92,42, 
10,5,20,8,0,18,0,100,8,1,33,0,2,41,8,3,98,38,4,44,0, 
10,5,20,8,0,18,0,3,5,1,98,26,2,96,26,3,53,0,4,100,0, 
10,5,20,8,0,18,0,100,15,1,76,10,2,20,0,3,20,2,4,20,8, 
10,5,20,8,0,15,0,100,27,1,59,26,2,94,50,3,59,20,4,59,10, 
10,5,20,8,0,11,0,13,0,1,100,6,2,13,0,3,17,0,4,13,0, 
10,5,20,7,0,9,0,15,10,1,18,0,2,32,10,3,100,11,4,42,12, 
10,5,20,7,0,58,0,35,6,1,98,24,2,72,16,3,99,55,4,100,98, 
10,5,20,9,0,16,0,2,0,1,100,0,2,2,0,3,98,16,4,98,30, 
10,5,20,11,0,14,0,100,38,1,52,15,2,33,5,3,18,0,4,92,5, 
10,5,20,9,0,37,0,100,38,1,59,16,2,99,10,3,98,21,4,98,5, 
10,5,20,8,0,57,0,100,24,1,62,0,2,99,103,3,44,5,4,99,56, 
10,5,20,8,0,12,0,100,15,1,97,70,2,59,0,3,31,24,4,31,0, 
10,5,20,8,0,15,0,88,5,1,46,0,2,62,21,3,100,10,4,60,12, 
10,5,20,9,0,12,0,7,0,1,88,20,2,56,12,3,95,36,4,100,24, 
10,5,20,8,0,16,0,100,56,1,51,0,2,5,0,3,36,6,4,10,0, 
10,5,20,8,0,11,0,21,0,1,24,0,2,100,19,3,41,0,4,21,0, 
10,5,20,8,0,7,0,45,17,1,45,8,2,87,36,3,20,0,4,100,0, 
10,5,20,8,0,18,0,99,54,1,74,34,2,100,10,3,3,0,4,12,0, 
10,5,20,8,0,8,0,5,0,1,100,0,2,5,0,3,3,0,4,28,0, 
10,5,20,9,0,8,0,28,0,1,100,0,2,20,0,3,50,18,4,50,12, 
10,5,20,8,0,9,0,32,9,1,100,23,2,56,0,3,11,0,4,11,0, 
10,5,20,9,0,13,0,100,42,1,94,10,2,90,45,3,40,5,4,94,13, 
10,5,20,9,0,21,0,38,2,1,91,5,2,100,21,3,98,35,4,99,61, 
10,5,20,9,0,13,0,14,0,1,56,0,2,94,20,3,100,5,4,16,0, 
10,5,20,8,0,23,0,100,21,1,29,0,2,44,0,3,98,23,4,12,0, 
10,5,20,8,0,18,0,49,5,1,92,0,2,97,10,3,100,16,4,96,16, 
10,5,20,8,0,18,0,2,0,1,51,6,2,100,27,3,61,10,4,51,15, 
10,5,20,9,0,15,0,96,9,1,54,14,2,100,17,3,17,0,4,22,0, 
10,5,20,9,0,20,0,26,0,1,100,71,2,95,0,3,68,0,4,30,5, 
10,5,20,9,0,17,0,99,7,1,82,45,2,53,16,3,100,25,4,53,11, 
10,5,20,8,0,25,0,100,32,1,3,0,2,3,0,3,97,90,4,97,55, 
10,5,20,8,0,27,0,45,0,1,87,42,2,37,0,3,100,24,4,99,22, 
10,5,20,8,0,30,0,30,0,1,96,70,2,30,5,3,51,2,4,100,55, 
10,5,20,8,0,30,0,99,7,1,39,0,2,99,36,3,100,31,4,99,45, 
10,5,20,8,0,37,0,33,2,1,99,63,2,100,71,3,49,0,4,99,65, 
10,5,20,8,0,13,0,28,0,1,44,16,2,28,0,3,89,38,4,100,5, 
10,5,20,8,0,21,0,100,21,1,96,12,2,98,0,3,33,0,4,9,0, 
10,5,20,8,0,7,0,10,0,1,13,5,2,100,13,3,52,5,4,58,21, 
10,5,20,8,0,27,0,100,13,1,99,47,2,99,5,3,53,5,4,50,5, 
10,5,20,8,0,26,0,99,7,1,99,25,2,100,103,3,99,29,4,93,31, 
10,5,20,7,0,16,0,100,123,1,14,0,2,78,2,3,12,0,4,53,0, 
10,5,20,8,0,10,0,58,5,1,100,9,2,87,20,3,40,0,4,94,0, 
10,5,20,9,0,28,0,17,5,1,63,68,2,100,41,3,98,150,4,90,20, 
10,5,20,8,0,27,0,99,58,1,100,133,2,37,0,3,48,10,4,48,20, 
10,5,20,8,0,8,0,58,5,1,30,0,2,79,0,3,100,36,4,45,0, 
10,5,20,8,0,8,0,29,0,1,35,5,2,10,9,3,80,5,4,100,0, 
10,5,20,8,0,12,0,4,0,1,100,20,2,52,11,3,63,0,4,99,25, 
10,5,20,8,0,25,0,99,47,1,38,0,2,76,57,3,100,25,4,38,5, 
10,5,20,8,0,18,0,99,0,1,96,60,2,99,19,3,98,46,4,100,7, 
10,5,20,8,0,18,0,94,20,1,9,0,2,100,73,3,9,0,4,9,0, 
10,5,20,8,0,10,0,59,5,1,100,22,2,31,5,3,97,29,4,99,5, 
10,5,20,8,0,6,0,95,0,1,100,10,2,27,0,3,27,10,4,78,15, 
10,5,20,8,0,18,0,58,0,1,98,32,2,32,0,3,100,24,4,55,0, 
10,5,20,8,0,10,0,100,28,1,16,0,2,16,0,3,20,0,4,34,5, 
10,5,20,8,0,15,0,21,14,1,100,39,2,61,5,3,45,5,4,98,14, 
10,5,20,8,0,21,0,94,11,1,23,0,2,13,0,3,100,32,4,5,0, 
10,5,20,7,0,19,0,20,0,1,70,0,2,94,16,3,67,5,4,100,13, 
10,5,20,8,0,9,0,49,5,1,55,2,2,2,0,3,100,1,4,31,0, 
10,5,20,8,0,22,0,69,0,1,50,27,2,100,15,3,44,5,4,60,23, 
10,5,20,9,0,10,0,99,25,1,100,0,2,37,5,3,93,5,4,9,0, 
10,5,20,8,0,9,0,29,0,1,50,13,2,9,1,3,100,5,4,12,3, 
10,5,20,8,0,21,0,44,0,1,47,10,2,95,5,3,64,14,4,100,0, 
10,5,20,8,0,22,0,44,0,1,27,0,2,100,37,3,27,0,4,55,1, 
10,5,20,7,0,27,0,100,24,1,87,84,2,29,5,3,98,39,4,99,26, 
10,5,20,7,0,16,0,50,8,1,98,17,2,100,0,3,98,10,4,65,10, 
10,5,20,8,0,10,0,16,0,1,100,20,2,83,9,3,70,5,4,56,5, 
10,5,20,8,0,8,0,79,10,1,84,10,2,17,0,3,84,5,4,100,7, 
10,5,20,9,0,18,0,100,21,1,18,0,2,47,5,3,32,0,4,26,0, 
10,5,20,8,0,8,0,24,13,1,59,48,2,100,15,3,8,0,4,49,44, 
10,5,20,8,0,23,0,35,11,1,97,10,2,99,18,3,100,19,4,57,0, 
10,5,20,8,0,11,0,98,29,1,51,0,2,90,8,3,86,14,4,100,11, 
10,5,20,12,0,69,0,96,24,1,44,5,2,100,0,3,98,50,4,99,16, 
10,5,20,12,0,38,0,52,0,1,6,0,2,51,11,3,45,9,4,100,30, 
10,5,20,9,0,12,0,100,20,1,89,22,2,28,0,3,28,0,4,64,5, 
10,5,20,12,0,26,0,56,16,1,99,6,2,38,12,3,5,0,4,100,9, 
10,5,20,7,0,36,0,96,35,1,100,59,2,60,47,3,98,16,4,36,0, 
10,5,20,8,0,15,0,95,10,1,22,12,2,35,0,3,100,4,4,70,21, 
10,5,20,9,0,23,0,42,20,1,100,31,2,11,0,3,62,3,4,11,0, 
10,5,20,9,0,12,0,44,5,1,99,10,2,90,22,3,100,46,4,15,0, 
10,5,20,8,0,12,0,12,0,1,12,0,2,95,20,3,100,15,4,23,19, 
10,5,20,7,0,28,0,100,25,1,98,23,2,88,7,3,66,5,4,87,56, 
10,5,20,8,0,14,0,98,25,1,18,0,2,13,0,3,100,58,4,41,1, 
10,5,20,8,0,18,0,59,0,1,43,2,2,59,0,3,20,0,4,100,5, 
10,5,20,8,0,33,0,100,20,1,99,70,2,96,26,3,56,34,4,98,13, 
10,5,20,8,0,32,0,96,9,1,20,0,2,20,21,3,12,0,4,100,30, 
10,5,20,8,0,14,0,62,3,1,100,0,2,40,32,3,97,74,4,39,0, 
10,5,20,9,0,28,0,76,0,1,76,5,2,100,0,3,40,0,4,65,19, 
10,5,20,8,0,39,0,23,15,1,23,0,2,41,7,3,100,136,4,41,5, 
10,5,20,8,0,23,0,100,80,1,17,10,2,91,67,3,17,0,4,95,71, 
10,5,20,9,0,23,0,89,35,1,38,0,2,78,0,3,9,0,4,100,52, 
10,5,20,9,0,13,0,100,36,1,41,15,2,28,15,3,14,0,4,99,25, 
10,5,20,8,0,13,0,83,36,1,37,0,2,13,0,3,100,39,4,13,0, 
10,5,20,8,0,35,0,100,5,1,94,0,2,45,0,3,22,0,4,53,0, 
10,5,20,8,0,13,0,84,26,1,100,23,2,71,0,3,73,15,4,71,5, 
10,5,20,9,0,19,0,99,38,1,4,0,2,99,71,3,100,11,4,25,0, 
10,5,20,8,0,12,0,88,14,1,66,6,2,100,18,3,61,10,4,60,5, 
10,5,20,8,0,24,0,37,5,1,99,15,2,99,62,3,46,8,4,100,15, 
10,5,20,7,0,14,0,7,3,1,39,0,2,80,39,3,100,10,4,89,49, 
10,5,20,8,0,18,0,37,5,1,35,5,2,100,73,3,98,5,4,42,5, 
10,5,20,9,0,49,0,30,7,1,16,10,2,99,5,3,19,15,4,100,30, 
10,5,20,8,0,17,0,29,18,1,100,4,2,94,0,3,39,5,4,29,17, 
10,5,20,9,0,23,0,87,40,1,38,5,2,38,29,3,100,34,4,11,0, 
10,5,20,8,0,20,0,5,9,1,100,11,2,98,29,3,70,0,4,10,0, 
10,5,20,8,0,10,0,100,10,1,66,0,2,90,23,3,97,15,4,2,0, 
10,5,20,7,0,16,0,99,5,1,35,5,2,99,5,3,91,33,4,100,0, 
10,5,20,8,0,20,0,100,15,1,58,0,2,69,26,3,58,0,4,99,25, 
10,5,20,8,0,16,0,100,38,1,12,0,2,9,0,3,99,41,4,43,5, 
10,5,20,7,0,21,0,30,0,1,98,10,2,100,0,3,99,17,4,97,26, 
10,5,20,8,0,43,0,98,5,1,100,24,2,41,78,3,48,8,4,60,0, 
10,5,20,7,0,16,0,100,62,1,42,18,2,99,29,3,18,0,4,97,11, 
10,5,20,8,0,47,0,98,9,1,99,36,2,90,22,3,99,33,4,100,20, 
10,5,20,8,0,19,0,96,6,1,51,20,2,19,0,3,96,17,4,100,5, 
10,5,20,8,0,30,0,75,21,1,97,49,2,97,43,3,100,6,4,78,5, 
10,5,20,8,0,9,0,8,0,1,43,10,2,39,0,3,97,0,4,100,5, 
10,5,20,9,0,15,0,94,0,1,77,34,2,98,27,3,97,9,4,100,20, 
10,5,20,7,0,27,0,99,80,1,99,26,2,100,16,3,93,20,4,99,15, 
10,5,20,8,0,44,0,100,126,1,78,17,2,99,48,3,31,0,4,72,29, 
10,5,20,9,0,19,0,100,55,1,29,11,2,99,42,3,99,77,4,99,46, 
10,5,20,8,0,11,0,100,5,1,36,15,2,13,0,3,16,0,4,13,0, 
10,5,20,8,0,23,0,21,0,1,100,27,2,21,0,3,58,0,4,99,45, 
10,5,20,8,0,15,0,56,0,1,14,0,2,100,22,3,56,13,4,77,0, 
10,5,20,9,0,15,0,52,11,1,11,5,2,77,23,3,99,23,4,100,29, 
10,5,20,8,0,8,0,100,0,1,30,5,2,21,2,3,21,0,4,60,0, 
10,5,20,8,0,19,0,98,29,1,10,5,2,100,38,3,32,1,4,45,0, 
10,5,20,9,0,19,0,60,5,1,60,5,2,5,0,3,100,43,4,98,9, 
10,5,20,9,0,19,0,19,8,1,100,48,2,43,0,3,84,79,4,9,0, 
10,5,20,8,0,21,0,91,30,1,95,5,2,100,9,3,99,15,4,98,75, 
10,5,20,8,0,17,0,100,29,1,44,0,2,28,0,3,51,10,4,40,14, 
10,5,20,8,0,13,0,26,5,1,26,0,2,26,13,3,53,5,4,100,10, 
10,5,20,8,0,30,0,98,16,1,100,20,2,98,27,3,96,0,4,15,0, 
10,5,20,8,0,17,0,98,5,1,94,15,2,100,10,3,87,20,4,35,5, 
10,5,20,8,0,22,0,34,2,1,34,5,2,97,85,3,6,0,4,100,18, 
10,5,20,9,0,23,0,36,0,1,55,10,2,36,5,3,100,8,4,57,15, 
10,5,20,8,0,29,0,94,35,1,99,19,2,98,0,3,54,0,4,100,0, 
10,5,20,8,0,7,0,68,31,1,20,13,2,100,5,3,91,5,4,87,24, 
10,5,20,8,0,12,0,17,0,1,13,0,2,100,10,3,92,0,4,97,15, 
10,5,20,8,0,13,0,36,47,1,9,5,2,3,0,3,3,0,4,100,25, 
10,5,20,8,0,11,0,100,41,1,54,6,2,18,0,3,6,0,4,50,13, 
10,5,20,8,0,12,0,49,0,1,97,5,2,49,0,3,100,5,4,40,0, 
10,5,20,9,0,16,0,100,31,1,98,15,2,89,54,3,53,5,4,7,2, 
10,5,20,8,0,15,0,98,7,1,30,19,2,98,0,3,100,5,4,72,0, 
10,5,20,8,0,21,0,94,0,1,98,0,2,98,33,3,100,0,4,98,54, 
10,5,20,8,0,35,0,19,0,1,96,71,2,99,5,3,97,5,4,100,30, 
10,5,20,9,0,26,0,100,10,1,95,52,2,98,33,3,34,0,4,97,20, 
10,5,20,8,0,9,0,100,8,1,50,22,2,66,12,3,45,12,4,53,25, 
10,5,20,8,0,23,0,97,85,1,97,101,2,99,34,3,100,26,4,57,5, 
10,5,20,8,0,18,0,41,7,1,41,7,2,97,0,3,60,66,4,100,30, 
10,5,20,8,0,11,0,96,25,1,8,0,2,87,10,3,99,25,4,100,18, 
10,5,20,7,0,12,0,98,15,1,94,53,2,52,5,3,24,5,4,100,0, 
10,5,20,8,0,12,0,100,8,1,53,15,2,98,5,3,50,15,4,16,0, 
10,5,20,8,0,24,0,99,5,1,100,5,2,33,10,3,98,6,4,99,0, 
10,5,20,9,0,16,0,9,0,1,98,40,2,100,19,3,45,32,4,23,0, 
10,5,20,8,0,10,0,73,0,1,100,32,2,95,5,3,46,2,4,29,0, 
10,5,20,9,0,13,0,100,57,1,43,6,2,58,21,3,90,35,4,18,0, 
10,5,20,8,0,20,0,28,0,1,83,0,2,21,2,3,28,15,4,100,0, 
10,5,20,8,0,13,0,26,2,1,10,12,2,100,8,3,24,5,4,24,0, 
10,5,20,8,0,25,0,20,0,1,99,20,2,88,15,3,100,5,4,29,5, 
10,5,20,8,0,16,0,97,40,1,100,5,2,94,30,3,98,72,4,99,11, 
10,5,20,8,0,23,0,100,0,1,39,13,2,92,50,3,41,0,4,39,0, 
10,5,20,7,0,28,0,97,27,1,19,5,2,58,5,3,100,48,4,31,0, 
10,5,20,8,0,21,0,100,44,1,33,0,2,55,37,3,99,32,4,99,21, 
10,5,20,8,0,23,0,28,3,1,65,5,2,40,0,3,98,0,4,100,7, 
10,5,20,8,0,35,0,41,0,1,98,70,2,100,22,3,97,10,4,99,74, 
10,5,20,9,0,18,0,93,15,1,24,0,2,51,0,3,100,5,4,97,0, 
10,5,20,9,0,9,0,100,18,1,37,20,2,90,5,3,32,23,4,46,24, 
10,5,20,9,0,25,0,54,11,1,97,17,2,33,0,3,100,35,4,54,33, 
10,5,20,9,0,13,0,100,30,1,28,1,2,85,34,3,97,21,4,39,9, 
10,5,20,8,0,10,0,70,20,1,94,51,2,78,22,3,46,0,4,100,10, 
10,5,20,7,0,21,0,7,0,1,100,0,2,98,11,3,89,10,4,19,0, 
10,5,20,8,0,15,0,59,0,1,18,0,2,89,10,3,100,0,4,98,35, 
10,5,20,8,0,39,0,39,0,1,100,10,2,95,41,3,39,25,4,69,16, 
10,5,20,8,0,11,0,15,1,1,100,28,2,53,4,3,98,0,4,21,10, 
10,5,20,8,0,24,0,18,5,1,43,0,2,95,117,3,18,0,4,100,10, 
10,5,20,9,0,29,0,99,14,1,98,8,2,98,5,3,100,66,4,40,32, 
10,5,20,8,0,6,0,100,20,1,12,0,2,42,0,3,21,0,4,25,12, 
10,5,20,7,0,25,0,45,5,1,47,24,2,99,35,3,55,11,4,100,16, 
10,5,20,8,0,27,0,100,17,1,81,5,2,99,14,3,99,53,4,33,0, 
10,5,20,8,0,13,0,100,0,1,98,41,2,50,12,3,96,10,4,45,14, 
10,5,20,8,0,14,0,5,0,1,99,0,2,41,9,3,100,5,4,9,0, 
10,5,20,9,0,32,0,86,43,1,59,0,2,95,0,3,87,0,4,100,0, 
10,5,20,9,0,19,0,98,17,1,99,50,2,100,30,3,94,23,4,98,9, 
10,5,20,8,0,21,0,99,1,1,100,65,2,6,0,3,98,25,4,98,10, 
10,5,20,8,0,25,0,95,55,1,45,8,2,65,37,3,100,24,4,41,13, 
10,5,20,7,0,27,0,71,21,1,100,26,2,99,61,3,71,29,4,71,19, 
10,5,20,8,0,13,0,100,0,1,97,20,2,27,3,3,27,5,4,43,9, 
10,5,20,8,0,12,0,27,10,1,56,21,2,9,0,3,30,11,4,100,5, 
10,5,20,7,0,22,0,98,63,1,43,0,2,52,11,3,100,56,4,6,0, 
10,5,20,7,0,31,0,50,3,1,50,0,2,89,18,3,99,37,4,100,10, 
10,5,20,8,0,11,0,100,28,1,7,0,2,17,0,3,17,0,4,98,18, 
10,5,20,8,0,43,0,97,19,1,100,18,2,98,29,3,92,31,4,99,15, 
10,5,20,7,0,8,0,100,39,1,92,31,2,21,0,3,21,0,4,21,0, 
10,5,20,8,1,7,0,5,0,1,100,5,2,14,5,3,5,0,4,14,0, 
10,5,20,8,0,15,0,99,40,1,92,16,2,10,0,3,96,19,4,100,25, 
10,5,20,7,0,22,0,98,0,1,16,5,2,95,9,3,72,5,4,100,22, 
10,5,20,8,0,28,0,52,2,1,100,64,2,38,0,3,99,10,4,99,15, 
10,5,20,8,0,19,0,40,0,1,98,31,2,100,0,3,31,0,4,40,10, 
10,5,20,8,0,23,0,100,0,1,98,10,2,46,0,3,18,0,4,10,0, 
10,5,20,8,0,26,0,98,5,1,13,0,2,15,0,3,100,6,4,15,0, 
10,5,20,8,0,23,0,46,21,1,100,60,2,92,25,3,96,6,4,16,0, 
10,5,20,8,0,17,0,100,24,1,99,5,2,97,10,3,98,20,4,95,5, 
10,5,20,7,0,14,0,38,5,1,55,0,2,10,0,3,100,6,4,61,1, 
10,5,20,8,0,14,0,97,111,1,94,9,2,67,12,3,100,53,4,95,35, 
10,5,20,8,0,10,0,61,10,1,97,47,2,43,0,3,100,15,4,38,5, 
10,5,20,8,0,27,0,99,20,1,29,0,2,51,34,3,96,5,4,100,50, 
10,5,20,8,0,12,0,93,35,1,49,5,2,100,0,3,32,0,4,90,0, 
10,5,20,8,1,48,0,73,0,1,99,38,2,100,30,3,98,102,4,99,49, 
10,5,20,8,0,18,0,15,5,1,65,0,2,52,16,3,100,65,4,58,5, 
